"","GSE91074_VEEV_vs_Control"
"107869",0.00923012069298839
"107889",0.00215860380945575
"107932",0.00774733439704276
"107934",0.00724994712467505
"107939",0.00158037406792271
"107951",0.00180735432556788
"107970",0.00223898440744216
"107971",0.00349619734340592
"107975",0.0041992193822132
"107976",0.00886187010548839
"107986",0.00555646899724887
"107995",0.00320318524963832
"107999",0.00217396213632429
"108000",0.0029755341712984
"108012",0.0311935348134947
"108013",0.00232725169721619
"108014",0.00242187984375969
"108015",0.00156572781458363
"108017",0.00170325593982304
"108037",0.00330463455668408
"108043",0.0039721612714403
"108052",0.00824857995104114
"108058",0.00726364872116315
"108062",0.00206024268815741
"108075",0.00514262386550665
"108077",0.0041989026445148
"108078",0.00357499252509403
"108089",0.003675277336698
"108096",0.0030009444294535
"108098",0.00416114468993637
"108099",0.00673949269541934
"108100",0.0136822135001988
"108101",0.0113189866257376
"108105",0.0408399123914951
"108114",0.00340441747310528
"108116",0.00573617738294608
"108121",0.00205144863615801
"108123",0.00207225336073258
"108124",0.00310256472264093
"108138",0.00269558374140361
"108143",0.00177379651902547
"108148",0.00495671301391439
"108150",0.0130206775496859
"108153",0.0025881421434631
"108155",0.00230327064790142
"108156",0.00211574956688677
"108159",0.00185445870226698
"108160",0.00251675037191978
"108161",0.00354847466993081
"108167440",0.0130321119078476
"108167445",0.00289409558100022
"108645",0.00629030862868606
"108652",0.0018986885662567
"108653",0.0085667215844482
"108655",0.0135505292459948
"108657",0.00182010622682808
"108660",0.00190625253629718
"108664",0.00280383644686204
"108670",0.00852034125837786
"108671",0.00302405102066327
"108673",0.00578834161355212
"108679",0.00130967168467065
"108682",0.00393715046007925
"108686",0.00253326241034255
"108687",0.00189035916824197
"108699",0.0213951609089804
"108705",0.00377954896966751
"108707",0.0012910983581092
"108735",0.00581489028056857
"108737",0.00282888888390813
"108755",0.00356343004126176
"108760",0.00751510559155697
"108767",0.00265711987549341
"108829",0.0077662199978659
"108837",0.00289420860237555
"108841",0.00325106472606206
"108857",0.00510073979981509
"108888",0.00202387180038797
"108897",0.00589499727993937
"108902",0.00315283981084215
"108903",0.00205430204261211
"108907",0.00520171264240516
"108909",0.00564692404490065
"108911",0.00397677693322707
"108943",0.00379712534002485
"108946",0.00271005864680469
"108954",0.00737314406052387
"108958",0.00184507019056333
"108961",0.00140636341411774
"108989",0.00413367041190335
"109006",0.00507439299825047
"109019",0.00491460631031493
"109032",0.00556853504270539
"109042",0.0027038790934857
"109052",0.00286603407815529
"109075",0.00254783690695801
"109077",0.00236272966294037
"109079",0.00849846015790696
"109093",0.00132797887158981
"109095",0.00197153880634561
"109108",0.00240968692782431
"109129",0.00152320629532724
"109135",0.00735011342763931
"109136",0.00215206405826303
"109145",0.00242832030118433
"109154",0.00224282968411058
"109168",0.00331410394768942
"109205",0.00729571514404608
"109212",0.00253359988371004
"109225",0.0311166409052839
"109229",0.00208145301410946
"109232",0.0088035360463344
"109246",0.0293492287162736
"109254",0.00396450795820095
"109263",0.00224537596351894
"109270",0.00395171518468774
"109299",0.00173900676374268
"109305",0.00237472495263227
"109331",0.00255994574800208
"109552",0.00463877788892197
"109594",0.00179286688634034
"109620",0.0281681105126591
"109624",0.0073074169629213
"109637",0.00329966325344021
"109648",0.0388085552764882
"109652",0.00421800409479398
"109660",0.00585603888362775
"109672",0.00172947382732405
"109674",0.00344062355086711
"109685",0.00335194527613981
"109689",0.0024357507278268
"109697",0.00210372921858749
"109711",0.00671306039475028
"109754",0.00633923596532642
"109778",0.00364179935955567
"109791",0.00338966113689726
"109801",0.00268309661564444
"109815",0.00392408827928029
"109820",0.00236059622001046
"109821",0.00197217696011813
"109857",0.00680879931173371
"109880",0.00190006574621959
"109889",0.00256862606325255
"109900",0.00267007096790664
"109901",0.0095230180646523
"109904",0.0482807062574183
"109905",0.00266101338031362
"109910",0.0019682922460347
"109929",0.00176331713926895
"109934",0.00270295599896176
"109978",0.003525390625
"109979",0.0066980420049527
"110006",0.0117170563032888
"110012",0.0024984234589703
"110033",0.0048162568232219
"110052",0.00386966550234694
"110058",0.0151108839177035
"110074",0.00266907424792703
"110078",0.0049656279871745
"110082",0.00293903261793801
"110084",0.00325879179764224
"110094",0.00726308610747269
"110095",0.0241715501418078
"110109",0.00168733877376665
