"","GSE51365_MVH68_WT_vs_Control","GSE51365_MVH68_M_vs_Control"
"100042173",0.0099522892688845,0.00996190104293918
"100042178",0.0204709636152035,0.0204257906998249
"100042194",0.0353832504459435,0.0353778672231689
"100042198",0.0125547975032661,0.0122408329560887
"100042277",0.0224360297118194,0.0224265439866202
"100042332",0.0195222039532801,0.0195310739988748
"100042416",0.008338391921626,0.00830940445531534
"100042480",0.024455012608162,0.024433119295757
"100042484",0.00529404522726118,0.00529200680668598
"100042498",0.00548925254542127,0.00550071825705182
"100042605",0.00846851593962889,0.00849263646813598
"100042679",0.0177515342909705,0.0177567576462691
"100042757",0.00965035112726078,0.00967848677478552
"100042770",0.00839158526782722,0.00839111939863644
"100042784",0.0179547410000753,0.0179480222149157
"100042889",0.0100460568203338,0.00974595460895129
"100042940",0.0144382397403763,0.0144287404590289
"100043040",0.00626991348783526,0.00623608771004042
"100043057",0.0174848619479128,0.0174759134540829
"100043072",0.0327232071337779,0.0327007071057032
"100043102",0.0215353353334164,0.0215366235068304
"100043132",0.00474560067754306,0.00474791090849212
"100043133",0.0226458667169384,0.0229803414223557
"100043189",0.00729442192516155,0.00729875492877842
"100043213",0.0440975959834793,0.0442002177289356
"100043232",0.0123163500153985,0.0123217706586962
"100043270",0.0125544056403656,0.0125499051429099
"100043272",0.00161782931975813,0.00161916763462357
"100043305",0.0285836976164925,0.0286056841302631
"100043315",0.00702060122110698,0.00702566532652211
"100043332",0.0171347327729484,0.0171773971026404
"100043335",0.0130174316472231,0.0131079969662155
"100043424",0.0119562136811331,0.01202643750673
"100043468",0.00844953378660112,0.00845992856719256
"100043489",0.0126532227321761,0.012632845011942
"100043515",0.00867792467475603,0.00867787704022385
"100043597",0.0569328946570225,0.0568688398941917
"100043636",0.0334947590621598,0.0334881080131907
"100043766",0.0407312547681371,0.0407736579620446
"100043772",0.00467213264332237,0.0046671469470866
"100043777",0.00941996102652513,0.00944205204911329
"100043812",0.0125794716027536,0.0124961429379223
"100043820",0.00945366273244238,0.00945153463691426
"100043902",0.00726498806360074,0.00726922938304529
"100043911",0.0118280973895233,0.0118259695179751
"100044193",0.0096863337893617,0.00967457811098488
"100044236",0.118866211615455,0.118799819497409
"100044509",0.01175745735487,0.0116632323039526
"100045469",0.00656523401420451,0.00656914762062278
"100047123",0.0037720625325296,0.00377022343379506
"100048534",0.0120631464600388,0.0120487676407816
"100048658",0.018899776919503,0.0188972363973014
"100048701",0.00941049812912747,0.00944156558054929
"100049077",0.00976057084148134,0.00977208725708328
"100049161",0.0238429930795848,0.0228353765838166
"100049166",0.0321163061795727,0.0321213569527765
"100049168",0.0380826167458919,0.0380038837988244
"100049789",0.00111644049846721,0.00111547420644846
"100061",0.0209831475445333,0.0209788486518874
"100066",0.0122108335195862,0.0121996593189607
"100072",0.00888547626501271,0.00888433459491755
"100073351",0.0112599758676793,0.0112549838004617
"100087",0.0022111385188546,0.00220464105687793
"100088",0.00639668951253436,0.00640062826711131
"100090",0.0096145657786224,0.00962787235988741
"100102",0.0110263602492235,0.0110291121669262
"100113398",0.020650125295977,0.0206130975108765
"100121",0.00249821947895729,0.0025
"100125594",0.00691078015409595,0.00691298607290401
"100126030",0.0127772059384156,0.0128245891868184
"100126226",0.0106444151088519,0.0106336131068033
"100126229",0.0176165289256198,0.0176300675714601
"100126242",0.0142760346578714,0.0142938556073864
"100126243",0.0212378091207153,0.0212073732854627
"100126244",0.0112031314054169,0.0118147448015123
"100126795",0.02546761715424,0.0254872462166697
"100127111",0.0234599055703373,0.0234308541523022
"100127433",0.00913620442459078,0.00912518297875705
"100129",0.0223576157753078,0.0223501405297899
"100134986",0.0143390675270346,0.0143302434142381
"100137011",0.0184207778387856,0.0184238689448099
"100141474",0.00755152699807432,0.00760948380657824
"100163",0.00471219471091501,0.00472485867142181
"100165",0.00826446280991736,0.0102939564025599
"100169",0.014266975308642,0.0142110794639432
"100169874",0.0172759450278584,0.0173105266049558
"100169878",0.0195755922249353,0.0196155221510495
"100174921",0.0473279284674572,0.0472884515964811
"100177",0.0133328497779828,0.0133870637251554
"100182",0.0406686604643166,0.0406788430387683
"100198",0.00964823777809609,0.0096510019438145
"100201",0.00891040517559465,0.00892031357754427
"100206",0.0105186385750853,0.0105009988442654
"100210",0.0149578179183272,0.0149698064619924
"100213",0.0100516802473059,0.010058936430824
"100216343",0.0124257156197193,0.0124172480161514
"100217446",0.0161180664328032,0.0161198895169423
"100226",0.00215130747863321,0.00211064963450584
"100270744",0.0147466037055407,0.0147664273496591
"100273",0.0103413869817628,0.0103186700474909
"100302594",0.105678637170648,0.105657369927244
"100302648",0.0197284540527941,0.0197541934095276
"100302688",0.0227961516630962,0.0227900777648912
"100303741",0.0240000439751852,0.0239843804794569
"100310872",0.0188927954567686,0.0189217141803911
"100316689",0.0250856900486717,0.0250782122836515
"100316700",0.0269839631390672,0.0269794745036811
"100317",0.0119846855308248,0.0120259133277608
"100328574",0.0250331663756809,0.025029984085818
"100329140",0.0153803853814058,0.0153618277058228
"100336",0.00929289486404168,0.00929856019795338
"100340",0.0155603374644612,0.0155852973099053
"100342",0.0143554278401294,0.0143767261010805
"100379143",0.0215470078276239,0.0214877418367885
"100379606",0.00248613869438802,0.0024897723098002
"100379608",0.0112367514525282,0.0112126986652155
"100379609",0.0237131080693866,0.0236737757553289
"100379610",0.0237855932374324,0.0236923237625942
"100379665",0.0136169349242085,0.0136722358933813
"100380944",0.0340953230984751,0.0341067958432123
"100381257",0.0127737364881284,0.0127633209121301
"100382",0.0122920112963703,0.0122732674916671
"100383",0.00563169073658213,0.00563258011891526
"100415785",0.000741480664175111,0.000743149215773454
"100415901",0.00941748005894754,0.00944197223211107
"100416145",0.0175752885612715,0.017539281674736
"100416706",0.00634264315607018,0.00632733627617453
"100416830",0.0268971231391325,0.0268795900701303
"100417514",0.0385487609682685,0.0386377542101276
"100417675",0.00476970792216845,0.00475909617116769
"100434",0.0202208618014624,0.02018763222603
"100463519",0.0185223335079671,0.0185287636603617
"100465",0.0184136194326756,0.0184185956212634
"100470",0.0107878830311092,0.0108376016016614
"100473",0.0025174895202121,0.00251697376309547
"100494",0.0130308578864467,0.0130405411643201
"100502590",0.0166921441023808,0.0166933005455731
"100502602",0.0141826885577184,0.0143235061113626
"100502619",0.020395692329156,0.0203842874015612
"100502624",0.0313734449015719,0.0310568395592583
"100502679",0.00766013133152485,0.00768039117076702
"100502694",0.00388176241717563,0.00388040653801951
"100502695",0.00791820155906662,0.00792437229786658
"100502698",0.00268503906384999,0.00268526821495034
"100502700",0.0113673226643599,0.0116168872189018
"100502723",0.00909023168324783,0.00907993634093912
"100502736",0.0426330541395532,0.04195447511964
"100502739",0.0119791933823465,0.0119667902606261
"100502742",0.0103737997256516,0.0103395033618949
"100502745",0.0151589299288839,0.0151694036466613
"100502820",0.0148436112832809,0.0148733071159766
"100502829",0.00446838947113027,0.00445779111694653
"100502834",0.0581880871628814,0.0582355511687699
"100502841",0.00595162126339252,0.00594703178869877
"100502861",0.0256535098268946,0.0257198678791244
"100502888",0.0172478950190673,0.0172773408438729
"100502917",0.0109043973787357,0.0108990745735807
"100502923",0.00859382840009337,0.00859191523857357
"100502931",0.011705988018691,0.0117053848532985
"100502933",0.0174083746603227,0.0174318387346957
"100502936",0.0122261759328153,0.0110542349680737
"100502942",0.00943351985231988,0.00942833653229949
"100502950",0.00421994033662418,0.0042192681842999
"100502982",0.020335356297937,0.0202803157375858
"100503007",0.0169301694316152,0.0169251377007588
"100503019",0.0141264606999667,0.0141006677733851
"100503043",0.00516046065502385,0.00514146467999264
"100503044",0.00759930337887293,0.00762264112199241
"100503120",0.013450277062858,0.0134090716624638
"100503142",0.0390345460031863,0.0390249493260803
"100503166",0.00684208217463251,0.00683088226262452
"100503167",0.00825017061577328,0.00844777249134948
"100503178",0.00992273886522714,0.00992793640925982
"100503185",0.0493494047888153,0.0493415874478305
"100503197",0.0159085600027132,0.0159240362811791
"100503199",0.0109944386841361,0.011141975308642
"100503265",0.00569779919999507,0.00570097917169305
"100503289",0.00526754236486699,0.00526392375673438
"100503307",0.0155807051959157,0.0155849444727862
"100503311",0.0195608587216979,0.0195412979834721
"100503337",0.0561325443786982,0.0568170014586508
"100503359",0.00914590589083164,0.00914606348076695
"100503380",0.0223914202137753,0.0223924326884673
"100503386",0.00590667996060873,0.00591979165909485
"100503392",0.00655444391747155,0.00656190505914298
"100503447",0.0204674892900219,0.0204728176308494
"100503470",0.0290005959696548,0.0289977104150399
"100503471",0.083237370495904,0.0831513675429019
"100503474",0.0262802361020022,0.026101597597784
"100503481",0.00541027182940057,0.00540689276066328
"100503490",0.0161801229298745,0.0161791091672022
"100503495",0.0116918575732696,0.0117149935065514
"100503518",0.0278674557752341,0.0278729886001126
"100503538",0.0106972184251471,0.0106643357003583
"100503546",0.00331433821085848,0.0033092461340222
"100503572",0.00849435697635733,0.00846679057447882
"100503582",0.0047130666677613,0.00476731861950586
"100503594",0.0139395725675393,0.0139559672412978
"100503622",0.0110584761766536,0.0110997324454952
"100503652",0.0168380562456547,0.016821227036508
"100503659",0.0116701419331929,0.0116603927048399
"100503661",0.0096430378741295,0.00965004138106382
"100503670",0.00531536441149202,0.00530229458187318
"100503676",0.0273988866944103,0.0274158561996573
"100503727",0.00507169212118066,0.00506815156557588
"100503759",0.0104365569916447,0.0103668369948282
"100503783",0.0501247449656022,0.0501092004838272
"100503797",0.00916460635390432,0.00914228096885259
"100503802",0.0141810266194301,0.014176209411358
"100503812",0.0115102229378208,0.0115264973537752
"100503827",0.00633752937091074,0.00634053726165364
"100503842",0.020630737288054,0.0206189962910288
"100503849",0.0319418165580614,0.0319229270338525
"100503859",0.0215301541122058,0.0215293512511441
"100503868",0.0616222368000278,0.0616016815202516
"100503869",0.0280092582587385,0.028007108303521
"100503882",0.00780039286002274,0.00779441080003947
"100503884",0.00833050486950557,0.008313286345839
"100503890",0.014091340368459,0.0140319994042409
"100503895",0.0249601546691035,0.0249402245917135
"100503915",0.00439767305546507,0.00440264363418218
"100503924",0.0161561730820901,0.0161778071226815
"100503961",0.0110565399271139,0.011039489839578
"100503969",0.0205916065072694,0.0202459309937651
"100504029",0.0383296523270053,0.0383070719780377
"100504061",0.0124412193774895,0.0124766583823119
"100504116",0.0244570999420864,0.0244560316280744
"100504121",0.030334289054468,0.0290260631001372
"100504141",0.0369296234850116,0.0369162750723284
"100504145",0.0150730320556808,0.0151411763232678
"100504154",0.0128202524951741,0.0128204788263635
"100504156",0.0302808447413612,0.0301281196500032
"100504162",0.0131704350892573,0.013166609636011
"100504164",0.0115871446599084,0.0115784059441644
"100504166",0.00726190453166264,0.0072543913468015
"100504221",0.0222065481521618,0.0222569377019565
"100504229",0.0149005905468958,0.0149022168292752
"100504231",0.0191834802407532,0.019173125950702
"100504255",0.00507954594807363,0.00508027213366441
"100504268",0.00798574072958352,0.00797167119568709
"100504304",0.00903320057855106,0.00904175840212171
"100504309",0.00891368832162043,0.00887087868850294
"100504312",0.00883213551807936,0.0088113110588655
"100504350",0.0242244394313313,0.0238424192237388
"100504377",0.0248006446620451,0.0247972429967201
"100504389",0.0271915965589486,0.0271826386948819
"100504404",0.0277847155375089,0.0274071550062116
"100504412",0.0236686390532544,0.0211570247933884
"100504421",0.0252496619980993,0.0252275462819895
"100504446",0.01196054420104,0.0119494905805459
"100504454",0.00781295331010642,0.00784451482801837
"100504455",0.0109219631819403,0.0108542552597275
"100504457",0.00831085456263465,0.00828406309429554
"100504461",0.00566138686541843,0.00565948592315901
"100504464",0.0109289376740689,0.0109658735024717
"100504474",0.00959303340083711,0.00959319346825898
"100504486",0.0445745938652954,0.0446651208704766
"100504497",0.0147448225148459,0.0147474629212058
"100504512",0.0210461040123517,0.02103896940088
"100504538",0.0412204061156801,0.0409876171478038
"100504549",0.00710255697563742,0.00475624256837099
"100504561",0.00504244608008213,0.00502889422421833
"100504586",0.0185413704754385,0.0185492669875847
"100504594",0.0179460018417063,0.0180980916567797
"100504626",0.0259932322988665,0.0259937315004876
"100504628",0.00556795581946165,0.00557643089831395
"100504637",0.0186628445161098,0.0187598645038048
"100504663",0.00248462187347108,0.00248330555586627
"100504687",0.0224942466279082,0.0224740751430931
"100504714",0.0214722055124976,0.0214335412446355
"100504715",0.00479827287642858,0.00480111129349148
"100504734",0.00644420312470724,0.00645165732870209
"100504740",0.0194234657901977,0.0194138581663412
"100515",0.0086683603780269,0.00867795432735844
"100526796",0.0380929289054392,0.0383675204591349
"100532",0.015614459246735,0.0153592872822817
"100532730",0.0308247242301974,0.0307896126697513
"100534641",0.0136993906701799,0.013699598409863
"100559",0.0204081632653061,0.020431600717599
"100561",0.0062606049164764,0.00628659104952818
"100604",0.0484241788431349,0.0484842023713665
"100608",0.00912773827855174,0.00910736218300701
"100609",0.0155639698222477,0.0155570264141129
"100616095",0.0132519785144266,0.0132558095411049
"100637",0.0107211232653061,0.0107626101101512
"100647",0.0171295729553399,0.0171360103058971
"100653389",0.00286499980909993,0.00286452404537884
"100675",0.0101703708112401,0.0102547668642846
"100678",0.00644803746660484,0.0065015857145089
"100683",0.00297673963053828,0.00297543296199804
"100689",0.0226129509148779,0.0226025140102768
"100689703",0.00990708528882028,0.00988680522986185
"100702",0.0346664741759155,0.0342935528120713
"100705",0.0257538646433543,0.025713582597279
"100710",0.00944557623409201,0.00945342209776273
"100715",0.0154839991556793,0.0156837047706499
"100727",0.0089623322366385,0.00895377989926617
"100732",0.00438279912227475,0.00434292156057135
"100737",0.000863231699719158,0.000863602298168793
"100740",0.00135712605301963,0.00135693720012864
"100756",0.0125334266982942,0.0125290119654301
"100763",0.00148177678317759,0.00155193391155975
"100764",0.0318444832466575,0.0318533766288757
"100855",0.0162298192750575,0.0162448453578266
"100861869",0.00857987214168045,0.00850692807993213
"100862268",0.0192347805892871,0.0192291503261461
"100900",0.00586999952478969,0.00588075278229951
"100910",0.0241863901963598,0.0242778935283558
"100929",0.0121765969382594,0.0120382459049664
"100952",0.0306324716770515,0.0302496268243017
"100972",0.0126954557074228,0.0125625702896667
"100978",0.00752500717115363,0.00714347797986501
"100986",0.0248602507152572,0.0248548923657143
"101023",0.00644071118838972,0.00644909840083113
"101055670",0.00732935002417824,0.0073293046765855
"101055769",0.0339044963964287,0.0339206626419357
"101055782",0.0123721860986777,0.0123738779012692
"101056065",0.00616879340277778,0.00617049768284997
"101056236",0.008225699600727,0.00823189353002735
"101095",0.00492037828848759,0.0049198480645194
"101100",0.00866487224458843,0.00866437074867628
"101113",0.0180660679689899,0.0180947601430078
"101118",0.0122112887360314,0.0122437692653967
"101122",0.00908935202228337,0.00905835036476045
"101142",0.0114382075673111,0.0114235739610718
"101148",0.0075768554621122,0.00755560003186369
"101185",0.00572827526655393,0.00573436553630231
"101187",0.00217506394880393,0.00217264378156045
"101197",0.00626087371972887,0.0062711751144375
"101202",0.00592619819340692,0.00592165409299274
"101206",0.0108097097994933,0.0108201712301965
"101214",0.0178570574071648,0.0178918022454162
"101240",0.0249230697432291,0.0249522797288272
"101243624",0.00119535586053433,0.00119513579195651
"101314",0.00231559589773822,0.00234314081157049
"101351",0.0204117753014873,0.0205121991927257
"101358",0.00615941576443334,0.00614118397576725
"101359",0.0108072540617345,0.0108150484934232
"101401",0.0167328608750273,0.0166814130539087
"101434",0.0105587761175522,0.0105330655623628
"101437",0.00591284775051212,0.00588573928529031
"101471",0.00755923810158369,0.00753550012134635
"101476",0.00677844806756884,0.0067744046669824
"101488",0.00566119676643905,0.00566290680834079
"101489",0.00541365880402983,0.00541331873930942
"101490",0.0273366027810762,0.0273093123986481
"101497",0.0171478160152537,0.0171522873373981
"101502",0.00883084327435322,0.0088229643489592
"101513",0.0141496606921185,0.0141432443751392
"101533",0.0201903696956881,0.0201289214479837
"101540",0.0194573612235645,0.0194051498008237
"101543",0.0115501564629458,0.0115502656134667
"101544",0.0203272588324824,0.0203359564436403
"101565",0.00906927739361811,0.00905775202899757
"101568",0.00628655007298156,0.00629339105673006
"101592",0.0118948842037341,0.0118736129032139
"101602",0.0122530027018224,0.0122491995529695
"101604",0.0195177335640138,0.0186354433556478
"101612",0.0103546147311414,0.0103425949084392
"101613",0.0170579257502175,0.0170442573219851
"101631",0.0153305148565748,0.0153387952671201
"101685",0.0165767333258397,0.0161200665155221
"101694",0.0370534709375732,0.03683876757537
"101700",0.0173512485136742,0.0173718181467512
"101706",0.00522627215463981,0.00522124926961886
"101739",0.00548062766997853,0.00547331896865486
"101744",0.00658261081205021,0.00656565222478646
"101772",0.0104889619040777,0.0104883717222914
"101786",0.0048934519209093,0.00488265306512576
"101809",0.0297513813929736,0.0297473787611273
"101831",0.00667953450498206,0.00667510011045659
"101861",0.00321915396609829,0.00321944482503207
"101867",0.0191601643362565,0.0191431742157937
"101869",0.0131615159062429,0.0131773817218859
"101883",0.0183240513169585,0.018280213313991
"101943",0.00807086571476289,0.00798113097858134
"101966",0.0104148119053711,0.0105308823248985
"101985",0.00671723881390158,0.00677108341737416
"101994",0.0134012719545999,0.0133983893961684
"102022",0.0268744961031981,0.0272184786514396
"102032",0.00790908770153802,0.0078981339166732
"102058",0.00811211615364353,0.00748073187630786
"102060",0.0161440775027775,0.0161207149862016
"102075",0.0355660147528261,0.0356266559591621
"102093",0.00513974630151464,0.00514894893037249
"102098",0.0155180338139865,0.0155054259759679
"102103",0.0124348072503401,0.0125720389025066
"102115",0.0119380503353292,0.011984487534626
"102122",0.00444991116526172,0.00443274964221525
"102124",0.00843815499107154,0.00844868603564483
"102132",0.0138072484399977,0.013820241638322
"102141",0.00187969960331131,0.00202905608311014
"102162",0.00446321715616166,0.00444041594300223
"102182",0.0194158588770528,0.0194274890533694
"102193",0.00850423570024601,0.00851851738544384
"102209",0.0119744948370686,0.0118981549842728
"102216272",0.00681591780404748,0.00680772608507327
"102247",0.00768294452879933,0.00768542591996517
"102278",0.00703226335073725,0.00704066261874631
"102294",0.0197662227689519,0.0197479022861151
"102323",0.00654195501730104,0.00654056320246656
"102334",0.0127814752440821,0.012693985720562
"102339",0.00407771725371389,0.00407824004710538
"102371",0.0185268295159031,0.0185270170522371
"102402",0.0120057650692976,0.0120206463524835
"102414",0.00764405896223446,0.00764616985866168
"102423",0.00922827001713517,0.00922362605088756
"102436",0.00751368911002656,0.00753931246603073
"102442",0.00301063903270687,0.0030144962730533
"102443350",0.00891882691212591,0.00894417402800313
"102448",0.0105212491810656,0.0105141933076199
"102466237",0.015368178511878,0.0153625606940098
"102466256",0.00947505071893445,0.00947582342234395
"102502",0.0223489575114817,0.0222680427858903
"102545",0.00448163496735744,0.00448069640834394
"102566",0.00677367073692641,0.00677166591474511
"102570",0.0152694418111375,0.0152225074732688
"102580",0.00257125533997864,0.00254994237862634
"102595",0.0229522594492619,0.0229630596158373
"102607",0.00766301345992724,0.00767154583458652
"102614",0.0114234257872235,0.0114924146135479
"102626",0.00894901229218793,0.00893574082217763
"102631612",0.00911047322837037,0.00911200911124004
"102631730",0.0133044702128991,0.0132323051722481
"102631739",0.0130033598105313,0.0130057039384337
"102631912",0.00392266854583233,0.00390263561203712
"102631981",0.0100224047726651,0.010008835873216
"102632",0.00784630732821446,0.00784504596107554
"102632008",0.0233410493827161,0.0236165819449932
"102632031",0.0112508227885455,0.0113232860469502
"102632302",0.0539539751761496,0.0540336994422826
"102632394",0.0168692327935487,0.0168857165451149
"102632463",0.0130388377321556,0.0130481403689142
"102632493",0.00900582611626489,0.00911157024793388
"102632708",0.0163466149579867,0.0163253695406714
"102632821",0.0236293223838724,0.0235809287745776
"102632893",0.00776257880547504,0.00775913422439931
"102632897",0.0192244346698618,0.0192527937636359
"102632922",0.00702191887430964,0.00702125472490336
"102633000",0.0198032866190955,0.0197851357970216
"102633199",0.0551966903759617,0.0552177884862101
"102633266",0.0126221131308495,0.0126748826805842
"102633312",0.0118896859587601,0.0118911764759124
"102633321",0.0163935714909599,0.0163117320415879
"102633540",0.0181861596394743,0.0181735165026789
"102633575",0.00724565588339458,0.00724898951162473
"102633576",0.0161419010162354,0.0161288768785675
"102633666",0.0499357378284088,0.0499459712530155
"102633677",0.0115486653751482,0.0115600090468972
"102633805",0.0121066526822823,0.0121178513069153
"102633824",0.00689192602303587,0.0069266723610198
"102634000",0.0179862235238224,0.0179905787975478
"102634034",0.00779439212543568,0.00778045721747003
"102634076",0.0144461908284024,0.0143946619712242
"102634096",0.0150324003677053,0.0150197917065801
"102634243",0.0100058676836056,0.0100024188183984
"102634251",0.0205692906845036,0.0205621560085061
"102634284",0.00709862548327206,0.00712121059391397
"102634333",0.0115053208392909,0.0115134799122876
"102634389",0.015316706844912,0.0153244084957614
"102634450",0.00767253747458228,0.007686855493252
"102634580",0.00891399547835099,0.0089039944758722
"102634683",0.0211808390957454,0.0210845613283135
"102634753",0.0101268777826404,0.0101556396851151
"102634887",0.0173793792220236,0.0173868128325944
"102634933",0.0179774533646302,0.0179678404890111
"102634995",0.0792800580253005,0.079173410024438
"102635020",0.0125562216812382,0.012547649959972
"102635192",0.0146777992193936,0.0147201323834228
"102635226",0.0114044676562365,0.0114141145672323
"102635243",0.0060158781243055,0.00593211151923273
"102635290",0.0664144605437444,0.0664092312071062
"102635316",0.00218632587710585,0.00218484723276575
"102635502",0.0174225931003463,0.017389204202391
"102635561",0.0125311305099737,0.013168503090567
"102635569",0.0175582515676199,0.0175781091732366
"102635639",0.028082030735503,0.0280167253034685
"102635685",0.00486914993412659,0.00486847114344415
"102635783",0.0162061002948859,0.016219064967805
"102635948",0.0173356335421598,0.0174798909023669
"102635958",0.00394643242278491,0.00394437812935835
"102635985",0.0113374745349595,0.0113273407015783
"102636142",0.00603151921853658,0.00605386623097133
"102636151",0.012424671712141,0.0124163265306122
"102636203",0.0104323352857604,0.0104226512299038
"102636313",0.0228870256526426,0.0228642045162032
"102636582",0.0111471231611325,0.0111401956536021
"102636681",0.0139084290328092,0.0138777024426843
"102636700",0.0625,0.0625719010581918
"102636737",0.0264835403143027,0.0264900023124529
"102636803",0.014802242042129,0.0147841337862048
"102636808",0.00597707447073585,0.00597456887375478
"102636980",0.00825729501943929,0.0082591744
"102637001",0.00263037226690513,0.00263272058122461
"102637100",0.0157439129669881,0.0158742838148271
"102637176",0.0231224771770704,0.0232636216904083
"102637283",0.00674274263216842,0.00675214924512311
"102637354",0.0139740152118553,0.0139855107379252
"102637419",0.00513100083092293,0.0051327554933992
"102637492",0.0096568206127729,0.00965197514920267
"102637542",0.0179748303933383,0.0179427678707514
"102637873",0.00513018995363098,0.00509945717751932
"102637966",0.00749053061008453,0.00759742918065807
"102638038",0.0151630641948044,0.0151512351388854
"102638039",0.0391286850773546,0.0390643598615917
"102638080",0.0052123326371165,0.00520633878371802
"102638259",0.017110981422617,0.0170300087808911
"102638292",0.0210602560496561,0.0210951169266585
"102638354",0.0264738407027719,0.0259652748141327
"102638465",0.00848500471177972,0.00848484552740796
"102638632",0.00961114076906456,0.00960714028437288
"102638722",0.00476538681935902,0.00475758718425751
"102638744",0.0130379747557769,0.0130372629948233
"102638854",0.00946961366413029,0.00947423511328434
"102638888",0.0139975014261585,0.013941065466686
"102638940",0.00612763158622647,0.00609512195765907
"102638947",0.0126871754619007,0.0126705195290159
"102639375",0.0101706972566953,0.0101750581010824
"102639518",0.0205591479289941,0.0205975651577503
"102639568",0.0130153822631236,0.0130123315222327
