"","GSE51365_MVH68_WT_vs_Control","GSE51365_MVH68_M_vs_Control"
"22428",-0.0977,0.02225
"22431",-0.0635,-0.0772
"22433",-0.0559,-0.0135494433333333
"224344",0.0835,0.2854
"22436",0.8478,0.0825
"22437",0.0466,0.0319
"22439",-0.18885,-0.0013
"224405",-0.3142,-0.0534
"224419",0.1389,-0.1697
"224432",0.0595,0.15255
"224440",-0.1037,0.0049
"224454",-0.19072,-0.1796
"224481",-0.11995,-0.0082
"224523",0.2375,0.1301
"224585",0.0261,0.0197
"224598",-0.1705,-0.0718
"224613",-0.0475,-0.16935
"224617",-0.0185,0.0082
"224619",-0.0436,-0.0633
"224624",-0.02305,0.02135
"224630",-0.0431,-0.0847
"224640",-0.0833,-0.1402
"224647",-0.059,-0.0297
"224648",-0.0857,-0.0165
"224650",-0.0149,-0.0529
"224656",-0.1529,-0.1486
"224661",0.01595,0.09685
"224671",-0.0161333333333333,-0.0359
"224674",-0.1838,-0.083
"224691",0.0556,7e-04
"224694",0.1628,0.0907
"224697",0.0259,0.07655
"224703",-0.0418666666666667,-0.0616
"224705",0.0813,-0.02415
"224727",-0.0357,-0.1247
"224742",-0.04955,0.0041
"224762",-0.0979,-0.1039
"224792",0.0329,-0.0254
"224794",-0.02635,0.0709
"224796",-0.023775,-0.073875
"224805",-0.029,-0.0475
"224807",0.0336,-0.0414
"224813",-0.2416,-0.1634
"224814",0.1006,-0.0311
"224823",0.0376,-0.0366
"224824",-0.141025,-0.120675
"224826",0.0852,0.0621333333333333
"224829",-0.00425,-0.0471
"224833",-0.0013,-0.1177
"224840",-0.4829,-0.1589
"224860",0.0129,-0.0449
"224893",-0.1509,-0.0753
"224897",0.0534,-0.0582
"224902",0.03,0.0201333333333333
"224903",0.03195,-0.0068
"224904",-0.0828,0.0024
"224907",-0.1287,-0.0027
"224912",-0.0401,0.0354666666666667
"224938",0.107325,0.17215
"224997",0.11776,-0.03176
"225004",-0.0935,0.0089
"225010",0.031,-0.0745
"225020",-0.0888,-0.002
"225027",0.0148333333333333,0.0774333333333333
"225028",0.0265,-0.001
"225049",0.00545,-0.02005
"225055",0.0417,0.0893
"225115",-0.06645,-0.0063
"225131",0.0075,-0.012325
"225152",-0.0627,-0.0554
"225160",-0.0165333333333333,0.0223333333333333
"225164",-0.0594666666666667,0.000733333333333336
"225182",-0.061,0.0720666666666667
"225187",-0.0843,-0.02685
"225192",-0.0767,-0.117
"225207",-0.1231,0.00745
"225215",-0.0395,0.0152
"225256",0.0046,-0.1176
"225266",-0.1781,-0.0286
"225280",0.1784,0.1162
"225283",0.0199,0.03345
"225288",-0.1548,-0.1527
"225326",-0.0645,-0.0603
"225339",-0.017,0.0037
"225341",-0.2443,-0.194
"225348",-0.0528,0.01835
"225362",-0.0033,-0.1455
"225363",0.00273333333333334,0.0123333333333333
"225372",-0.095,-0.0065
"225392",0.0368,-0.0653
"225432",0.0951,0.0307
"225443",-0.0312,-0.0361
"225467",0.0689,-0.012
"225497",0.0751,-0.0558
"225518",0.0407,0.0576
"225523",-0.0535,-0.0112
"225583",-0.0356,0.0735
"225594",-0.2899,-0.0115
"225600",-0.0503,-0.073
"225608",-0.1153,0.0177
"225631",-0.00706666666666667,-0.0542333333333333
"225638",-0.0173,0.0115
"225642",0.2133,0.1171
"225644",0.0134,-0.0555
"225651",0.0293,0.0911
"225655",-0.000400000000000005,-0.01065
"225659",-0.0523,-0.0209
"225724",0.0801,-0.0567
"225742",0.0113,-0.1396
"225743",0.0266,-0.04665
"225745",-0.0493,-0.0448
"225791",0.0503,0.0902
"225825",-0.1934,-0.0655
"225845",-0.09285,-0.0851
"225849",-0.2643,-0.3376
"225852",-0.2174,-0.1999
"225861",-0.1314,0.0305
"225865",-0.1756,-0.0486
"225870",0.05715,-0.1113
"225872",-0.1775,-0.2676
"225875",-0.0253,6e-04
"225876",-0.0071,-0.02155
"225884",-0.2096,-0.0861
"225887",-0.0857666666666667,-0.0865166666666667
"225888",-0.04352,0.02322
"22589",0.137542857142857,0.193428571428571
"225895",0.0148,-0.0983
"225896",0.2515,0.2435
"225898",0.1924,0.0231
"22590",0.1399,0.1351
"225908",-0.1016,-0.0186
"22591",0.0443,-0.1171
"225912",0.05045,-0.04265
"225913",0.0435,2e-04
"22592",-0.02625,-0.0818
"225922",0.0356,0.1026
"225923",-0.0484,-0.0358
"225929",0.0173,-0.0187
"22594",-0.0682,-0.1241
"22596",0.0298,0.1249
"22598",-0.0332,0.0478
"22599",0.0458,0.05975
"225994",0.0642,0.1338
"225995",-0.04785,-0.08875
"225997",-0.1639,-0.05095
"225998",-0.00283333333333333,-0.00526666666666667
"22601",-0.08085,-0.00945
"226016",0.0278,0.0085
"226025",-0.019075,0.08205
"226026",-0.05195,-0.0324
"226040",-0.0517,0.0141
"226041",-0.0995,-0.3074
"226043",0.0828,0.0853
"226049",-0.0632,-0.169
"226075",-0.1623,-0.0452
"22608",0.01625,-0.0281
"226089",-0.0666,-0.0604
"226090",-0.065,-0.04195
"226098",-6e-04,-0.1066
"226101",-0.0547,-0.0096
"226105",-0.1468,-0.0537
"226115",-0.1516,-0.1375
"22612",0.01315,0.0633
"226122",-0.0295,0.05895
"226123",-0.0635,-0.0506
"226139",-0.0235,0.040825
"226143",0.169,0.0473
"226144",-0.1112,-0.0372
"226151",0.1119,0.10825
"226153",-0.0543,-0.1089
"226154",-0.0407,-0.0854
"226162",-0.0732,-0.0655
"226169",0.0139,-0.0196
"226178",-0.0593,-0.182566666666667
"226180",-0.0655333333333333,0.0485
"226182",-0.1435,-0.1355
"22619",-0.0348,-0.07285
"226243",-0.0667,-0.039
"226245",-0.1046,-0.066
"226250",-0.02785,-0.06545
"226251",0.14315,7e-04
"226252",0.0857739966666667,-0.0538666666666667
"226255",0.0896,0.0239
"22626",0.0488,0.0804
"226265",-0.0929666666666667,0.1196
"22627",-0.007825,0.035425
"22628",0.007175,0.075525
"22629",-0.022,-0.0147
"22630",-0.08888,-0.02908
"22631",0.04462,0.03958
"22632",0.016725,-0.0351
"22634",0.0953,0.12245
"22635",-0.0836,-0.0321
"226351",-0.0028,0.0472
"226352",-0.112766666666667,-0.0989
"226356",-0.1403,-0.1593
"226359",-0.0209,-0.1818
"22637",-0.218333333333333,-0.156866666666667
"22640",-0.013,-0.0234
"226407",0.0769,0.0547
"226409",-0.05155,0.0034
"226412",-0.00785,0.06725
"226413",0.1609,-0.4464
"226414",0.0359,0.0499
"226418",-0.0431,0.021
"226419",-0.2429,-0.3134
"22642",0.0391,0.03955
"226421",0.0321333333333333,-0.032
"226422",0.1375,-0.0366
"22643",0.0941,0.0864
"226432",-0.0719666666666667,-0.00963333333333333
"22644",-0.01625,0.0299
"226442",-0.01995,-0.01215
"22646",0.2027,0.0651
"226470",-0.08115,0.0117
"22648",-0.1005,-0.1702
"226499",-0.00775,0.05
"226517",0.0233,4e-04
"226518",0.1048,0.1609
"226519",0.05695,0.04015
"22652",-0.0472,-0.1761
"226525",-0.01165,-0.09905
"226527",0.0022,-0.0821
"226539",-0.0428,0.052
"22654",-0.0906,-0.0436
"226541",-0.0198,-0.08195
"226548",-0.0177333333333333,-0.0800333333333333
"226551",0.102325,0.12635
"226562",0.262033333333333,0.1783
"226564",-0.0217,-3e-04
"22658",0.1268,-0.0038
"226591",0.02625,0.0907
"226594",-0.1002,-0.02415
"22661",0.08935,0.0282
"226610",0.0516,-0.1384
"226641",-5e-04,-0.0865333333333333
"226646",0.0026,0.0311
"226652",-0.01065,-0.0369
"226654",-0.3341,-0.1848
"22666",0.02975,-0.000599999999999996
"22668",-0.02265,0.035625
"226691",-0.002,-0.057
"22670",-0.08475,-0.06915
"22671",0.0197333333333333,0.0668
"226720",-0.0922,-0.2415
"22673",-0.13465,-0.0816
"226744",0.0165,-0.0575
"226747",0.0149,-0.0094
"226751",0.162566666666667,0.0321666666666667
"226757",-0.00732,0.07146
"226778",0.00856,0.00734
"22678",-0.16265,0.01265
"226781",0.13275,0.06005
"226791",-0.0964,-0.0262
"22680",0.0901666666666667,0.0994
"22682",0.1234,0.06664
"226823",-0.0439666666666667,-0.0298666666666667
"226830",0.0684,0.0712
"226841",0.063,-0.1852
"226844",-0.0054,-0.03985
"226849",-0.10475,-0.16235
"22685",0.0562,0.0106
"226856",0.110625,0.06895
"226861",-0.1063,-0.0525
"226866",0.0725,0.0318
"22687",-0.03655,-0.1364
"22688",0.0359,0.0307
"22689",0.0606,-0.0597
"226896",-0.1539,0.1166
"22690",0.198733333333333,0.1231
"22691",0.0161,0.1207
"226922",0.03295,0.06335
"22693",0.1452,0.0301
"22694",0.0985,0.0795
"22695",0.2598,0.1617
"226957",-0.0454,-0.07
"22696",-0.08445,0.02765
"22697",-0.0704666666666667,-0.0609
"226970",-0.012,-0.0459
"226971",-0.0949,-0.0734
"226976",0.0403,0.0339
"226977",-0.0077,-0.0736
"22698",0.0337,-0.05435
"226982",0.120966666666667,0.0386
"226999",-0.1752,0.0112
"22700",0.1789,0.2499
"22701",0.0044,-0.0138
"22702",-0.0304,-0.0509
"22704",0.22585,0.09415
"227059",-0.01425,0.02415
"22709",0.0078,-0.0801
"227094",-0.0028,-0.0103
"227095",0.02495,0.02625
"227099",-0.1027,0.1466
"22710",-0.1246,-0.12605
"227102",-0.0593,0.0417
"22712",0.0784,0.07705
"227120",-0.00485,0.1172
"22715",-0.1129,-0.1368
"227154",-0.1558,-0.1328
"227157",-0.0279,-0.0635
"22717",-0.105,0.0078
"22718",0.0465,0.1062
"22719",0.0503,-0.0076
"227195",0.112766666666667,0.0641333333333333
"227197",0.0107,0.078
"22720",0.0209,0.1238
"227210",-0.0395,-0.0341
"22722",0.033,0.01615
"227231",-0.0725,0.0922
"22724",0.05905,0.0645
"227290",0.0154,0.0151
"227292",0.0015,-0.057
"227298",0.0155,0.0027
"227325",-0.09105,0.0392
"227327",0.0236,-0.0305
"227331",0.0143,0.0285
"227333",0.158175,0.10775
"227334",0.037,0.0773333333333333
"227377",-0.0489,-0.0276
"227394",0.1296,0.0892
"227399",0.0042,0.0532
"227446",0.00852,0.01366
"227449",0.0677,0.0066
"227485",-0.108,0.0728
"22750",0.1164,0.159
"22751",0.0294,0.0392
"227525",0.0521,0.189
"22754",-0.1542,-0.0843
"227541",0.0625,0.04355
"227545",-0.0454,-0.0188
"22755",-0.0449,-0.08215
"22756",-0.0046,-0.0292
"22757",-0.0477,-0.0598
"22758",0.1295,0.0522
"227580",0.100666666666667,-0.0839333333333333
"22761",-0.05175,0.0583
"227612",-0.2076,-0.0707
"227613",-0.0709,-0.0237
"227615",0.0455,0.0176
"227618",0.0179,-0.0697
"227619",-0.0442,0.033
"22762",0.049,0.0988
"227620",0.0382,0.0103
"227622",-0.1367,-0.0399
"227624",-0.07045,-0.0794
"227627",0.1783,0.0626
"22763",0.162733333333333,0.1168
"227630",-0.2331,-0.1472
"227631",-0.1063,-0.0361
"227632",-0.1453,-0.172466666666667
"227634",0.070675,0.019775
"227638",-0.0206,-0.0367
"22764",0.0646,0.0602
"227644",0.1015,0.0275
"227648",0.00815,-0.0027
"227656",-0.17525,-0.11955
"227659",-0.2986,-0.0878
"22767",-0.263,-0.1243
"227671",0.0268,0.09
"227674",-0.03675,0.00875
"227682",0.0479666666666667,0.0448
"227683",0.0144,-0.0672
"227695",-0.0801,-0.1412
"227696",-0.289,-0.2389
"227697",0.0454,0.1054
"227699",-0.14575,-0.10155
"22770",0.045,-0.0199
"227700",-0.0548,-0.0619
"227707",-0.0449,0.0721
"22771",-0.61915,-0.1671
"227715",-0.0975,-0.0574
"22772",-0.0844,-0.3533
"227720",0.0042,-0.0512
"227721",-0.0514,-0.0913
"227723",0.1495,0.1156
"22773",-0.285,-0.26265
"227731",-0.1027,-0.059
"227733",0.1714,0.0711
"227736",-0.2248,-0.1957
"227737",-0.044,-0.022
"22774",-0.1124,-0.12635
"227743",0.01235,0.0537
"227746",-0.1695,-0.1289
"22775",0.103,0.11065
"227753",-0.09805,-0.0438
"22776",-0.0633,0.0241
"22778",0.1013,0.03745
"22779",-0.1041,-0.06115
"22780",0.0887,0.01275
"227800",0.06015,0.12475
"227801",-0.1003,-0.1135
"22781",-0.0577333333333333,0.167933333333333
"22782",-0.00055,0.0945
"227835",-0.01195,-0.1243
"22784",0.0482,-0.0252
"22785",0.0698,0.0468
"22786",0.0105,0.1047
"227867",-0.0421,-0.0315
"22787",-0.1418,-0.1564
"22788",0.0085,-0.1485
"22789",-0.181,-0.0683
"22791",0.113133333333333,0.0944666666666667
"227923",0.1296,-0.0198
"227929",0.0037,-0.0949333333333333
"22793",-0.0693,-0.0975
"227937",-0.00295,-0.0027
"227960",-0.04745,-0.06395
"228003",0.182,0.2781
"228005",0.1292,0.0705333333333333
"228012",0.08195,0.0049
"228019",0.005,-0.0151
"228026",0.0321,-0.0430666666666667
"228033",0.0402,0.0437
"228061",0.0112,-0.0241
"228071",-0.05335,0.0322
"228136",-0.12905,-0.08835
"228139",0.01415,-0.01735
"228140",0.1087,-0.0139
"228151",0.001,-0.1508
"228355",0.0789,0.0509
"228356",0.0312,0.0849
"228357",0.0178,-0.0765
"228359",-0.02245,-0.0088
"228361",0.0626,0.0399
"228366",0.0651,0.0467
"228368",0.1296,-0.0019
"228410",-0.08155,-0.0502
"228413",0.0571,0.0562
"228421",0.0229,0.1191
"228432",0.071,0.1882
"228482",-0.1314,-0.0473
"228491",0.1634,0.13715
"228536",0.0197,-0.0611
"228543",0.2152,-0.0715
"228545",0.04665,-0.0515
"228550",0.0346,-0.0769
"228564",0.02925,0.0503
"228576",0.14785,-0.00215
"228598",-0.114,-0.166
"228602",-0.07775,-0.01105
"228607",-0.05535,0.01635
"228608",-0.0929,-0.0185
"228662",0.10135,-0.05735
"228677",-0.2753,-0.3011
"228684",-0.06755,-0.01095
"228714",-0.1155,-0.07505
"228715",-0.1194,-0.1069
"228730",-0.0214,0.0361
"228731",-0.1736,-0.2572
"228765",-0.2361,-0.0687
"228769",-0.002025,-0.022375
"228770",0.0644,0.141
"228775",0.16575,0.05625
"228777",-0.0696,-0.0306
"228778",-0.2765,-0.1934
"228785",-0.1029,0.0317
"228788",0.1004,-0.00135
"228790",-0.0445333333333333,-0.0108
"228801",-0.1148,0.1443
"228802",-0.0537,0.099
"228807",-0.147,-0.2522
"228812",-0.0829,-0.0657
"228829",0.086675,0.070025
"228836",-0.0381,-0.1067
"228839",-0.0072,0.03065
"228850",-0.101,-0.12
"228852",0.05375,-0.07475
"228858",0.1018,0.0718
"228869",-0.0327,0.0147
"228875",-0.05755,-0.097
"228876",0.1056,0.0842
"228880",0.106766666666667,0.0309666666666667
"228889",0.1579,0.066
"228911",0.0730666666666667,-0.0259666666666667
"228913",0.1652,-0.0841
"228942",-0.1311,-0.0502
"228960",-0.0467,-0.0287
"228961",0.0532,0.0286
"228966",-0.0865,-0.0575
"228980",-0.03095,0.04955
"228983",0.0558,0.0296
"228993",-0.0343,0.18075
"228994",0.0461666666666667,-0.00996666666666667
"228998",0.1031,-0.0471
"229003",0.2236,-0.11
"229004",-0.1194,-0.1173
"229007",-0.0829,-5e-04
"229011",-0.031,0.1803
"229055",-0.05905,-0.01935
"229096",0.0255,0.0185333333333333
"229211",0.0407,-0.0682
"229214",0.11,0.137
"229227",-0.02025,-0.0033
"229228",0.084,0.0589
"229277",0.1474,0.0764
"229279",0.0863,0.0489
"229285",-0.0672666666666667,0.0299666666666667
"229302",-0.0451,0.095
"229317",-0.10945,-0.0253
"229320",-0.0508,-0.068
"229323",0.0935,0.1492
"229333",0.0566,0.1748
"229357",0.03295,0.05275
"229363",-0.0084,0.0981
"229445",-0.0489,0.0465
"229473",-0.0247,-0.1892
"229474",-0.3492,-0.1337
"229487",-0.0704,-0.0582
"229488",0.1,-0.0264
"229499",-0.01075,-0.0489
"229503",-0.0409,-0.0585
"229504",-0.0334,-0.0057
"229512",-0.1506,-0.0752
"229517",0.0634,-0.03885
"229521",-0.06148,-0.08292
"229524",0.0121,-0.0689
"229534",-0.05185,-0.0335
"229541",-0.0558,-0.0952
"229542",0.0971333333333333,-0.0286333333333333
"229543",-0.09865,-0.0913
"229550",-0.109,0.0213
"229584",-0.072025,-0.052575
"229588",-0.1216,-0.1171
"229589",0.0886,0.2001
"229593",0.03745,0.1322
"229595",-0.2332,-0.0982
"229599",0.2017,0.0817
"229600",-0.0297,-0.0506
"229603",-0.022375,-0.013025
"229613",-0.0673,-0.1753
"229615",-0.06605,-0.12285
"229644",-0.109,-0.0456
"229658",-0.13955,-0.00325
"229663",0.07105,0.0751
"229665",-0.0549,-0.0715
"229672",0.0227,-0.085
"229675",-0.0363333333333333,-0.0139
"229681",0.0209,-0.00156666666666667
"229694",0.0161,-0.0244
"229697",0.023,-0.1832
"229699",-0.0827,-0.1319
"229700",-0.0534,-0.0439
"229706",-0.000433333333333332,-0.0364333333333333
"229707",-0.1043,-0.0966
"229709",0.1088,0.180266666666667
"229714",0.1562,0.0673
"229715",-0.0864,-0.09735
"229722",-0.02335,-0.12335
"229725",0.00130000000000001,-0.011325
"229731",-0.08355,-0.06465
"229759",-0.0652333333333333,0.101066666666667
"229776",0.0838,0.04295
"229780",-0.0033,0.0244
"229782",0.0623,0.097225
"229791",-0.0204,0.0265
"229801",-0.0432,-0.0282
"229841",0.00595,-0.00635
"229877",-0.058,-0.0141
"229900",1.0507,0.03535
"229905",-0.0054,0.0136
"229906",-0.0024,0.1103
"229927",-0.009,-0.2152
"229933",0.0333,0.0761
"229937",0.0854,0.1188
"229949",0.09825,0.0121
"230027",-0.03335,-0.00615
"230073",0.1137,0.0126
"230075",-0.06795,-0.0251
"230082",-0.0706,-0.0140666666666667
"230085",0.0737666666666667,0.0292
"230088",0.1498,0.1908
"230098",-0.046,0.1097
"230099",-0.0544,-0.1201
"230101",-0.0566,-0.0041
"230103",-0.1165,-0.0711
"230119",0.0717,-0.1816
"230125",-0.0709,0.035
"230126",-0.1407,-0.1733
"230143",-0.2122,-0.1286
"230145",-0.0391,0.0995
"230157",-0.0428,0.0744
"230162",-0.2615,-0.2137
"230163",0.0376,-0.0891
"230233",0.2165,0.04385
"230234",-0.0539,-0.0866
"230235",0.0897,-0.0664
"230249",0.0685,0.105525
"230257",0.127133333333333,-0.187866666666667
"230259",0.000666666666666667,-0.00743333333333333
"230279",0.0866,0.0424
"230316",0.0426,0.0997
"230376",0.0421,0.1009
"230379",0.2331,-0.1469
"230393",-0.0454,0.0097
"230459",0.0037,-0.1133
"230484",-0.0062,0.0288333333333333
"230500",0.1495,0.1645
"230514",0.013,0.0272666666666667
"230558",-0.0229,0.0704
"230576",-0.0775,0.1496
"230577",-0.0142,-0.0937
"230579",-0.0761,0.0816
"230582",0.1675,0.1547
"230584",-0.0384,-0.0285
"230587",-0.1878,-0.0283
"230590",-0.061,-0.1546
"230594",-0.0021,0.02
"230596",0.0978,0.0375
"230597",0.0693,0.113
"230598",0.0401,0.0537
"230603",-0.2998,-0.1556
"230612",-0.000899999999999995,0.0534
"230613",0.193,0.0047
"230648",0.0316333333333333,-0.0255333333333333
"230649",-0.0389,-0.049
"230654",0.0782,0.0405
"230657",0.05825,0.079875
"230661",-0.0725,0.0758
"230673",-0.0048,-0.0575
"230674",0.0175,0.0548
"230676",-0.0934,-0.09435
"230678",-0.017,0.047
"230696",-0.0939,-0.2217
"230700",0.01335,0.06225
"230709",-0.1076,-0.1156
"230726",0.0127,0.1635
"230734",0.0251,0.061
"230735",-0.2367,-0.3286
"230737",0.07645,0.09135
"230738",-0.08775,0.05525
"230751",0.2707,0.2384
"230752",-0.075,-0.2439
"230753",0.051,0.0463
"230757",-0.0908,-0.1175
"230761",0.0012,-0.0462
"230766",0.0396,-0.0902
"230767",0.041,0.0331
"230770",-0.0145,-0.1102
"230775",-0.0823,-0.1541
"230777",-0.1458,-0.1584
"230779",0.0268,0.0755
"230784",0.0165,-0.093
"230787",2e-04,0.0304
"230789",0.0369,-0.05125
"230793",0.0706,-0.0106
"230796",3e-04,-0.1004
"230801",0.05215,-0.08115
"230806",-0.0312,-0.0285
"230809",0.0785333333333333,0.104766666666667
"230810",-0.1527,-0.0675
"230815",0.1795,0.1101
"230822",0.023,-0.0639
"230824",0.0614,0.0393
"230828",0.1685,0.1279
"230837",-0.0289,-0.035
"230848",0.05,-0.0084
"230857",-0.04325,-0.05625
"230861",-0.061,0.0238
"230863",-0.0414,-0.0757
"230866",0.0227333333333333,-0.0229333333333333
"230868",-0.0232,0.2287
"230872",-0.214,-0.2134
"230895",0.00595,0.04
"230899",-0.3322,-0.2255
"230903",-0.0648,-0.0878
"230904",0.0381,0.0661
"230908",-0.07248,0.01226
"230917",0.0438,-0.05815
"230935",-0.09925,-0.0694
"230936",-0.1086,-0.0916
"230959",0.0561333333333333,-0.0081
"230971",0.09585,0.1181
"230972",-0.1873,-0.1916
"230979",-0.0145,-0.0241
"230991",-0.06365,0.0807
"230996",0.098,0.0266
"231002",-0.0402,-0.0988
"231003",0.0141,0.00365
"231004",-0.0308,0.1917
"231014",-0.0359,0.2193
"231042",0.10245,-0.0302
"231050",0.0868,-0.0061
"231051",0.10185,0.017425
"231070",0.141,0.0817
"231086",-0.04455,0.0148
"231093",-0.134633333333333,-0.00573333333333333
"231098",0.0922,-0.1005
"231103",-0.0261,0.1151
"231123",0.0348,0.1768
"231125",0.03,-0.0065
"231128",0.1091,0.0805
"231130",0.0086,-0.0495
"231134",-0.00025,0.1467
"231147",0.2158,-0.0078
"231148",-0.0663,-0.1011
"231151",-0.0319,-0.0177
"231162",-0.2352,-0.0373
"231207",-0.054125,0.033975
"231214",-0.0784,-0.149
"231225",0.0029,-0.051
"231238",0.094,0.013
"231252",0.05095,0.02755
"231279",0.0454,0.05015
"231287",0.025,-0.0945
"231293",0.1881,0.1641
"231296",-0.0648,-0.0758
"231326",-9e-04,0.0095
"231327",0.0748,0.09945
"231329",-0.0285,-0.0644
"231380",0.0211,-0.0165
"231382",-0.1569,-0.0652
"231386",-0.0168,0.0421
"231396",-0.0307,0.1213
"231413",-0.0840333333333333,-0.0141666666666667
"231430",-0.0031,0.0354
"231440",0.2069,0.0378
"231452",0.2086,0.29725
"231464",0.0555,0.0167
"231470",0.198,0.3273
"231503",0.1537,-0.0236
"231506",5e-04,-0.0139
"231507",0.6634,-0.211
"231510",-0.0411,-0.0027
"231532",-0.03565,-0.012
"231549",0.0429,-0.0243
"231571",0.1349,0.0804
"231580",-0.00155,0.03055
"231583",-0.03835,-0.00975
"231600",-0.0815,-0.0169666666666667
"231602",-0.0639,-0.0518
"231603",0.0128,-0.1198
"231605",-0.1981,-0.0186
"231630",0.0074,0.0424
"231633",0.0905,-0.0932
"231637",-0.02285,-0.025125
"231642",-0.2625,-0.2734
"231646",-0.1978,-0.0703
"231655",-0.0983,0.1827
"231659",-0.024375,-0.0496
"231668",-0.0092,-0.2059
"231670",0.0105,0.02925
"231672",-0.17075,-0.13145
"231691",-0.0973,-0.0718
"231699",-0.124,0.0419
"231712",-0.0806,-0.109
"231713",-0.033,-0.08945
"231717",-0.1101,-0.1137
"231724",-0.06855,-0.09955
"231727",-0.0674,-0.1427
"231760",0.006,-0.1209
"231769",0.0769,-0.00118333333333333
"231801",-0.0453,-0.0515
"231803",0.1034,-0.0195
"231805",0.1621,0.0894
"231807",-0.006,-0.0567
"231821",-0.1003,-0.1011
"231830",0.0475,0.0039
"231832",0.0485,0.0081
"231834",-0.0782,-0.0277
"231841",0.052125,-0.010875
"231842",-0.0753,-0.0963
"231855",-0.1058,-0.0898
"231858",0.122,0.0842
"231861",-0.0102,-0.07695
"231863",-0.1557,-0.1647
"231866",-0.0652,-0.0094
"231868",-0.116,-0.10795
"231871",0.0766,0.0024
"231872",-0.0329,-0.0963
"231874",-0.0546,-0.1206
"231876",0.0126,-0.0783
"231887",0.2044,0.07045
"231889",-0.00846666666666667,0.0144666666666667
"231912",0.02215,0.04255
"231915",-0.0361,-0.0247
"231931",0.293,-0.1756
"231932",0.05035,0.1645
"231946",-0.0347,0.0643
"231986",-0.0676,0.0541
"231991",0.1153,-0.08025
"231997",-0.0288,0.03185
"231999",-0.01245,-3e-04
"232023",-0.13325,-0.0825
"232035",0.2179,0.1647
"232078",-0.0553,0.039
"232086",-0.1588,0.0815
"232087",-0.131757142857143,-0.1009
"232089",-0.0499,-0.0424
"232146",-0.0497,-0.0133
"232156",0.2267,-0.0053
"232164",-0.0271,-0.0209
"232174",0.0476,0.2137
"232187",-0.0389,-0.07385
"232196",-0.0427,-0.0284
"232201",0.14825,0.0846
"232210",-0.149,-0.1021
"232217",0.02645,-0.0055
"232223",0.0573,0.102566666666667
"232227",0.04155,-0.05685
"232232",-0.05775,-0.0211
"232236",0.1324,0.0768
"232237",0.0495,-0.0163
"232286",0.00365,0.01715
"232288",-0.0245,-0.02375
"232313",-0.0366,0.035
"232314",-0.0047,0.0232
"232333",0.1258,0.1269
"232334",0.0244,-0.0984
"232337",-0.0635,-0.0428
"232339",0.01675,0.08735
"232341",0.0530333333333333,0.0138333333333333
"232345",-0.1219,0.0999
"232370",0.1275,-0.0185
"232400",0.022,-0.0204
"232406",-0.0554,0.1688
"232408",-0.0381,-0.0704
"232409",-0.0267,-0.0384
"232431",0.2032,0.0641
"232440",-0.06025,-0.01965
"232441",-0.0979,-0.062
"232449",0.2079,-0.0609
"232491",-0.0919,0.0241
"232493",-0.185,-0.0658
"232533",0.045,-0.00583333333333334
"232536",0.0678,0.1203
"232539",-0.0528,-0.11
"232560",0.1005,0.0129
"232566",0.00263333333333333,0.077
"232599",0.0441,0.1296
"232664",-0.1216,-0.0118
"232670",-0.26705,-0.073875
"232679",-0.0881,-0.0397
"232680",0.4095,0.07
"232685",-0.1495,-0.3404
"232714",0.2135,0.2725
"232717",-0.2042,-0.0911
"232748",-0.0837,-0.1191
"232784",0.0401,0.0571
"232785",0.1572,0.1872
"232790",0.07345,-0.09455
"232791",0.1137,-0.0341
"232798",0.1157,0.1227
"232807",-0.05385,-0.007
"232811",-0.0821,-0.2037
"232813",-0.0941,-0.1716
"232816",0.1287,0.0052
"232821",-0.1696,0.0069
"232853",0.0109,-0.0627
"232854",-0.1691,-0.2602
"232855",0.17615,0.01915
"232875",0.0851,0.036
"232878",-0.0464,-0.06395
"232879",0.1066,9e-04
"232889",-0.0902,-0.1152
"232906",-0.0491,-0.1097
"232910",-0.1194,-0.0805
"232919",0.1552,0.0932
"232933",-0.0932,-0.016
"232934",0.0083,-0.0047
"232941",0.0118,0.1216
"232943",0.0471,-0.0702
"232944",-0.0622333333333333,-0.0280666666666667
"232946",0.0907,0.0669
"232947",-0.014,-0.01
"232969",0.0386,0.054
"232973",0.0905,-0.1112
"232975",0.182,0.0481
"232976",-0.0856,-0.159366666666667
"232983",-0.1806,0.1172
"232984",-0.0112,-0.2828
"232987",-0.0856,-0.0317
"232989",0.0769,0.0187
"233001",-0.2417,0.0485
"233011",-0.1267,-0.0728
"233016",-0.0907,-0.0807
"233033",-0.035,5.422e-05
"233038",-0.0604,-0.0298
"233040",0.0346,0.0534
"233046",-0.3077,-0.2685
"233056",-0.06525,0.0063
"233057",-0.139,-0.0127
"233058",-0.05435,-0.0087
"233060",0.0308,-0.0359
"233064",-0.2658,-0.1503
"233065",-0.0674,-0.0829
"233066",-0.09315,-0.01365
"233067",0.0741,-0.0666
"233071",-0.1024,-0.1431
"233073",-0.1257,-0.029
"233079",0.15785,0.1301
"233099",-0.0536,-0.0359
"233103",0.0171333333333333,-0.0803333333333333
"233107",0.0065,9.99999999999994e-05
"233115",-0.0874,-0.0342333333333333
"233147",0.0361,0.0827
"233168",0.0061,0.0815
"233186",0.2884,0.095
"233187",0.012,-0.0744
"233189",-0.0763,-0.105
"233199",-0.0594,0.5754
