"","GSE51365_MVH68_WT_vs_Control","GSE51365_MVH68_M_vs_Control"
"14593",-0.01155,0.088675
"14594",-0.1245,0.0047
"14595",0.0765,-0.004
"14598",-0.1981,-0.3389
"14599",0.6632,1.066225
"14600",-0.0573,0.00683333333333332
"14601",-2e-04,0.1688
"14602",-0.0396,-0.0191
"14603",-0.0174,0.2141
"14605",0.0381,0.0708
"14607",-0.0706,-0.0618
"14608",-0.01775,-0.08265
"14609",-0.203416666666667,-0.119483333333333
"14610",-0.0676,0.0208
"14611",0.0123,-0.1884
"14612",-0.0985,-0.0431
"14613",0.0061,-0.0127
"14615",0.06795,0.20425
"14616",0.0166,0.0688
"14617",0.1254,0.1946
"14618",-0.0638,-0.10135
"14619",0.0488,0.0305
"14620",-0.0152,0.0025
"14621",0.0633,4e-04
"14622",-0.055,0.2174
"14623",-0.0102,0.0884
"14625",0.02,0.0033
"14626",0.0265,0.09
"14628",-0.08,-0.0118
"14629",-0.02905,0.0042
"14630",0.0083,-0.0096
"14632",-0.2207,-0.1719
"14633",-0.00345,-0.09925
"14634",0.1532,0.0269333333333333
"14635",-0.0497,-0.2024
"14645",-0.06145,-0.0481
"14651",-0.0771666666666667,-0.0643
"14652",0.1021,-0.0898
"14654",0.03165,-0.0525
"14657",-0.2194,-0.2108
"14658",-0.13855,0.02525
"14659",-0.0593,0.0578
"14660",0.1108,0.0376
"14661",0.06765,0.0729
"14663",0.1117,0.0113
"14664",-0.08555,-0.00835
"14667",-0.058,-0.0321
"14670",0.0746,0.02535
"14672",0.00645,-0.093
"14673",0.0299,0.1911
"14674",0.0820857142857143,0.0702857142857143
"14675",0.0996666666666667,0.0156666666666667
"14676",-0.0619,-0.1966
"14677",0.1317,0.0964666666666667
"14678",-0.034,-0.05465
"14679",-0.07125,-0.02935
"14680",-0.09545,0.1134
"14681",-0.0312,-0.0984666666666667
"14682",0.0645,0.0129285714285714
"14683",0.0163,0.0672
"14685",-0.1152,-0.0727
"14686",-0.0588,-0.2502
"14687",0.0735,-0.01065
"14688",0.0937,0.02425
"14693",-0.1385,-0.0894
"14694",-0.0291,-0.027
"14695",-0.2916,-0.2074
"14696",-0.0482666666666667,0.000166666666666662
"14697",0.00643333333333334,0.0540333333333333
"14699",0.0029,0.00913333333333334
"14700",0.0898,0.059
"14701",-0.10155,0.0034
"14702",0.07035,0.0774
"14704",0.1381,0.0893
"14705",0.02745,-0.0073
"14706",-0.0530333333333333,-0.0433
"14708",-0.1362,-0.0615
"14709",-0.0116,-0.067
"14710",0.0609,0.1396
"14711",-0.0215,0.0493
"14712",-0.1137,0.0213
"14715",-0.0449666666666667,-0.0627666666666667
"14718",-0.076,0.0208
"14719",-0.02105,-0.0608
"14723",-0.0316,-0.0069
"14724",-0.2698,-0.2183
"14725",-0.1484,-0.1045
"14726",-0.1727,-0.1135
"14729",-0.1247,0.1777
"14731",0.03545,0.08655
"14732",-0.08895,-0.15355
"14733",-0.039,-0.0782
"14734",-0.0084,0.1345
"14735",0.0871,0.0135
"14738",0.12905,0.1172
"14739",-0.0635,0.00545
"14744",-0.0301,0.0329
"14745",0.0672333333333333,-0.0182666666666667
"14747",0.0295,-0.04235
"14748",-0.0911,-0.0797
"14751",-0.0882333333333333,-0.0892333333333333
"14755",-0.0497166666666667,-0.0407
"14756",-0.1028,-0.0614
"14758",-0.01405,0.0589
"14760",-0.00674999999999999,0.0164
"14761",-0.12685,-0.05635
"14762",-0.0441,-0.1836
"14763",0.0692,0.0654
"14764",-0.1754,-0.1322
"14765",-0.1638,-0.01485
"14766",-0.0356,-0.07
"14767",-0.018,-0.0222
"14768",0.0694,0.05495
"14772",0.02005,0.032
"14773",-0.1484,-0.0824
"14775",-0.137,-0.1829
"14778",-0.0365,0.0838
"14780",-0.0544,0.046
"14782",0.15755,0.18725
"14783",-0.100066666666667,0.0209
"14784",0.02235,0.0093
"14786",-0.0319,-0.0158
"14787",0.1025,-0.011
"14788",-0.1233,-0.1881
"14789",-0.0229,-0.2359
"14790",-0.04525,-0.0098
"14791",-0.0494,0.017
"14792",0.0163,0.0614
"14793",-0.2671,-0.0952
"14794",-0.1602,-0.04655
"14797",0.0467,0.0899
"14799",0.03285,-0.00445
"14800",0.007525,0.1053
"14802",0.0156,0.109166666666667
"14803",0.2406,0.2588
"14804",0.025,0.021975
"14805",-0.0079,0.2011
"14806",0.0621333333333333,0.0430333333333333
"14807",0.01045,-0.01835
"14809",0.0336,-0.0576
"14810",-0.031,-0.11225
"14811",-0.0762333333333333,-0.0545666666666667
"14812",-0.0773666666666667,-0.1044
"14813",0.2255,0.3294
"14814",-0.1016,-0.3006
"14815",0.0614,0.00778
"14816",-0.2752,-0.2011
"14823",-0.1194,-0.0362
"14824",0.08055,0.0148
"14825",-0.2015,-0.116666666666667
"14827",-0.07805,0.0852
"14828",-0.0842,0.0594
"14829",-0.0353,-0.0598
"14836",-0.0182,-0.0415
"14840",0.0965,0.1588
"14841",0.0906,-0.0055
"14842",-0.1465,-0.2003
"14843",-0.0574,0.0212
"14852",0.078025,-0.0153
"14853",0.0721,0.07405
"14854",-0.07,-0.0132
"14859",0.0751,0.0419
"14860",0.0637,0.0811
"14862",0.085,0.0991666666666667
"14863",0.1581,0.0783
"14864",-0.1488,-0.06665
"14865",0.0877,0.0511
"14866",0.0232,-0.0748
"14867",-0.0895,0.1041
"14871",-0.0286,0.0836
"14872",-0.1023,-0.0546
"14873",-0.08145,-0.04005
"14874",-0.0645,-0.0856
"14884",-0.0222,0.01
"14885",-0.1658,-0.1559
"14886",-0.0133,0.0089
"14894",-0.09055,0.0057
"14897",-0.0223428571428571,-0.0204142857142857
"14904",-0.0324,-0.023
"14910",-0.0844,0.0398
"14911",-0.0475,0.0255
"14912",0.0638,0.1137
"14913",-0.3351,-0.3796
"14915",-0.3769,-0.1228
"14916",-0.1174,-0.2134
"14917",0.0766,-0.0958
"14919",-0.0971,0.0563
"14923",0.033,-0.0134
"14924",-0.02746,-0.03118
"14933",-0.0541666666666667,-0.0401666666666667
"14934",-0.13155,-0.05585
"14936",-0.1483,0.00255
"14938",0.8931,0.0214
"14939",0.8206,0.0721
"14940",-0.162,-0.1989
"14941",-0.04705,-0.05035
"14942",0.0103,0.0234
"14943",-0.0012,0.0302
"14944",-0.1564,-0.0498
"14945",0.2141,0.1108
"14950",-0.0131833333333333,-0.00823333333333334
"14955",0.0478,-0.039
"14958",-0.06165,0.00335
"14960",1.3207,0.100225
"14961",0.908233333333333,0.1121
"14962",-0.084,-0.2027
"14963",0.0226,-0.2135
"14969",1.2198,0.0891
"14972",0.8377,-0.0881
"14976",-0.0656,-0.007
"14977",0.0308,0.0153
"14979",-0.1181,-0.1108
"14991",0.1405,-0.1771
"14997",0.1409,0.1271
"14998",-0.0085,-0.22015
"14999",0.0511,0.011
"15000",-0.102666666666667,-0.138866666666667
"15001",0.2181,0.1151
"15002",-0.0405,-0.0522
"15007",0.0631,0.0951
"15016",0.2242,0.0706
"15042",0.2093,0.2051
"15043",-0.1048,-0.1295
"15061",0.0347,0.0597
"15064",-0.07415,-0.07345
"15081",0.04545,0.0544
"15107",0.00863333333333333,-0.0602
"15108",-0.0319,-0.06445
"15109",-0.0023,0.1006
"15110",-0.211,0.0322
"15111",-0.0773333333333333,-0.0421
"15112",-0.0136,0.1216
"15114",-0.0151,0.0987
"15115",-0.0458,-0.0219
"15116",-0.1314,0.1512
"15117",0.09835,0.11575
"15118",0.0048,-0.0295
"15126",0.0025,-0.0124
"15132",-0.100866666666667,-0.0929666666666667
"15135",0.00616666666666666,-0.000133333333333333
"15139",-0.1412,-0.1544
"15159",0.04485,0.0799
"15160",-0.0572,-0.1028
"15161",-0.0251,0.0682666666666667
"15162",-0.0473,-0.4934
"15163",0.0945,0.2655
"15165",0.1479,0.0645
"15166",-0.1373,-0.1531
"15168",0.1807,-0.0404
"15170",0.02845,-0.02705
"15171",0.0304,0.2595
"15182",0.0701,0.112
"15183",-0.0282,-0.0796
"15184",-0.1275,-0.2229
"15185",0.0367,-0.0349
"15186",-0.0703,-0.0355
"15191",-0.02815,-0.05695
"15192",0.0362,0.0815
"15193",-0.0245666666666667,-0.0201
"15194",-0.0587,-0.0285
"15199",-0.0536,-0.0934
"15200",-0.0571,0.0375
"15201",0.0964,-0.1241
"15203",0.0553,0.228
"15204",0.0593333333333333,-0.0355666666666667
"15205",0.0391,-0.0484
"15206",-0.0813,0.0133
"15207",-0.1355,-0.0253
"15208",-0.0877,-0.03955
"15209",-0.078,-0.1688
"15211",-0.0657,-0.1244
"15212",-0.0456,-0.0737
"15213",0.1566,0.0439
"15214",-0.0793,-0.0431
"15216",0.1771,-0.01065
"15218",0.13035,0.03365
"15220",0.03235,-0.09465
"15221",0.0178,-0.0572
"15223",-0.0288,-0.1728
"15227",-0.0399,-0.05545
"15228",-0.0246,-0.0143
"15229",0.0783,-0.0248
"15233",0.0521,-0.0447
"15234",0.0403666666666667,0.0857666666666667
"15235",0.0474,0.0297
"15239",0.0485,0.0434
"15242",0.0304,-0.0333
"15245",-0.016425,0.0014
"15247",-0.000150000000000001,0.06695
"15248",-0.0017,-0.0171
"15251",0.0489,0.138
"15254",-0.0363,-0.03175
"15257",0.0692333333333333,0.1216
"15258",0.04476,0.07372
"15259",-0.0528,-0.00645
"15260",0.03975,0.04705
"15270",-0.1396,-0.1338
"15273",0.02235,-0.0032
"15275",0.03045,0.0225
"15277",0.2472,0.2201
"15278",0.0993,0.054
"15284",-0.0422,0.033
"15288",-0.0228,0.0112
"15312",-0.0217,-0.0357
"15353",-0.0276,0.1192
"15356",-0.0316,-0.0678
"15357",-0.0918,-0.0182
"15360",-0.1269,-0.12665
"15364",0.102233333333333,0.0603333333333333
"15365",0.1977,-0.0209
"15366",-0.09495,0.01505
"15368",-0.0051,0.0534
"15369",-0.0129,-0.0012
"15370",-0.5762,-0.5461
"15371",-0.1701,-0.1542
"15372",0.1172,0.2335
"15373",0.0092,0.0044
"15374",-0.0307,-0.0298
"15375",0.1491,0.0523
"15376",0.0818,0.0169
"15377",-0.2346,-0.2804
"15378",-0.0817,-0.113225
"15379",-0.1688,0.165
"15381",-0.00836666666666667,-0.0264666666666667
"15382",-0.0436666666666667,-0.0394666666666667
"15384",0.00466,0.02266
"15387",-0.0482666666666667,-0.0161333333333333
"15388",-0.0201,-0.0931
"15394",0.0213,0.1024
"15395",0.0159,-0.0223
"15396",0.0056,-0.1244
"15397",0.0926,0.0561
"15398",0.2177,0.1296
"15399",-0.1009,0.081
"15400",-0.0114,0.11885
"15401",-0.000699999999999999,-0.02415
"15402",-0.1177,-0.0736
"15404",-0.0856,0.0021
"15405",-0.03305,-0.01425
"15407",-0.1098,0.0169
"15408",-0.1712,-0.0598
"15410",0.0407,0.05935
"15412",0.16805,0.08625
"15413",-0.0185,0.0658
"15414",-0.0671,0.0357
"15415",-0.0434,-0.1113
"15416",-0.0387,-0.1283
"15417",0.0668,-0.0018
"15422",-0.0729,-0.0054
"15423",0.1476,0.2452
"15424",-0.0175666666666667,-0.0638
"15425",0.0221666666666667,0.0201
"15426",0.0996,0.075
"15427",0.0341,0.0192
"15429",-0.0599,0.0623
"15430",0.0832,0.0958
"15431",0.0491,0.0284
"15432",0.021,-0.0206
"15433",-0.1326,-0.1049
"15434",-0.1059,-0.0501
"15436",-0.1255,-0.1323
"15437",0.0111,0.10875
"15438",0.048,0.0392
"15439",-0.0779,0.1944
"15441",-0.0046,-0.0045
"15442",-0.1898,-0.0909
"15444",0.0064,-0.0533
"15445",-0.0753,-0.0901
"15446",0.0923,0.0397
"15450",-0.2417,0.1897
"15451",-0.1452,-0.0659
"15452",0.1104,0.1393
"15458",0.207,0.0893
"15460",0.13795,0.0835
"15461",-0.11045,-0.12
"15463",-0.07146,0.01082
"15464",-0.203,-0.0745
"15465",0.02415,0.1159
"15466",6e-04,0.0381
"15467",0.0901333333333333,0.0495333333333333
"15468",-0.0603,0.0309
"15469",-0.0393,0.0122
"15473",-0.0624,0.0344
"15476",-0.1232,-0.0289
"15478",-0.1077,-0.1929
"15482",0.0838,-0.077
"15483",-0.1247,-0.0146
"15484",-0.0176,-0.1027
"15485",-0.047,-0.0716
"15486",-0.3409,-0.0902
"15487",-0.0282,0.0108
"15488",-0.10985,-0.0698
"15490",0.0126333333333333,0.0016
"15492",-0.0489,-0.1356
"15493",-0.0686,0.0094
"15494",-0.3023,-0.0124
"15496",0.1362,-0.0538
"15499",-0.0626,-0.0633
"15500",-0.0556,-0.1255
"15502",-0.0568,0.0213333333333333
"15504",-0.0044,0.0347
"15505",-0.10415,-0.0214
"15507",-0.20195,-0.0724
"15510",0.0427,0.0618
"15511",-0.203266666666667,-0.0506333333333333
"15512",0.0177,0.0062
"15516",-0.1018,-0.0385
"15519",0.03602,0.06856
"15525",-0.0251666666666667,-0.0169333333333333
"15526",0.1255,0.171666666666667
"15528",-0.07675,-0.0288
"15529",0.0485333333333333,0.0995666666666667
"15530",-0.19995,-0.09085
"15531",0.074275,-0.0075
"15547",-0.0182833333333333,-0.0274666666666667
"15550",-0.15615,-0.2061
"15551",-0.20815,-0.03545
"15552",0.0252,-0.0509
"15557",0.22815,0.1939
"15559",-0.0266,0.2756
"15560",-0.0136,0.1171
"15561",0.0227,-0.0762
"15562",0.08945,-0.2388
"15563",-0.05855,-0.013
"15564",0.2205,-0.0856
"15565",0.0446,-0.0321
"15566",-0.000399999999999998,0.14045
"15567",0.0676,0.0625
"15568",0.0388,0.0145
"15569",0.0491333333333333,0.106566666666667
"15571",0.0885666666666667,-0.0242666666666667
"15572",0.0820666666666667,0.112266666666667
"15574",-0.10125,-0.04205
"15586",0.0394,0.1083
"15587",0.0134,-0.0035
"15874",0.0412666666666667,-0.0738333333333333
"15891",-0.12505,-0.0609
"15893",0.09815,0.12445
"15894",0.7385,-0.0498
"15896",0.2268,-0.0427
"15898",-0.2295,-0.296
"15900",0.18865,0.01295
"15901",0.1079,-0.0126
"15902",-0.137666666666667,0.021
"15903",-0.1253,-0.1295
"15904",-0.00245,0.03265
"15925",-0.23276,-0.51672
"15926",-0.0528,0.0042
"15929",-0.0434,-0.023126125
"15930",0.1334,0.0368
"15931",0.0672,-0.008525
"15932",-0.0571,0.00155
"15936",-0.3126,-0.3925
"15937",-0.0052,-0.0879
"15939",-0.0514666666666667,-0.1048
"15944",0.854,-0.0308
"15945",1.0231,0.1813
"15950",0.229233333333333,0.100833333333333
"15951",0.3436,-0.295
"15953",1.7103,0.0629
"15957",0.6648,-0.0401
"15958",0.1466,0.044
"15967",0.0581,0.0886
"15969",0.226,0.1721
"15972",-0.0425,-0.1612
"15975",-0.0544,-0.0991
"15976",0.0422333333333333,0.0229666666666667
"15977",-0.1324,0.0868
"15978",-0.1029,0.1026
"15979",-0.0282,0.0377
"15980",-0.00055,0.0058
"15982",0.003,0.0842
"15983",-0.0108,-0.1991
"15985",-0.0773,-0.1342
"16000",-0.002025,-0.063225
"16001",0.07325,0.076225
"16002",0.06525,0.0687
"16004",0.03595,0.006
"16005",-0.1173,-0.0462
"16006",0.1258,0.0739
"16007",-0.420333333333333,-0.4052
"16008",-0.0625,0.0239
"16009",0.11305,0.0346
"16010",-0.01085,-0.04985
"16011",0.18275,0.0973
"16012",-0.0649,-0.1451
"16019",0.1399,0.0632
"16068",-0.1863,-0.0301
"16069",0.1036,-0.0585
"16136",-0.0355,-0.083
"16145",1.4797,-0.0741
"16147",-0.0971,-0.2081
"16149",0.5171,0.0461
"16150",-0.0572666666666667,-0.0901
"16151",-0.0182,0.013825
"16153",-0.1036,-0.1328
"16154",0.033,-0.05665
"16155",0.1679,0.0018
"16156",-0.1138,0.1772
"16159",-0.0856,-0.1348
"16160",-0.0427,-0.0399
"16161",-0.0041,-0.0018
"16162",-0.0273,0.1138
"16163",-0.0378,0.0649
"16164",0.080175,0.01425
"16165",-0.1306,-0.0577
"16168",-0.013,-0.1337
"16169",0.05,0.09805
"16170",0.101133333333333,-0.0578
"16171",-0.0065,0.1922
"16172",-0.00955,-0.0329
"16173",-0.1759,-0.1035
"16174",-0.08585,-0.0579
"16175",0.1309,0.0746
"16176",-0.1479,-0.0042
"16177",-0.1275,-0.0945
"16178",0.0082,0.0734
"16179",0.116466666666667,0.0316333333333333
"16180",0.000799999999999999,0.0451
"16181",-0.0739666666666667,-0.0650333333333333
"16182",0.0895,-0.0942
"16183",-0.0736,-0.0325
"16184",-0.08225,0.02095
"16185",-0.0643333333333333,-0.0215
"16186",0.49755,-0.17725
"16187",-0.0163,0.0705
"16188",-0.1442,0.0344
"16189",-0.0381,-0.0088
"16190",-0.136533333333333,-0.131233333333333
"16191",-0.117,-0.0373
"16192",-0.0828,-0.0442
"16193",-0.1174,-0.1326
"16194",0.1464,0.0444
"16195",-0.105166666666667,-0.100133333333333
"16196",0.021,0.10595
"16197",0.09345,-0.17715
"16198",0.0507,0.0082
"16199",-0.0296,-0.1372
"16201",0.1582,0.0769666666666667
"16202",-0.0661,-0.0611
"16204",-0.092,-0.1825
"16205",-0.1708,-0.0628
"16206",0.04055,0.1083
"16210",0.0226333333333333,0.114133333333333
"16211",0.014575,0.0185
"16319",-0.110233333333333,-0.116533333333333
"16322",0.0654,0.0399
"16323",-0.0787,0.0172
"16324",0.11665,0.0383
"16325",0.002,-0.0983
"16326",0.0943,0.278
"16328",-0.0959,0.0533
"16329",-0.0816,-0.0061
"16330",-0.0438,-0.0628
"16331",-0.16155,-0.0983
"16332",-0.0353,-0.0584
"16333",-0.1488,-0.0391
"16334",0.102,0.0385
"16337",0.0570333333333333,0.0103
"16341",0.0132333333333333,0.0213333333333333
"16348",-0.02,0.0242
"16351",0.0086,-0.073
"16362",0.4492,0.0165
"16363",-0.0159,-0.118
"16364",-0.037,-0.00605
"16365",-0.0576,-0.0685
"16367",0.002,-0.0676
"16369",-0.0768,-0.0766
"16370",-0.2485,-0.0746
"16371",-0.3106,-0.0769
"16372",-0.2592,-0.1938
"16373",-0.4283,-0.235
"16391",0.1401,-0.1381
"16392",-0.38585,-0.01035
"16398",-0.13355,-0.0437
"16399",-0.1374,-0.0283
"16400",-0.1974,-0.0671333333333333
"16401",0.0231,0.0998666666666667
"16402",0.0709666666666667,0.0126
"16403",0.1123,0.01215
"16404",0.0749,0.0041
"16407",-0.0227,-0.03865
"16408",0.12405,0.1053
"16409",0.1055,0.1855
"16410",-0.0278666666666667,-0.0547
"16411",-0.0022,0.0678
"16412",0.01728,0.06048
"16413",-0.0168,0.0274
"16414",0.1959,0.1077
"16415",-0.1466,0.0046
"16416",-0.01,-0.0131
"16418",0.0315,-0.0073
"16419",-0.123825,-0.1784
"16420",0.0752,0.0924
"16421",0.03,0.1111
"16423",0.0523,0.1242
"16424",0.0671,0.0564
"16425",-0.0369,-0.1423
"16426",-0.0853,0.0345
"16427",0.0023,-0.0372
"16428",0.0533333333333333,0.0644333333333333
"16429",0.0173,-0.0103
"16430",0.077475,0.0079
"16431",0.0725,0.09215
"16432",-0.00535,0.0531
"16433",0.0974,0.0175
"16434",-0.0326,-0.0571
"16438",0.0049,-0.0365
"16439",-0.018875,-0.045575
"16440",0.1666,-0.0551
"16443",-0.0667714285714286,-0.0372285714285714
"16447",0.05945,0.05935
"16449",0.053,-0.0256333333333333
"16450",-0.1878,-0.0937
"16451",0.0819,0.0541
"16452",-0.0238,-0.0448
"16453",-0.2584,-0.221
"16456",-0.006,-0.0502
"16467",0.0968,0.1335
"16468",0.115033333333333,0.130966666666667
"16469",0.0056,-0.00895
"16475",-0.1574,0.0808
"16476",-0.2297,-0.1587
"16477",-0.4156,-0.3801
"16478",0.1075,0.0846
"16480",-0.1138,-0.0814
"16483",-0.0093,-0.0284
"16485",0.006975,-0.052775
"16490",-0.0733,0.0463666666666667
"16491",0.1079,0.1377
"16492",-0.0937,-0.0894
"16493",-0.1586,-0.086
"16494",0.0929,0.13405
"16495",-0.141,0.0258
"16497",0.03685,0.18715
"16498",0.14865,0.0251
"16499",-0.0576,-0.03795
"16500",0.0532,0.0137
"16502",0.0317333333333333,0.0399
"16504",-0.106833333333333,-0.0138666666666667
"16506",-0.0123,0.00766666666666667
"16508",0.142366666666667,0.127766666666667
"16509",-0.04165,0.0345
"16510",-0.01975,0.00385
"16511",-0.0062,-0.0937
"16512",-0.02315,-0.0683
"16513",-0.0137,0.0231
"16514",-0.06805,0.0503
"16515",0.1881,0.2206
"16516",0.0744333333333333,0.0288333333333333
"16517",0.0964,0.0936
"16518",-0.0679,0.0017
"16519",0.0848,0.1186
"16520",0.03,0.0697
"16521",-0.0352,-0.09845
"16522",-0.06894,-0.10786
"16523",0.2251,0.092
"16524",0.1211,0.0346
"16525",-0.0673,-0.0366
"16526",0.0063,0.0391
"16527",0.0374,0.0314
"16528",0.1203,-0.1427
"16529",0.0261,-0.00155
"16530",-0.143,-0.0878
"16531",0.0092,-0.0881
"16532",-0.0544,0.0019
"16533",-0.1136,-0.0568
"16534",-0.18155,-0.19815
"16535",-0.0978,0.0076
"16536",-0.0359,-0.0588142857142857
"16538",-0.2122,-0.283
"16539",-0.0471,-0.13765
"16541",-0.186,-0.2259
"16542",0.0873,0.029
"16543",-0.0179,0.113
"16545",0.0531,-0.0381
"16548",0.0562,-0.05
"16549",0.08,0.0366
"16551",-0.110366666666667,-0.155433333333333
"16552",0.0659,0.0111
"16553",0.0757,0.10375
"16554",-0.0052,0.00575
"16558",-0.03495,-0.01755
"16559",-0.139266666666667,-0.195333333333333
"16560",0.18135,0.0881
"16561",0.0772142857142857,0.104571428571429
"16562",0.07825,0.005075
"16563",0.1314,0.128675
"16564",0.0469,0.0610666666666667
"16565",-0.0113,0.01495
"16568",0.051,0.104325
"16569",-0.034875,0.078125
"16570",0.0049,-0.1014
"16571",-0.1843,-0.054
"16572",0.14885,0.21275
"16573",0.1034,0.16942
"16574",0.05255,0.032925
"16576",-0.2228,-0.1722
"16578",-0.1702,-0.2267
"16579",0.0247,-0.04775
"16581",0.05785,-0.017
"16582",-0.1196,-0.0672
"16588",-0.0189,0.0383
"16589",-0.0097,0.0473
"16590",0.0619,-0.018
"16591",-0.0756,0.095
"16592",-0.095,0.0226
"16593",-0.0353666666666667,-0.0238
"16594",0.0965,0.1914
"16596",-0.2602,-0.0609
"16597",0.0559666666666667,0.0197
"16598",-0.1781,-0.2149
"16599",0.03955,-0.022025
"16600",-0.15865,-0.12655
"16601",0.03885,-0.0696666666666667
"16604",-0.1089,-0.177
"16612",0.0596333333333333,-0.0273333333333333
"16613",0.1477,0.0612
"16615",0.0292,0.0754
"16616",-0.0138,-0.0817
"16617",-0.0107,0.0609
"16619",0.1101,0.1561
"16621",-0.01245,-0.01825
"16622",0.0295,0.0141
"16623",-0.1585,-0.187
"16624",0.0675,0.0662
"16625",0.0067,-0.1177
"16633",-0.2405,-0.2817
"16636",0.1929,0.0837
"16638",-0.0922,-0.0945
"16641",-0.0441,0.0677
"16643",-0.0248,-0.0539
"16646",-0.03256693,-0.0558
"16647",0.053,0.0685
"16648",0.0129,0.0456333333333333
"16649",-0.0415,-0.0116
"16650",-0.09465,-0.1133
"16651",0.10005,0.08305
"16653",0.076,0.0631
"16656",-0.0474333333333333,-0.0481666666666667
"16658",-0.032,0.02395
"16660",0.0733,-0.0634
"16661",0.0635,0.0796
"16663",0.05245,0.12215
"16664",-0.15275,-0.091
"16665",-0.0919,0.0701
"16666",-0.2069,-0.1575
"16667",-0.046,-0.0497
"16668",0.0468,0.241
"16669",-0.1119,-0.1612
"16670",-0.0784,0.063
"16671",0.0376,-0.1211
"16672",-0.0643,-0.1237
"16673",-0.0366,0.0167
"16675",0.1205,0.1082
"16678",0.1277,0.074
"16679",0.0659,-0.1352
"16680",0.2431,0.0575
"16681",-0.0454,-0.0679
"16682",-0.173,-0.055
"16687",0.03995,-0.1122
"16688",-0.0371,0.046
"16691",-0.218866666666667,-0.0426666666666667
"16693",-0.0319,-0.137
"16694",-0.27105,-0.09145
"16699",-0.1521,0.0661
"16700",0.0795,-0.0421
"16701",-0.0543,-0.0365
"16703",0.1813,0.005
"16704",0.0216,0.0577
"16706",-0.0353,-0.04495
"16709",-0.086,0.006
"16716",0.0882,0.0211
"16728",0.0872,0.00845
"16763",0.0185,-0.0131
"16764",-0.0252,0.00185
"16765",-0.0492,0.058
"16768",-0.1129,-0.0788
"16770",-0.2275,-0.1451
"16772",0.1662,-0.0155
"16773",0.0093,-0.0265
"16774",-0.0196,-0.2423
"16775",-0.01815,-0.0598
"16776",-0.0871666666666667,-0.0849333333333333
"16777",0.0331,0.0395333333333333
"16779",-0.0567,-0.1332
"16780",0.149,0.2279
"16782",-0.03205,-0.00575
"16783",-0.0031,0.0058
"16784",-0.0082,0.061075
"16785",0.1773,0.0364
"16790",-0.109,-0.1075
"16792",0.029125,-0.0524
"16795",-0.0912,-0.101
"16796",-0.0355,0.0587285714285714
"16797",-0.0619,-0.1646
"16798",0.0189,0.0116
"16800",0.0124666666666667,-0.0214
"16801",0.1529,-0.0387
"16803",-0.17295,-0.1463
"16814",0.0345,0.04155
"16815",-0.0433,-0.1212
"16816",-0.0354,-0.0443
"16818",-0.00480000000000001,-0.10115
"16819",0.2871,0.3289
"16820",-0.0759,0.0408
"16821",0.056,0.1042
"16822",0.03605,-0.0374
"16825",-0.0642,-0.0487
"16826",0.0390333333333333,-0.0197333333333333
"16832",-0.1034,-0.0597
"16833",0.01685,-0.0543
"16834",-0.0545,-0.0557
"16835",-0.0226,0.0325
"16840",-0.1143,0.1544
"16841",0.0763,0.0893
"16842",0.0151,0.0105
"16846",0.1011,0.0073
"16847",-0.024625,0.0148
"16848",-0.01545,-0.0748
"16852",0.01185,-0.02895
"16854",0.2157,0.0685
"16858",-0.1045,-6e-04
"16859",0.0438,0.006
"16865",-0.00953333333333334,-0.0283333333333333
"16866",0.1774,-0.0928
"16867",-0.0399,-0.1649
"16869",-0.19475,-0.15125
"16870",0.0593,-0.0048
"16871",0.06345,0.02345
"16872",0.0566,-0.08
"16873",0.0108,0.1368
"16874",0.18695,0.2031
"16875",-0.4517,0.3531
"16876",-0.132266666666667,-0.0559333333333333
"16878",-0.0673,-0.17035
"16880",0.00140000000000001,-0.00853333333333334
"16881",-0.1258,-0.0626
"16882",0.0172,0.001375
"16885",0.002,0.0597
"16886",-0.11185,-0.04885
"16889",-0.0543666666666667,-0.0348
"16890",-0.00655,-0.0556
"16891",0.0687666666666667,-0.0102333333333333
"16897",-0.0274,-0.0848
"16904",0.1028,0.0318
"16905",-0.10164,-0.11322
"16906",-0.13215,-0.0847
"16907",-0.0815,-0.138140215
"16909",0.0528,0.001
"16911",0.0254,-0.0411
"16912",1.0421,0.0057
"16913",0.42635,0.15125
"16917",0.0064,-0.02165
"16918",-0.0024,0.0178333333333333
"16922",0.0124,0.0784
"16923",-0.10395,-0.11085
"16924",-0.0134,0.0228
"16939",-0.06405,-0.1233
"16948",-0.0933,-0.0908666666666667
"16949",-0.0815,-0.08025
"16950",-0.0278,0.0125
"16952",0.0858,0.0631
"16956",-0.07915,0.028
"16963",-0.1118,-0.0325
"16969",0.1285,0.0623
"16970",0.3142,0.1353
"16971",-0.1165,-0.1617
"16973",0.2304,0.1697
"16974",0.0272,0.06045
"16975",-0.0199,0.0527666666666667
"16976",-0.12995,-0.075275
"16977",-0.2512,-0.0943
"16978",-0.0226333333333333,-0.0150333333333333
"16979",-0.1906,-0.0189
"16980",-0.242,-0.1746
"16981",-0.0292,0.0012
"16985",0.1307,0.0808
"16987",0.0824,0.0319
"16988",0.0661,-0.0732
"16992",0.2639,0.1833
"16993",-0.0446,0.0374
"16994",0.319,0.2531
"16995",-0.2192,-0.1502
"16997",-0.082,-0.1481
"16998",-0.082325,-0.0545
"17000",-0.0573,-0.0596
"17001",-0.2434,-0.015
