"","GSE51365_MVH68_WT_vs_Control","GSE51365_MVH68_M_vs_Control"
"225372",-0.5913,-0.0405
"225392",0.3734,-0.662
"225432",1.5171,0.4902
"225443",-0.2973,-0.3434
"225467",0.7259,-0.127
"225497",0.777,-0.5777
"225518",0.4032,0.5702
"225523",-0.8069,-0.1683
"225583",-0.26205,0.5203
"225594",-3.0773,-0.1217
"225600",-0.6899,-1.0011
"225608",-0.6832,0.1051
"225631",0.128966666666667,-0.4402
"225638",-0.1263,0.0842
"225642",1.5606,0.8566
"225644",0.1316,-0.5457
"225651",0.6811,2.1173
"225655",-0.09355,-0.20355
"225659",-0.91355,-0.65545
"225724",0.8073,-0.5713
"225742",0.1068,-1.3232
"225743",0.1732,-0.4197
"225745",-0.5766,-0.5243
"225791",0.6644,1.1919
"225825",-1.4704,-0.4977
"225845",-1.54655,-1.39265
"225849",-2.886,-3.6867
"225852",-2.4973,-2.2962
"225861",-0.8116,0.1884
"225865",-1.4243,-0.3942
"225870",0.6329,-1.3654
"225872",-1.4235,-2.1464
"225875",-0.1852,0.0046
"225876",-0.03475,-0.254425
"225884",-0.6584,-0.2706
"225887",-0.882833333333333,-0.8915
"225888",-0.02532,0.71652
"22589",0.473142857142857,1.05117142857143
"225895",0.1085,-0.7223
"225896",3.543,3.4297
"225898",1.0936,0.1312
"22590",1.6126,1.5569
"225908",-0.4557,-0.0833
"22591",0.5237,-1.3855
"225912",0.76305,-0.6783
"225913",0.5284,0.0028
"22592",-0.42815,-1.47825
"225922",0.3214,0.9268
"225923",-0.645,-0.4768
"225929",0.1244,-0.1342
"22594",-0.7304,-1.3301
"22596",0.3777,1.5846
"22598",-0.3942,0.5673
"22599",0.26965,0.2652
"225994",0.7526,1.5695
"225995",-1.2495,-2.3698
"225997",-1.84735,-0.58415
"225998",-0.00966666666666667,0.0136
"22601",-0.8518,-0.42165
"226016",0.51335,0.1387
"226025",-0.05915,0.5218
"226026",-0.6304,-0.46785
"226040",-0.4082,0.1115
"226041",-0.5441,-1.6805
"226043",1.3028,1.3416
"226049",-0.3173,-0.8489
"226075",-1.1327,-0.3154
"22608",0.2048,-0.3752
"226089",-0.5165,-0.4683
"226090",-1.2854,-0.9147
"226098",-0.0071,-1.1979
"226101",-0.7713,-0.1348
"226105",-1.1307,-0.4139
"226115",-0.9781,-0.8869
"22612",-1.3235,-0.0136
"226122",-0.2206,0.5083
"226123",-0.5875,-0.4679
"226139",-0.17665,0.337325
"226143",0.9636,0.2697
"226144",-1.5542,-0.5202
"226151",1.1135,1.1236
"226153",-0.5171,-1.0369
"226154",-0.3908,-0.8188
"226162",-1.3544,-1.2107
"226169",0.1222,-0.1729
"226178",-0.194333333333333,-0.867666666666667
"226180",-0.2605,0.576033333333333
"226182",-1.5269,-1.4422
"22619",-0.36395,-0.56935
"226243",-0.6021,-0.3514
"226245",-0.8705,-0.5497
"226250",-0.33055,-0.5472
"226251",2.2169,-0.0127
"226252",0.7249,-1.544
"226255",1.1458,0.306
"22626",0.2476,0.408
"226265",-0.4681,0.695333333333333
"22627",0.2846,0.87385
"22628",-0.0224,0.640425
"22629",-0.2498,-0.1668
"22630",-1.71578,-0.60878
"22631",0.5091,0.47948
"22632",-0.138425,-0.547075
"22634",0.50735,0.6575
"22635",-0.4801,-0.1845
"226351",-0.0356,0.5966
"226352",-0.8124,-0.711366666666667
"226356",-1.9776,-2.2463
"226359",-0.1951,-1.6965
"22637",-1.69706666666667,-0.983433333333333
"22640",-0.095,-0.1708
"226407",1.3764,0.9787
"226409",-0.4992,0.0306
"226412",-0.7266,-0.5063
"226413",0.668,-1.8535
"226414",0.715,0.9935
"226418",-0.3705,0.1805
"226419",-1.0635,-1.3722
"22642",0.3285,0.33675
"226421",0.2588,-0.272666666666667
"226422",1.8213,-0.4843
"22643",0.776,0.7125
"226432",-1.78276666666667,-0.275333333333333
"22644",-0.31965,0.5177
"226442",-0.30875,-0.18665
"22646",1.661,0.5339
"226470",-0.73045,0.1803
"22648",-0.437,-0.7397
"226499",-0.13585,0.53305
"226517",0.243,0.0039
"226518",1.1735,1.8011
"226519",0.3156,0.21095
"22652",-0.2111,-0.7871
"226525",-0.16375,-1.18925
"226527",0.0425,-1.5989
"226539",-0.5574,0.6769
"22654",-0.6644,-0.3202
"226541",-0.3248,-1.5025
"226548",-0.187,-0.6543
"226551",0.59265,0.867625
"226562",1.078,0.794
"226564",-0.1356,-0.0017
"22658",0.57705,-0.3674
"226591",0.26585,0.8723
"226594",-0.463525,-0.088225
"22661",0.720333333333333,0.0293166666666667
"226610",0.2487,-0.6672
"226641",-0.7138,-1.51816666666667
"226646",0.1625,1.95
"226652",-0.16225,-0.2691
"226654",-2.3278,-1.2874
"22666",0.187275,-0.078125
"22668",-0.11075,0.0884250000000001
"226691",-0.0145,-0.4102
"22670",-0.58795,-0.6255
"22671",-0.0715,0.557233333333333
"226720",-0.512,-1.3415
"22673",-1.9336,-1.10945
"226744",0.2731,-0.951
"226747",0.2136,-0.0258666666666666
"226751",1.4202,0.0346
"226757",-0.10356,0.56194
"226778",0.06172,0.03938
"22678",-0.9547,0.13055
"226781",1.0928,0.4914
"226791",-1.3461,-0.3654
"22680",0.552633333333333,0.672133333333333
"22682",0.877,0.73742
"226823",-0.239733333333333,-0.185666666666667
"226830",0.8537,0.8889
"226841",0.303,-0.8911
"226844",-0.6132,-0.5745
"226849",-1.15725,-1.494
"22685",1.1524,0.2173
"226856",0.48625,0.053525
"226861",-1.1268,-0.54395
"226866",0.32225,0.14115
"22687",-0.6883,-2.25995
"22688",0.662,0.5671
"22689",0.6775,-0.6678
"226896",-0.7424,0.5624
"22690",2.0532,1.38353333333333
"22691",0.119,0.8923
"226922",0.20035,0.38635
"22693",1.0748,0.2227
"22694",1.2189,0.9838
"22695",2.7404,1.7059
"226957",-0.4592,-0.7084
"22696",-0.9116,0.3594
"22697",-1.24,-0.6858
"226970",-0.1592,-0.6076
"226971",-1.3644,-1.0553
"226976",0.3031,0.2548
"226977",-0.0462,-0.4431
"22698",0.3021,-0.4052
"226982",0.930666666666667,0.0122
"226999",-0.8842,0.0565
"22700",0.9609,1.3425
"22701",0.0265,-0.0833
"22702",-0.3735,-0.6253
"22704",1.64965,0.6458
"227059",-0.0699,0.0301
"22709",0.0916,-0.9405
"227094",-0.0329,-0.1215
"227095",0.00655,0.354
"227099",-0.7877,1.1238
"22710",-1.08265,-1.0845
"227102",-0.9608,0.676
"22712",0.7705,0.6732
"227120",-0.3379,0.7961
"22715",-1.0269,-1.2448
"227154",-2.2132,-1.8874
"227157",-0.2132,-0.486
"22717",-0.7985,0.059
"22718",0.2696,0.6161
"22719",0.4052,-0.0609
"227195",1.16396666666667,0.768266666666667
"227197",0.2238,1.624
"22720",0.1667,0.9898
"227210",-0.2744,-0.2373
"22722",0.174475,0.043025
"227231",-0.4116,0.5231
"22724",0.7676,0.8382
"227290",0.2818,0.2757
"227292",0.013,-0.4835
"227298",0.2424,0.0414
"227325",-0.68455,0.2901
"227327",0.3622,-0.4676
"227331",0.3043,0.2909
"227333",1.372375,1.154825
"227334",0.143866666666667,0.280566666666667
"227377",-0.31415,-0.15525
"227394",0.5583,0.3843
"227399",0.0505,0.6448
"227446",0.10958,0.17392
"227449",0.6657,0.0645
"227485",-0.8464,0.5702
"22750",0.8378,1.1441
"22751",0.3017,0.4026
"227525",0.2996,1.22965
"22754",-1.7415,-0.9516
"227541",0.6439,0.9435
"227545",0.41895,-0.1151
"22755",-0.25305,-0.46165
"22756",-0.0459,-0.2941
"22757",-0.5114,-0.6413
"22758",2.5287,1.1761
"227580",0.733666666666667,-0.611633333333333
"22761",-0.4056,-0.1227
"227612",-1.6767,-0.5714
"227613",-1.395,-0.4663
"227615",0.4706,0.1818
"227618",0.1653,-0.6427
"227619",-0.3549,0.2649
"22762",0.4084,0.64275
"227620",0.3732,0.1012
"227622",-0.8556,-0.2495
"227624",-0.6246,-0.71895
"227627",0.6485,0.2276
"22763",1.92686666666667,1.00166666666667
"227630",-1.3752,-0.8686
"227631",-1.4743,-0.501
"227632",-0.844233333333333,-1.0448
"227634",1.86465,1.062075
"227638",-0.2388,-0.4249
"22764",0.233366666666667,1.22443333333333
"227644",0.7391,0.1744
"227648",0.11795,0.0631
"227656",-1.99135,-1.35415
"227659",-1.6843,-0.4953
"22767",-2.4951,-1.1791
"227671",0.1494,0.5017
"227674",-0.34285,0.0276
"227682",0.4345,0.393466666666667
"227683",0.127,-0.5912
"227695",-0.7187,-1.2664
"227696",-2.8682,-2.3709
"227697",0.6636,1.5403
"227699",-1.1788,-0.8292
"22770",0.6304,-0.278
"227700",-0.5945,-0.6714
"227707",-0.9352,1.5001
"22771",-1.293,-0.36025
"227715",-1.3715,-0.8078
"22772",-0.1439,-0.6022
"227720",-0.4894,-0.7977
"227721",-0.2283,-0.4058
"227723",1.0541,0.60875
"22773",-0.94855,-0.9291
"227731",-1.0824,-0.5976
"227733",1.1488,0.4766
"227736",-3.6452,-3.1738
"227737",-0.3961,-0.198
"22774",-0.5572,-0.681
"227743",0.1419,0.74225
"227746",-1.3771,-1.0476
"22775",0.2104,0.64095
"227753",-0.847975,-0.33185
"22776",-1.7378,0.6606
"22778",0.8779,0.2152
"22779",-0.6505,-0.316
"22780",0.43905,0.2872
"227800",0.41825,0.8726
"227801",-0.7341,-0.831
"22781",-0.352033333333333,0.8952
"22782",0.0968,1.14485
"227835",0.12965,-0.7305
"22784",0.2617,-0.1368
"22785",0.5592,0.3752
"22786",0.0729,0.7282
"227867",-0.8033,-0.6015
"22787",-1.4857,-1.6382
"22788",0.0729,-1.2731
"22789",-1.5401,-0.581
"22791",1.28326666666667,1.00043333333333
"227923",1.2673,-0.1938
"227929",-0.1035,-0.6063
"22793",-0.6343,-0.8919
"227937",-0.16935,0.0914
"227960",-0.3139,-0.4303
"228003",1.3982,2.1368
"228005",1.50853333333333,0.8454
"228012",0.42625,-0.0612
"228019",0.1267,-0.3826
"228026",0.9516,-0.4842
"228033",0.9358,1.0176
"228061",0.07925,-0.3582
"228071",-0.4259,0.3877
"228136",-1.40685,-0.93315
"228139",0.33035,0.08365
"228140",1.7664,-0.2264
"228151",0.0104,-1.5042
"228355",0.6674,0.3644
"228356",0.4921,1.3372
"228357",0.2184,-0.938
"228359",-0.32445,-0.2079
"228361",0.7874,0.5015
"228366",0.5345,0.3831
"228368",1.4175,-0.0207
"228410",-0.73925,-0.35115
"228413",0.399,0.3925
"228421",0.3044,1.5821
"228432",0.24685,0.70345
"228482",-1.3087,-0.471
"228491",0.98765,0.89495
"228536",0.463,-1.4365
"228543",0.9082,-0.3019
"228545",0.5682,-0.61805
"228550",0.3093,-0.6881
"228564",-0.1377,0.3754
"228576",1.0644,0.0373
"228598",-0.5676,-0.8263
"228602",-1.09285,-0.2695
"228607",-0.35375,0.0788
"228608",-1.7995,-0.3578
"228662",0.18135,-0.46935
"228677",-1.7152,-1.8756
"228684",-0.78705,-0.1317
"228714",-0.7887,-0.5629
"228715",-2.0352,-1.8226
"228730",-0.8518,1.4352
"228731",-2.1398,-3.1713
"228765",-1.9357,-0.5629
"228769",0.017875,0.071325
"228770",0.5684,1.2444
"228775",1.8152,1.0549
"228777",-0.5402,-0.2371
"228778",-2.8223,-1.9736
"228785",-0.771,0.2376
"228788",0.78315,-0.1125
"228790",-0.4816,-0.121166666666667
"228801",-0.4345,1.28375
"228802",-0.5412,0.9978
"228807",-1.3035,-2.237
"228812",-0.9114,-0.584533333333333
"228829",1.130475,0.972325
"228836",-0.3732,-1.33365
"228839",-0.81185,-0.30385
"228850",-2.1692,-2.5766
"228852",0.4765,-0.492
"228858",0.95515,0.7127
"228869",-0.6055,0.2726
"228875",-0.7512,-1.3667
"228876",0.5481,0.4372
"228880",1.3886,0.445633333333333
"228889",1.4304,0.598
"228911",0.599933333333333,-0.0718
"228913",0.9184,-0.4676
"228942",-0.873,-0.3342
"228960",-0.7279,-0.4478
"228961",0.6704,0.3603
"228966",-0.7656,-0.5091
"228980",-0.1583,0.32365
"228983",0.7201,0.382
"228993",-0.40025,1.8468
"228994",0.384533333333333,-0.188466666666667
"228998",1.3614,-0.6222
"229003",1.4769,-0.7263
"229004",-1.7818,-1.7497
"229007",-1.0553,-0.0057
"229011",-0.4361,2.5336
"229055",-0.45645,0.02715
"229096",0.2896,0.176733333333333
"229211",0.6342,-0.6036
"229214",0.5591,0.6965
"229227",-0.35145,-0.163
"229228",1.9841,1.3896
"229277",1.168,0.578
"229279",0.9739,0.56905
"229285",-0.8326,0.119833333333333
"229302",-0.4407,0.9277
"229317",-0.53665,0.12375
"229320",-1.5165,-2.0284
"229323",0.6608,1.0542
"229333",0.4539,1.4021
"229357",0.19385,0.3146
"229363",-0.114,1.3268
"229445",0.08155,0.9416
"229473",-0.1861,-1.4258
"229474",-3.2729,-1.2532
"229487",-1.0722,-0.8865
"229488",1.2394,-0.3276
"229499",-0.15835,-0.2928
"229503",-0.4251,-0.6081
"229504",-0.5307,-0.0908
"229512",-1.6774,-0.838
"229517",1.00455,-0.2759
"229521",-0.64078,-0.88012
"229524",0.1174,-0.6668
"229534",-0.69045,-0.41065
"229541",-0.6445,-1.1
"229542",1.10633333333333,0.0292666666666667
"229543",-1.24185,-1.20395
"229550",-1.3194,0.2582
"229584",-0.593625,-0.362275
"229588",-1.0831,-1.0428
"229589",0.6077,1.3719
"229593",0.42565,0.9262
"229595",-2.1678,-0.9125
"229599",1.2342,0.5003
"229600",-0.3714,-0.6329
"229603",-0.4072,-0.18345
"229613",-0.6322,-1.6468
"229615",-0.72805,-1.4333
"229644",-0.7712,-0.3224
"229658",-1.08535,-0.05635
"229663",0.7321,0.76165
"229665",-0.5934,-0.773
"229672",0.2192,-0.8205
"229675",-0.950733333333334,-0.489066666666667
"229681",0.288066666666667,0.0501
"229694",0.2526,-0.3829
"229697",0.1294,-1.0308
"229699",-0.4019,-0.6414
"229700",-0.6365,-0.5233
"229706",0.0402,-0.388066666666667
"229707",-2.1888,-2.0264
"229709",0.646733333333333,0.966766666666667
"229714",1.01,0.435
"229715",-0.761975,-0.70195
"229722",-0.11515,-0.6563
"229725",-0.470225,-0.139625
"229731",-0.5362,-0.6348
"229759",-1.0256,0.807966666666667
"229776",0.6211,0.32945
"229780",-0.09485,0.1752
"229782",-0.0382,0.884925
"229791",-0.0828500000000001,0.31425
"229801",-0.3165,-0.2068
"229841",0.03625,-0.081
"229877",-0.7907,-0.1922
"229900",9.25155,0.30515
"229905",-0.2813,0.7039
"229906",-0.0259,1.1888
"229927",-0.0895,-2.1492
"229933",0.2771,0.6336
"229937",0.912,1.2689
"229949",1.324,0.11415
"230027",-0.61,-0.15515
"230073",1.3039,0.36675
"230075",-0.5098,-0.138
"230082",-0.725666666666667,-0.0895
"230085",0.4307,0.223466666666667
"230088",1.3379,1.7043
"230098",-0.4499,1.0729
"230099",-0.2119,-0.4677
"230101",-0.8853,-0.0642
"230103",-3.1981,-1.9518
"230119",0.5963,-1.5113
"230125",-0.82485,0.3974
"230126",-1.4397,-1.7734
"230143",-2.1007,-1.2732
"230145",-0.2929,0.7464
"230157",-0.3238,0.5624
"230162",-2.3836,-1.9477
"230163",0.2913,-0.6898
"230233",1.7304,0.1187
"230234",-0.6587,-1.0577
"230235",0.7852,-0.5807
"230249",0.402275,0.643675
"230257",0.5797,-0.867666666666667
"230259",0.0503,0.196933333333333
"230279",0.5696,0.317
"230316",0.1831,0.4286
"230376",0.4459,1.05285
"230379",1.8754,-1.182
"230393",-0.4963,0.1061
"230459",0.0247,-0.7492
"230484",-0.303733333333333,-0.1646
"230500",0.8061,0.8866
"230514",0.0110333333333333,0.33
"230558",-0.129,0.3973
"230576",-0.7983,1.5401
"230577",-0.1053,-0.6965
"230579",-0.5423,0.5815
"230582",1.2716,1.1741
"230584",-0.8763,-0.6499
"230587",-1.7456,-0.2633
"230590",-0.5103,-1.2925
"230594",-0.0332,0.3203
"230596",2.1086,0.8075
"230597",0.9077,1.4802
"230598",0.5714,0.4931
"230603",-1.6859,-0.8752
"230612",-0.315975,0.411425
"230613",2.5457,0.0621
"230648",0.154666666666667,-0.2726
"230649",-0.562,-0.7067
"230654",1.2103,0.6275
"230657",0.290775,0.439525
"230661",-0.9192,0.9616
"230673",-0.0629,-0.7562
"230674",0.1583,0.4962
"230676",-0.73635,-0.4815
"230678",-0.2268,0.6262
"230696",-1.4571,-3.4407
"230700",0.2843,0.64605
"230709",-1.7147,-1.8429
"230726",0.1428,1.8444
"230734",0.3044,0.7403
"230735",-0.9958,-1.3825
"230737",0.74355,0.85205
"230738",-0.51635,0.3491
"230751",2.4474,2.155
"230752",-0.4486,-1.4585
"230753",0.02315,-0.0275000000000001
"230757",-0.6434,-0.8327
"230761",0.0235,-0.8923
"230766",0.2421,-0.552
"230767",0.3948,0.319
"230770",-0.1434,-1.0913
"230775",-0.9184,-1.7209
"230777",-1.1614,-1.2618
"230779",0.2275,0.6411
"230784",0.1192,-0.6735
"230787",0.001,0.1402
"230789",0.2511,-0.8752
"230793",1.1167,-0.1676
"230796",0.0051,-1.9868
"230801",0.7415,-0.6244
"230806",-0.1967,-0.1796
"230809",0.492466666666667,0.713766666666667
"230810",-0.9566,-0.4231
"230815",1.0785,0.6614
"230822",0.1582,-0.4397
"230824",0.4585,0.2931
"230828",2.0722,1.5723
"230837",-0.5032,-0.609
"230848",0.8453,-0.1418
"230857",-0.5408,-0.58115
"230861",-0.48175,0.24865
"230863",-0.49255,-0.93505
"230866",0.248,0.0353999999999999
"230868",-0.1364,1.3463
"230872",-2.3968,-2.3899
"230895",-0.6659,-0.1715
"230899",-5.1035,-3.4644
"230903",-0.4432,-0.6002
"230904",0.8128,1.4123
"230908",-0.614,0.08596
"230917",0.4059,-0.80965
"230935",-1.43605,-0.9485
"230936",-0.8382,-0.7071
"230959",0.275,-0.133933333333333
"230971",0.7951,1.0109
"230972",-1.2382,-1.2661
"230979",-0.0852,-0.1416
"230991",-0.46335,0.53965
"230996",1.0552,0.2859
"231002",-0.573,-1.4081
"231003",0.1037,-0.01565
"231004",-0.2129,1.3241
"231014",-0.2086,1.275
"231042",0.41175,-0.27665
"231050",1.7611,-0.1235
"231051",0.65705,0.086175
"231070",1.9637,1.1381
"231086",-0.67415,0.4019
"231093",-0.998433333333333,-0.0828
"231098",1.1414,-1.243
"231103",-0.1847,0.8149
"231123",0.5225,2.6562
"231125",0.1794,-0.0389
"231128",0.7278,0.494275
"231130",0.0917,-0.5299
"231134",0.0751,1.0586
"231147",1.6672,-0.0605
"231148",-0.59655,-0.8907
"231151",-0.6062,-0.3357
"231162",-4.0311,-0.6397
"231207",-0.69275,0.16735
"231214",-0.7379,-1.4022
"231225",0.0786,-1.3637
"231238",2.4306,0.3349
"231252",0.69235,0.35365
"231279",0.26505,0.2317
"231287",0.1021,-0.3868
"231293",1.5083,1.3159
"231296",-0.6439,-0.7531
"231326",-0.0105,0.18565
"231327",0.60115,0.84705
"231329",-0.5133,-1.1612
"231380",0.21735,-0.24905
"231382",-2.117,-0.8791
"231386",-0.17415,0.3187
"231396",-0.2525,0.9988
"231413",-1.20786666666667,0.0239666666666667
"231430",-0.0394,0.4563
"231440",1.4941,0.2731
"231452",1.07085,1.678
"231464",1.037675,-0.058375
"231470",0.817,1.3502
"231503",0.8312,-0.1274
"231506",0.0065,-0.1769
"231507",2.2862,-0.7272
"231510",-0.3867,-0.025
"231532",-0.30085,-0.1813
"231549",0.78595,-0.08155
"231571",1.1528,0.4498
"231580",-0.03965,0.253
"231583",-0.15865,-0.1495
"231600",-1.40536666666667,-0.722933333333333
"231602",-0.4017,-0.3258
"231603",0.1323,-1.236
"231605",-1.6427,-0.1547
"231630",0.0888,0.5055
"231633",1.1355,-1.1692
"231637",-0.38375,-0.469875
"231642",-2.4483,-2.5498
"231646",-1.2157,-0.4321
"231655",-0.46,0.855
"231659",-0.012825,-0.347975
"231668",-0.107,-2.3924
"231670",0.57045,0.584
"231672",-1.88335,-1.4138
"231691",-0.8001,-0.5897
"231699",-0.8288,0.2799
"231712",-1.2904,-1.7455
"231713",-0.4419,-1.0083
"231717",-1.1514,-1.1883
"231724",-0.4475,-0.61015
"231727",-0.5542,-1.174
"231760",0.0543,-1.0905
"231769",0.549883333333333,0.00661666666666667
"231801",-0.5026,-0.5714
"231803",1.0225,-0.1926
"231805",1.022,0.5634
"231807",-0.1019,-0.9577
"231821",-0.6246,-0.63
"231830",0.2736,0.0227
"231832",0.2786,0.0463
"231834",-0.8764,-0.3104
"231841",0.255425,-0.483925
"231842",-0.9134,-1.1675
"231855",-0.943533333333333,-0.800533333333333
"231858",0.5234,0.3611
"231861",0.0715,-0.82945
"231863",-2.1783,-2.3041
"231866",-0.5165,-0.0747
"231868",-1.28725,-1.2392
"231871",1.0172,0.0323
"231872",-0.287,-0.8485
"231874",-0.8449,-1.8682
"231876",0.1242,-0.7708
"231887",2.08775,0.7197
"231889",-0.391733333333333,-0.1953
"231912",0.35345,0.41545
"231915",-0.7179,-0.4902
"231931",1.9385,-1.162
"231932",0.8561,1.6758
"231946",-0.2133,0.3948
"231986",-0.6788,0.5425
"231991",1.04785,-0.0949
"231997",-0.23655,0.28555
"231999",-0.30875,-0.0443
"232023",-1.8033,-1.10435
"232035",1.9525,1.4754
"232078",-0.5325,0.3755
"232086",-1.5348,0.7881
"232087",-1.05042857142857,-0.818
"232089",-0.5103,-0.45875
"232146",-0.5702,-0.1529
"232156",1.8311,-0.0426
"232164",-0.4401,-0.3382
"232174",0.387,1.7368
"232187",-0.35885,-0.5472
"232196",-0.6946,-0.4627
"232201",0.91555,0.5124
"232210",-1.6911,-1.1587
"232217",0.00719999999999998,-0.25465
"232223",0.605933333333333,0.853533333333333
"232227",0.2888,-0.6611
"232232",-0.49415,-0.19475
"232236",1.079,0.6258
"232237",0.3622,-0.1191
"232286",0.6251,0.5068
"232288",-0.042125,-0.290525
"232313",-0.2608,0.2488
"232314",-0.0442,0.2188
"232333",0.8725,0.8795
"232334",0.1559,-0.63
"232337",-0.6273,-0.4228
"232339",0.2296,1.004
"232341",-0.00763333333333331,-0.173833333333333
"232345",-0.4451,0.3647
"232370",0.9809,-0.1426
"232400",0.1431,-0.1328
"232406",-0.3376,1.0281
"232408",-0.354,-0.75905
"232409",-0.193,-0.2776
"232431",1.6326,0.5149
"232440",-0.6903,-0.09245
"232441",-1.031,-0.6528
"232449",1.6757,-0.4908
"232491",-0.8926,0.2338
"232493",-1.7518,-0.623
"232533",0.3543,0.2222
"232536",0.9203,1.6334
"232539",-0.5009,-1.0445
"232560",1.6269,0.2082
"232566",0.0273333333333333,0.589066666666667
"232599",0.2846,0.8362
"232664",-1.1049,-0.1076
"232670",-2.422025,-0.513
"232679",-1.294,-0.5832
"232680",2.3079,0.3945
"232685",-0.6105,-1.3901
"232714",2.2621,2.8867
"232717",-2.4588,-1.0962
"232748",-0.7111,-1.0121
"232784",0.6732,0.959
"232785",1.0953,1.3044
"232790",0.36915,-0.73845
"232791",0.6134,-0.01735
"232798",1.4685,1.5578
"232807",-0.9767,-1.0215
"232811",-0.7313,-1.8155
"232813",-1.5168,-2.7645
"232816",1.801,0.0729
"232821",-1.4652,0.0599
"232853",0.1209,-0.6969
"232854",-1.4468,-2.2262
"232855",0.46175,0.0153
"232875",0.4122,0.1742
"232878",-0.2332,-0.42215
"232879",0.7526,0.0061
"232889",-0.94995,-1.25935
"232906",-1.344,-3.0047
"232910",-1.8524,-1.2489
"232919",0.9206,0.5526
"232933",-0.8243,-0.1419
"232934",0.0503,-0.0283
"232941",0.0703,0.7221
"232943",0.5351,-0.7978
"232944",-0.981666666666667,-0.227366666666667
"232946",0.9674,0.7134
"232947",-0.1366,-0.0977
"232969",1.2063,1.686
"232973",0.9607,-1.1815
"232975",3.9789,1.0525
"232976",-0.8075,-1.50826666666667
"232983",-1.4234,0.9241
"232984",-0.0842,-2.1297
"232987",-1.0469,-0.3882
"232989",0.7885,0.1913
"233001",-1.8347,0.3684
"233011",-1.3353,-0.7669
"233016",-0.6559,-0.5836
"233033",-0.345,5e-04
"233038",-0.7273,-0.3592
"233040",0.409,0.6319
"233046",-1.6522,-1.4421
"233056",-0.7485,0.01195
"233057",-0.743,-0.0678
"233058",-0.686,-0.12065
"233060",0.5187,-0.6043
"233064",-1.82375,-1.04655
"233065",-0.8254,-1.0147
"233066",-1.6662,-0.937
"233067",0.5213,-0.4683
"233071",-0.6744,-0.9423
"233073",-2.1413,-0.4935
"233079",1.18095,0.9798
"233099",-0.6432,-0.4309
"233103",-0.552766666666667,-0.803933333333333
"233107",0.09775,-0.023
"233115",-0.820066666666667,-0.1548
"233147",0.3491,0.7997
"233168",0.0804,1.0765
"233186",2.6071,0.8583
"233187",0.1066,-0.6606
"233189",-0.8142,-1.1207
"233199",-0.1792,1.7363
"233204",-0.4351,-0.3519
"233208",-0.8685,-1.1257
"233210",-0.63895,0.0202
"233221",0.7456,-0.7993
"233222",-0.3391,-1.0774
"233231",0.0304,1.7147
"233271",0.535,2.3623
"233274",1.7821,0.0657
"233276",0.32655,0.5909
"233280",-0.1862,0.8649
"233315",-2.4389,-2.7959
"233328",1.37526666666667,0.375366666666667
"233335",0.51055,-0.1623
"233405",-0.4911,-0.0202
"233406",-2.2948,-0.6013
"233410",0.232,-0.3987
"233489",-0.2119,0.2914
"233490",-0.00167499999999998,0.58985
"233529",0.096925,-0.4808
"233532",0.488525,-0.0620999999999998
"233545",0.31865,-0.17765
"233549",-0.1158,0.3244
"233552",3.5594,1.5812
"233571",1.1575,0.8318
"233575",0.3237,-0.436
"233649",-0.0358,0.7192
"233651",0.4797,0.1404
"233724",-0.867716666666667,0.2625
"233726",-0.4707,0.1444
"233733",-0.1018,-0.9997
"233744",-0.842033333333333,0.0220666666666667
"233752",-0.1956,-0.3443
"233765",1.72235,0.41865
"233789",0.116925,0.2488
"233799",1.098125,0.239175
"233802",0.2632,1.0881
"233805",-1.6357,-1.1735
"233806",0.8805,-0.4146
"233810",0.2635,-0.7777
"233812",0.96475,1.0305
"233813",0.8008,-0.0953
"233826",-0.5913,-1.1506
"233833",-0.2449125,-0.0759625
"233836",0.2082,0.5934
"233863",-0.222,0.0491333333333333
"233865",-0.31975,-0.82645
"233870",-0.7513,-1.1505
"233871",-1.92725,-1.38325
"233875",-0.0586,-1.2665
"233876",-1.0014,-0.7933
"233877",0.6591,-0.5508
"233878",1.0734,0.9222
"233879",0.6107,-0.6917
"233887",1.1868,1.3495
"233890",-0.4328,0.4496
"233895",-2.1593,-1.0196
"233899",-2.0399,2.8327
"233900",-0.8454,-1.1614
"233902",-1.8903,-1.5253
"233904",-2.8298,-2.6417
"233905",0.0849500000000001,-0.19665
"233908",0.68235,0.85135
"233912",0.5348,-0.8681
"233913",2.2319,1.8869
"233919",-0.29175,-1.56495
"233977",0.2587,0.27045
"233979",-1.1155,-0.5721
"233987",-1.2606,-0.3184
"234023",-0.1767,0.0203
"234069",-0.1989,-0.504
"234072",-0.7516,-0.9697
"234076",-0.6172,0.5711
"234094",-1.31025,-0.38595
"234129",-0.7756,-0.2219
"234130",-5.2542,-5.3704
"234135",0.1178,0.19912
"234138",-0.35018,-0.2806
"234155",-0.5991,-0.446
"234199",-0.5549,0.9269
"234214",1.2198,0.5245
"234258",-0.836,-0.3055
"234267",-0.75795,0.2491
"234290",-0.4209,-0.2794
"234309",1.7102,2.5229
"234311",0.1414,-0.3443
"234329",-0.0671499999999999,0.20995
"234353",-0.2435,-0.4777
"234356",-0.0958,-0.11415
"234358",0.6721,0.70965
"234362",-1.4042,0.2125
"234365",-0.1097,-0.2924
"234366",-0.11688,-0.31236
"234371",0.234166666666667,0.0209
"234373",0.8841,0.6686
"234374",0.0763,-1.048
"234378",0.5578,-0.1617
