"","GSE51365_MVH68_WT_vs_Control","GSE51365_MVH68_M_vs_Control"
"18596",-0.90455,-0.73165
"18597",0.31315,1.4612
"18598",0.9597,-0.4958
"18599",-0.8445,-0.8991
"18600",0.7496,-0.0625
"18601",-2.6377,-3.7379
"18602",1.4326,-0.555
"18604",-0.8235,-0.8003
"18605",0.1385,-0.0703333333333333
"18606",-0.79545,0.3398
"18607",0.4838,0.3491
"18609",0.1009,-0.13725
"18610",-2.635,-1.3982
"18611",-0.3324,0.00435000000000001
"18612",-0.14585,1.92655
"18613",0.9606,-0.2416
"18616",-0.38105,-0.4029
"18617",-0.8828,-0.106
"18618",-0.0621,0.7767
"18619",-0.2065,0.8795
"18624",-1.3493,-1.3239
"18626",-0.5789,-0.7005
"18627",1.06515,0.84875
"18628",-0.0355,-0.0926333333333333
"18630",-1.0633,-0.6653
"18631",-1.47615,-0.77475
"18632",-0.6609,-0.00205
"18633",0.4624,0.6491
"18634",-0.2677,-0.2038
"18636",-2.6229,-1.5645
"18637",0.4676,0.42485
"18639",0.1993,0.1158
"18640",0.5297,1.0307
"18641",0.1358,-0.2706
"18642",0.96,0.8649
"18643",-1.1759,-0.0664
"18645",-0.1067,0.1229
"18646",-0.0181,-0.3181
"18647",0.115966666666667,0.113366666666667
"18648",-0.8896,0.5153
"18654",-0.2999,0.2421
"18655",-0.0360666666666667,0.191033333333333
"18663",-2.052,-2.2139
"18667",0.24885,-0.12385
"18669",1.1572,0.5537
"18670",-2.2108,-0.9655
"18671",0.39455,-2.257
"18673",-1.65625,-0.68295
"18674",-0.2342,0.54
"18675",-0.7098,-0.58345
"18676",0.7235,0.819725
"18679",0.277233333333333,-0.5588
"18682",-0.957,-0.39925
"18685",-0.7292,-0.6916
"18687",1.7279,1.1066
"18689",-0.116,-2.5952
"18693",-0.25215,-0.68085
"18700",1.5102,2.69295
"18701",-1.6909,-0.0448
"18703",1.11935,1.1986
"18704",-0.344666666666667,0.515933333333333
"18705",-0.7303,-0.8102
"18706",0.53704,0.79862
"18707",0.0042,1.03425
"18708",0.864475,0.2489
"18709",0.059,-0.4547
"18710",2.0801,1.2693
"18711",-0.07995,-0.30645
"18712",0.3456,-0.22305
"18715",-1.1896,-1.7899
"18716",2.0337,0.7118
"18717",-0.2206,-0.21365
"18718",-0.455233333333333,-0.380633333333333
"18719",-0.6826,0.0219333333333334
"18720",-0.1609,-0.498025
"18733",-2.0746,-3.5958
"18736",1.4205,1.6801
"18738",0.9193,1.5061
"18739",-0.598033333333333,-1.05353333333333
"18740",0.2477,-0.9831
"18741",-0.78595,-0.6291
"18742",-0.6378,-2.1415
"18744",-0.04405,0.8998
"18746",-2.401,-1.9104
"18747",0.108,-0.2389
"18749",0.40035,0.6253
"18750",0.456333333333333,-0.7363
"18751",1.0752,-0.0278
"18752",0.90115,0.6939
"18753",-1.2814,0.163
"18754",1.14926666666667,-0.617433333333333
"18755",-0.7826,0.4235
"18759",-0.4238,-0.027
"18760",0.5252,0.12295
"18761",-2.6639,-0.2539
"18762",-0.573733333333333,-0.192566666666667
"18763",-0.2692,-1.1069
"18764",-0.9036,0.0583
"18766",0.5448,1.0624
"18767",0.2841,0.15215
"18768",-0.118,0.8482
"18769",-0.9721,-0.27115
"18770",-0.797933333333333,-0.1712
"18771",0.0357666666666666,-1.03406666666667
"18772",-0.7021,-0.48
"18775",1.4658,0.7486
"18776",1.044,2.3173
"18777",0.31,0.4225
"18778",0.7074,-0.1276
"18779",-3.0313,-1.443
"18780",-0.9273,0.3801
"18781",-0.8375,0.0816
"18782",-0.0166999999999999,-1.289
"18783",3.1169,1.3273
"18784",0.1832,-0.3324
"18786",0.17785,0.39935
"18787",1.0507,0.7982
"18788",-0.3527,-0.3825
"18789",1.15016666666667,0.6487
"18791",-1.8026,-0.5914
"18792",0.89915,0.35705
"18793",-0.2888,-0.4358
"18795",0.69388,0.4596
"18796",0.8648,0.0062
"18797",0.5805,0.4356
"18798",-0.25,0.782933333333333
"18799",-1.34855,-1.3587
"18802",0.25705,0.011
"18805",-0.962066666666667,-0.250666666666667
"18806",-0.4389,-0.1734
"18807",0.6895,-0.5792
"18810",0.784666666666667,0.465466666666667
"18813",0.295725,0.2083
"18814",0.3525,-0.1629
"18815",-1.1751,-0.3401
"18816",-1.3641,0.6651
"18817",-1.4092,-0.6468
"18821",0.0404666666666667,0.1729
"18822",0.1969,-0.754
"18823",-0.992266666666667,0.00876666666666666
"18824",0.9514,0.3478
"18826",0.6653,-0.7818
"18828",0.5368,-0.2475
"18830",0.64105,0.03615
"18843",0.9661,0.6132
"18844",0.8124,-0.2775
"18845",0.98795,0.307125
"18846",0.46895,-0.3501
"18854",-1.0977,-0.7425
"18857",1.0671,-0.56
"18858",-0.2898,0.2333
"18861",-0.1357,-0.7713
"18933",0.34874,0.12822
"18935",-0.17945,-0.3914
"18938",-0.7472,-0.7979
"18946",2.5661,1.2482
"18947",1.01845,1.01515
"18948",0.29755,1.0366
"18949",-0.3819,0.673
"18950",-3.0636,-3.0971
"18952",-0.95265,-0.9324
"18968",0.4102,0.5313
"18969",-2.6417,-1.5539
"18970",-1.6362,0.1176
"18971",-0.1155,-0.85175
"18972",-0.1451,-0.007
"18973",1.1194,0.2624
"18974",1.3838,0.3028
"18975",0.1182,0.2206
"18976",-0.5001,-0.8285
"18979",-0.2542,0.5301
"18983",-0.2627,0.436166666666667
"18984",-2.0164,-0.9805
"18985",0.1874,0.0394
"18986",0.9956,0.5118
"18987",-0.7052,-1.2053
"18988",-1.2742,-0.2274
"18991",-0.18065,-0.72885
"18992",-0.10995,-0.1994
"18993",-1.0736,-0.2393
"18994",-1.3293,-0.50995
"18996",0.1027,0.6966
"18997",-1.2004,-0.2616
"18998",0.4202,0.5247
"18999",0.3532,0.4765
"19009",0.45355,-0.5997
"19011",0.319,1.63285
"19012",0.07455,-0.7259
"19013",-0.115533333333333,-0.376133333333333
"19014",0.34118,-0.03612
"19015",-1.41125,0.26135
"19016",-0.9505,-0.9855
"19017",-0.09866,0.35896
"19018",-1.1145,-1.268
"19023",-0.8206,0.8199
"19024",-1.8342,-0.3021
"19025",-0.1181,-0.30145
"19027",0.90855,0.969366666666667
"19035",-0.646,-0.36995
"19038",-0.2754,-0.8704
"19039",5.0815,2.5034
"19041",-1.4576,-2.6283
"19042",0.0666,0.27665
"19043",0.283066666666667,0.9876
"19044",-4.0691,-4.1167
"19045",-0.6128,-1.1308
"19046",-0.726966666666667,0.189233333333333
"19047",-1.6302,-0.5484
"19049",-0.1604,-0.2953
"19051",-1.3866,-0.6249
"19052",-1.2767,-0.7588
"19053",-0.5294,-0.0614
"19054",-0.8031,-1.6132
"19055",0.0425333333333333,-0.321966666666667
"19056",0.383866666666667,-0.0444333333333334
"19057",-0.1695,0.8272
"19058",1.02853333333333,0.0958666666666666
"19059",-1.0238,-1.1105
"19060",-0.473466666666667,-0.539966666666667
"19062",-0.2977,-1.33323333333333
"19063",-0.7258,-0.1348
"19064",-0.8802,-0.3709
"19065",-0.5073,-0.56
"19069",-0.3854,0.0682
"19070",-0.407166666666667,0.102733333333333
"19072",-0.39395,-1.7192
"19073",4.5585,0.5038
"19074",0.203,-0.2012
"19075",0.53915,1.24505
"19076",-1.0584,-0.8528
"19079",-0.7761,-0.76365
"19082",-0.46995,-0.55315
"19084",-0.62555,0.41815
"19085",0.05368,0.12264
"19087",0.75935,-0.134325
"19088",-0.5094,0.240666666666667
"19089",-1.6825,-1.6065
"19090",-0.5893,-0.7839
"19091",1,-0.04785
"19092",0.2281,0.500033333333333
"19094",-0.5144,-0.0777
"19099",-0.1367,-0.4255
"19106",1.1277,0.839
"19108",-0.330633333333333,-0.15
"19109",0.4126,0.8217
"19110",0.69,0.2113
"19111",0.5848,0.4816
"19112",0.2875,0.7106
"19113",-1.2918,-2.0803
"19114",-0.4085,-0.6383
"19116",-0.277757142857143,0.0239857142857143
"19118",-1.37856666666667,0.4492
"19119",-0.5232,-0.1532
"19120",-2.986,-2.1146
"19122",0.2882,0.6209
"19123",0.69,0.6275
"19124",0.751,1.8173
"19125",-0.3354,-0.7715
"19126",3.6519,0.345
"19127",3.4356,1.7504
"19128",-0.8144,-0.4128
"19130",0.626066666666667,1.19363333333333
"19132",-0.5852,0.9813
"19133",-0.0504,-0.4592
"19134",-0.4009,0.0093833333333333
"19139",-0.2842,-0.2022
"19141",-0.9317,0.2589
"19142",0.1187,-0.5196
"19143",-0.5893,-0.7633
"19144",-1.1209,1.9027
"19146",0.7069,1.2144
"19152",-3.5609,-2.064
"19153",-1.5813,0.0193
"19155",-0.72595,-1.1383
"19156",0.60995,-0.4717
"19157",-0.14125,-1.13375
"191578",-0.3097,-0.4715
"19158",-1.0942,-0.8548
"19159",-0.07845,-0.1981
"19164",-0.56975,-0.1964
"19165",1.5522,-0.1042
"19166",0.1886,0.2909
"19167",0.7865,0.815
"19170",-0.5277,-0.5999
"19171",0.3615,-0.6374
"19172",-1.20765,-0.34325
"19173",0.135,-0.4095
"19175",-1.0468,-0.2541
"19177",2.3141,2.9016
"19179",-1.9501,-0.3132
"19181",0.05955,-0.029
"19182",-0.1791,-0.667
"19183",0.62725,0.63185
"19184",0.9118,0.6492
"19185",1.0964,1.45155
"19186",2.5467,1.2317
"19192",1.1389,0.60955
"19193",-2.0731,-1.6856
"19194",0.3882,0.1078
"19197",0.0013,0.6707
"19200",0.4201,0.3983
"19201",0.6417,0.457866666666667
"19202",-1.4618,-2.0032
"19205",0.4205,0.58995
"19206",0.2124,0.31605
"19207",-0.45215,-0.15745
"19208",-2.1518,0.139
"19210",0.1084,0.42635
"19211",0.530225,0.5295
"192113",-0.3671,-0.0862
"192119",-0.04,-0.0358
"19212",0.41385,0.10665
"192120",-0.3393,-0.7812
"19213",2.7379,2.0744
"19214",-0.2106,0.6526
"192140",0.3213,0.7466
"19215",0.232,-0.19135
"192156",-0.5344,-0.65275
"192157",-0.166733333333333,0.5566
"192159",-0.5395,-1.1113
"19216",-3.0751,-0.5243
"192160",0.5548,0.3146
"192166",0.0231,-1.95845
"192167",-0.0965666666666666,0.1197
"192169",-0.4524,0.5848
"19217",0.1037,-0.3417
"192173",-0.5293,-0.9846
"192174",0.321866666666667,0.246266666666667
"192176",-1.3508,-2.1481
"19218",-0.1719,-0.9979
"192185",-1.2623,-0.6807
"192187",-0.0119,-0.2117
"192188",0.3937,-0.7885
"19219",1.8557,2.03255
"192190",0.2546,-1.1278
"192191",-0.48755,-0.5622
"192192",0.4527,0.7331
"192193",-0.15755,0.0292
"192194",-0.4503,-1.2968
"192195",0.603833333333333,0.46
"192196",0.6009,0.87726
"192197",-1.25645,-1.301
"192198",0.5284,0.3086
"192199",0.1567,0.4284
"19220",0.521075,0.35575
"192200",-1.2426,-1.353
"192201",-2.6605,1.6103
"19221",-1.4478,-1.89275
"192212",0.04115,0.0624
"192216",-0.9175,0.0858
"19222",-0.1948,0.5842
"19223",0.2633,1.3754
"192231",-0.7631,-0.47575
"192232",1.161,0.3913
"192236",-0.8201,-0.538433333333333
"19224",0.298533333333333,-0.2936
"19225",-0.04015,-0.40285
"19226",-0.5665,0.2858
"19227",1.4453,1.4178
"19228",0.7436,-0.1619
"192285",0.107533333333333,-0.391633333333333
"192287",0.4086,0.4245
"192289",0.248566666666667,0.953033333333333
"19229",1.2123,-0.3156
"192292",-0.4376,-0.2833
"19230",0.228166666666667,0.0973333333333333
"19240",-1.933,-1.517
"19241",-0.2195,-0.3552
"19242",0.1476,1.7876
"19243",-0.85075,0.16885
"19244",0.9902,0.933733333333333
"19245",0.53295,0.49965
"19246",-0.72575,-0.6729
"19247",0.0275666666666667,-0.2757
"19248",-0.0863,0.0344333333333333
"19249",-1.4862,-0.1942
"19250",0.4241,0.8865
"19252",-3.3053,-2.6875
"19253",0.6389,-0.3346
"19255",-0.3742,0.087
"19256",1.2727,1.4473
"19258",-0.6441,-0.0103
"19259",-0.5431,-0.6875
"19260",-1.5513,-1.7605
"19261",-0.0491,-0.492866666666667
"19262",-0.5756,0.4261
"19263",0.2161,0.512266666666667
"19264",2.2198,0.1633
"19265",-1.9424,-0.8186
"192650",0.49055,-0.44515
"192651",-0.2955,-0.878933333333333
"192652",-0.6762,-0.4858
"192653",0.0354,0.3693
"192654",-0.56665,-1.5352
"192656",-0.9043,-0.7219
"192657",-0.77355,-0.3489
"192658",0.5172,-0.0086
"19266",0.380375,-0.023825
"192662",0.1395,-0.9494
"192663",-1.2087,-0.34425
"19267",0.80605,0.614
"192678",0.624933333333333,0.289633333333333
"19268",-0.661233333333333,-1.12343333333333
"19270",-0.639675,-0.5063
"19271",0.593475,0.275975
"19272",0.11252,0.36404
"19273",0.9495,0.6959
"192734",-0.0988,-0.2801
"19274",0.75,1.3492
"19275",-0.3458,-2.6469
"19276",0.4911,1.3046
"19277",0.7083,0.38995
"192786",0.33082,0.2932
"19279",0.4294,0.1175
"19280",-0.3923,-1.7593
"19281",-0.138766666666667,0.435266666666667
"19283",0.3731,0.7516
"19285",0.45655,-0.30695
"19286",0.1063,0.7006
"19288",0.203,-0.896
"19289",-0.00915000000000005,-0.1665
"192897",-0.2742,-1.5198
"19290",0.413625,0.03515
"19291",0.91995,0.60585
"19293",-1.1285,0.04
"19294",-0.49655,-0.6789
"192950",-1.0082,-0.62795
"19296",0.50254,-0.183
"192970",-1.4362,-0.7413
"192976",0.5003,-0.2857
"19298",1.06923333333333,-0.792266666666667
"192986",1.4518,-0.58385
"19299",-0.5055,0.75
"19300",-2.3077,-0.2117
"193003",-0.386,0.7511
"19301",-0.165,0.4186
"19302",-0.4336,0.1892
"19303",-0.430966666666667,-1.63523333333333
"193034",-0.4254,-1.7854
"193043",-0.45,-0.7002
"19305",0.8108,0.9849
"19309",-1.6357,0.7977
"193116",0.474766666666667,0.280483333333333
"19317",-0.016275,-0.224525
"193217",-0.054,0.8397
"19324",0.37125,0.61275
"19325",0.338633333333333,-0.415666666666667
"19326",-0.788166666666667,-0.2976
"19328",0.9308,1.2776
"193286",1.4121,1.4915
"19329",0.62575,0.73715
"19330",0.26205,1.0352
"19331",-1.0816,0.1173
"19332",-0.2707,0.269
"19334",-0.8587,-0.1201
"19335",0.165833333333333,0.1845
"19336",0.0247,0.2613
"19337",-0.1382,-0.3467
"19338",0.4217,-0.343
"193385",-1.182825,-0.288475
"19339",-0.026,-0.0763
"19340",-0.0658999999999999,-0.789
"19341",-0.2047,0.31755
"19342",-1.642,0.2992
"19344",-0.2595,0.3821
"19345",0.9901,0.5435
"193452",-0.1607,-0.8108
"19346",-0.2146,-0.2244
"19347",-1.2188,-0.8141
"19348",-0.6067,0.9445
"19349",0.8189,0.60315
"19352",0.1224,1.3418
"19353",0.18745,0.28925
"19354",-0.2654,0.2643
"19355",1.7782,0.3128
"19356",-0.0466,-0.4583
"19357",-0.1672,0.205166666666667
"19358",0.027125,-0.502075
"19359",0.6253,0.6024
"19360",0.0907,1.9241
"19361",0.3496,1.9442
"19362",-0.88975,-0.198425
"19363",0.25405,-1.1077
"19364",-0.0931333333333333,-1.5213
"19365",0.0684,-0.2625
"19366",-0.2825,0.1211
"19367",-0.899,-0.7563
"193670",-0.4738,-0.57285
"19373",1.7293,2.0214
"193736",1.3689,2.0403
"19374",-1.6216,-2.0561
"193740",-0.1309,0.5333
"193742",-1.09885,-1.1997
"19376",0.25535,-0.0371
"19377",1.8556,0.1587
"19378",0.8988,-0.4008
"193796",1.1799,0.52205
"193813",0.8065,1.8824
"19383",0.1219,-0.0798
"193838",-0.1466,-0.7677
"19384",-0.4345,0.11744
"19385",0.9528,1.867
"19386",-0.09515,0.53035
"19387",0.4634,-0.6415
"19395",0.4069,0.2109
"19400",1.2043,0.7889
"19401",0.6082,0.9095
"19411",-0.00490000000000002,-0.5492
"194126",0.2245,0.0421
"19414",-1.8772,-0.636
"19415",1.7344,2.3142
"19416",-1.5522,-1.4655
"19417",1.00026666666667,0.506666666666667
"19418",0.148133333333333,0.350833333333333
"19419",0.220375,0.118375
"194219",-1.0115,0.603
"194227",0.2535,0.7082
"194231",-2.2079,-0.241
"194237",0.0333,0.1671
"194268",-0.7668,-0.7199
"19428",0.658,-0.6408
"194309",1.885,0.2749
"19434",-2.1241,1.3658
"194357",0.8297,-0.1208
"194388",0.186,-0.6471
"194401",-0.2015,-1.4306
"194590",-0.614,0.0639
"194597",0.2765,0.936
"194655",-3.3688,-2.0598
"194854",-0.1989,0.5596
"194908",-0.151,1.4713
"194952",0.00260000000000005,0.05965
"194974",0.3918,-0.0074
"195018",-0.95805,-1.26695
"195040",-3.2747,-0.7601
"195208",-1.0895,0.0783
"195209",-1.5597,-1.2425
"195236",-0.5832,-0.4924
"195333",-0.6088,-0.5613
"195359",-1.0448,0.1227
"195434",0.1133,-0.5188
"195522",0.1345,-0.2351
"195646",-0.0297333333333333,-0.3514
"195733",0.2082,0.0628
"19645",0.35735,0.8594
"19646",0.984166666666667,1.1881
"19647",0.580966666666667,0.752366666666667
"19649",1.1769,0.9836
"19650",1.066,1.00275
"19651",-0.65285,-0.60125
"19652",0.7813,0.5045
"19654",0.89485,1.18295
"19655",0.2477,-0.423033333333333
"19656",-0.501,-0.4684
"19659",-2.1237,-0.6068
"19660",0.8052,-0.325
"19661",-1.3104,0.6769
"19662",-0.3158,-0.2278
"19663",0.401175,-0.881275
"19664",-1.58233333333333,-1.5755
"19668",-0.3491,-0.31995
"19671",-1.0966,-1.345
"19672",-0.3385,0.9838
"19674",0.3512,1.3634
"19679",1.508,0.53595
"19682",-0.6963,0.2546
"19683",0.2665,2.1766
"19684",-0.5549,0.693
"19687",0.2738,0.9661
"19691",-0.3426,-0.419125
"19692",0.8571,0.2975
"19693",-0.7802,-0.0917
"19694",0.2808,0.0364
"19695",-0.0546,-0.4687
"19696",-2.13495,-1.6511
"19697",-1.0571,-1.356
"19698",1.6283,0.0706
"19699",-0.45045,0.026
"19700",-1.87345,-0.90885
"19703",-0.2684,-0.3306
"19704",0.5368,-3.069
"19707",-1.6831,-1.47495
"19708",-0.6956,-1.4984
"19711",-0.5488,0.0757
"19712",0.703033333333333,0.0242666666666667
"19713",-1.5333,-0.5584
"19714",0.124666666666667,-0.4098
"19716",0.0632,0.2605
"19718",-0.6715,-1.13503333333333
"19719",-0.46565,-0.7611
"19720",0.112825,-0.570025
"19724",0.4137,0.1924
"19725",-0.0645,0.383
"19726",-0.49445,-0.43295
"19727",0.180033333333333,-0.174533333333333
"19729",0.2272,-0.6097
"19730",0.2227,0.1748
"19731",-0.47685,-0.0529
"19732",-0.4352,-1.0275
"19733",-0.2421,-1.0561
"19734",-1.64313333333333,-0.177833333333333
"19735",-0.69075,0.96115
"19736",-0.201166666666667,0.180933333333333
"19737",0.50495,0.44915
"19739",0.3978,-0.0612
"19743",-0.9883,-1.1981
"19744",-0.0138,0.9805
"19746",-5.0007,-2.3882
"19752",1.6436,-0.3305
"19762",-1.1267,1.00375
"19763",-1.3996,-2.5317
"19765",1.4275,0.6978
"19766",-0.813566666666667,-0.6245
"19769",-0.3404,-0.2568
"19771",0.813,0.2457
"19775",0.9246,0.84358
"19777",2.3264,1.0415
"19819",-0.4765,0.4213
"19820",0.312825,0.0675250000000001
"19821",0.30032,0.05622
"19822",0.1467,-0.29135
"19823",-0.55485,0.6946
"19824",0.0466,0.966
"19826",-0.29754,-0.74722
"19876",1.1879,0.6926
"19877",0.2895,0.65195
"19878",1.29095,0.44495
"19879",0.40185,-0.42695
"19881",1.0287,2.1403
"19882",-0.0671,-0.0351
"19883",-0.289244444444444,0.582422222222222
"19885",0.45075,-0.19415
"19886",-1.9192,-1.3861
"19888",-1.1278,1.0556
"19889",0.08622,0.56254
"19891",-0.51975,0.2939
"19892",-0.2826,0.6125
"19893",-0.7656,-0.4953
"19894",1.1941,-0.40775
"19895",-0.3115,-1.1996
"19896",0.2645,-0.3598
"19899",-1.046875,-0.85535
"19933",1.0018,1.186
"19934",0.0394,-0.696433333333333
"19935",0.3327,0.2571
"19943",-0.3588,-1.0878
"19981",-1.22505,-2.2672
"19982",2.3784,1.3959
"20005",-0.7414,0.1102
"20014",-2.7265,-1.2601
"20016",-0.3439,0.35655
"20017",-0.5783,-1.5081
"20018",-0.726375,-0.064175
"20019",-0.327266666666667,-0.0455333333333333
"20020",0.28185,-0.7447
"20021",-2.2058,-3.5414
"20022",-0.7897,-0.8263
"20024",0.82705,1.20025
"20028",-1.0036,0.1438
"20044",0.34405,-0.34495
"20054",0.10765,-0.6471
"20068",-1.4147,-0.52
"20084",-0.0304,0.03055
"20103",-0.4448,-0.275
"20104",0.00890000000000002,-0.94115
"20111",-0.2337,-1.5817
"20115",1.3141,0.9684
"20128",3.3291,-0.3569
"20129",0.4319,2.0442
"20130",0.4151,-0.3346
"20132",-2.1632,-2.3516
"20133",-0.8656,0.5863
"20135",-0.0283,-0.2834
"20147",0.6476,1.588
"20148",1.3096,0.7119
"20163",1.8729,0.9959
"20166",-0.9923,-2.1378
"20167",0.522,-0.1923
"20168",0.44455,0.5256
"20170",0.689,-0.079
"20174",-0.508,-0.2076
"20181",-0.2863,-0.1209
"20182",-0.4163,-0.7335
"20183",1.4828,0.8643
"20184",-0.4975,0.5312
"20185",1.08436,-0.10322
"20186",-0.0392,0.2928
"20187",0.868933333333333,-0.317266666666667
"20190",-1.05595,0.3851
"20191",-0.6402,-1.33375
"20192",-0.3852,-1.8243
"20193",-1.31235,-0.3241
"20194",0.0378,0.34465
"20195",1.3411,0.6584
"20196",0.2353,0.1571
"20197",-0.6268,-0.2023
"20198",2.8432,2.4522
"20199",-0.6734,-1.0686
"20200",0.153,-0.4647
"20201",2.17,1.1252
"20202",1.1814,0.0354
"20203",-0.92175,-0.66875
"20204",2.2614,0.7673
"20208",-0.2401,0.6194
"20209",0.2195,0.5064
"20210",-2.9957,1.0436
"20211",-0.47255,0.2456
"20215",-0.5298,-0.0333
"20216",0.7286,0.4605
"20218",-0.6545,-0.521542857142857
"20219",0.0564,-0.008
"20220",0.3919,0.0439499999999999
"20222",0.7996,0.4151
"20224",-0.56425,-0.8947
"20226",-0.08135,-0.76095
"20227",-0.0949,-0.66835
"20229",-0.1072,0.3797
"20230",0.445166666666667,-0.1819
"20231",1.22605,0.2805
"20238",-0.00853333333333334,-0.162533333333333
"20239",-0.33235,-0.371025
"20249",-0.3127,-0.4932
"20250",-0.180933333333333,-0.0643333333333334
"20254",-1.4748,0.5314
"20255",1.1697,-0.4575
"20256",-0.8137,-0.5085
"20257",0.94215,1.1503
"20259",-0.8316,-1.2771
"20262",0.06255,0.5566
"20264",0.6702,0.6539
"20265",0.6319,1.26476666666667
"20266",-0.7791,-0.5095
"20269",1.7969,1.0555
"20271",-1.39875,-0.65
"20272",1.72103333333333,0.972466666666667
"20273",0.547375,0.444125
"20274",-0.11628,0.8182
"20276",-1.4087,-2.396
"20277",-2.7929,-1.4269
"20278",-0.2207,-1.3704
"20280",-0.81735,-0.07655
"20284",0.9029,0.6689
"20286",0.2716,-0.33965
"20287",-1.8035,-0.0584
"20288",-2.187875,-1.606325
"20289",-0.11705,-0.3366
"20290",-1.9043,-0.7044
"20292",-0.2147,-0.5367
"20293",2.8354,-0.3891
"20295",0.2351,0.6911
"20296",-1.7732,-1.7565
"20297",-1.3873,-0.834
"20299",0.8877,0.1417
"20300",0.06315,0.12845
"20302",-0.3438,-1.7681
"20303",0.3741,0.5125
"20304",10.0384,-0.4128
"20305",0.3509,0.2332
"20306",-0.0762,-0.7212
"20307",2.6516,-0.6423
"20308",-0.4223,-0.54235
"20309",0.75975,1.5978
"20310",-0.0453,-0.4451
"20311",-4.4828,-1.4111
"20312",-1.65295,-1.832
"20315",0.5814,-0.5394
"20316",-1.7934,-0.8305
"20317",-0.7438,-0.4907
"20318",-0.241166666666667,0.386966666666667
"20319",0.904,0.7149
"20320",-1.0454,-0.3676
"20321",-0.8372,-1.1692
"20322",-0.5106,-0.57035
"20324",0.8125,0.899966666666667
"20333",0.3832,0.8586
"20334",-0.5271,0.4878
"20335",1.0371,0.2889
"20336",-1.45692,-1.32908
"20338",-0.112,-0.04216
"20339",0.0383,1.4388
"20340",0.772475,-0.9157
"20343",-1.71105,-2.607
"20344",-0.621033333333333,0.1178
"20345",-2.3324,-1.6902
"20346",0.2464,0.9123
"20347",-1.1066,-0.597066666666667
"20348",0.04245,2.3496
"20349",0.474,-0.00602499999999997
"20350",-1.0804,-0.4204
"20351",-1.369,-1.57825
"20352",0.839,-0.28325
"20353",-0.4781,0.6117
"20354",-0.3577,-0.541533333333333
"20355",-1.1039,-2.01295
"20356",1.0727,0.165066666666667
"20357",-0.71345,-1.0922
"20358",0.1194,-0.0789999999999999
"20359",-0.5912,1.2347
"20360",-0.4919,-0.3328
"20361",-0.27705,-0.65215
"20362",-0.490466666666667,-0.390533333333333
"20363",-1.1088,-0.8349
"20364",2.59165,0.8951
"20365",-0.1393,0.249533333333333
"20370",-0.8493,-0.45835
"20371",1.2572,0.485
"20375",-0.0995,-0.8765
"20377",0.2728,0.82724
"20378",0.1778,0.5884
"20379",-1.3786,0.5434
"20382",0.167966666666667,0.793533333333333
"20383",0.124966666666667,0.20345
"20384",0.0248,0.8598
"20387",-1.9528,-0.5989
"20388",-1.7409,-0.6571
"20389",-1.1411,-1.4467
"20390",-0.7091,-0.6668
"20391",-0.3785,-0.3871
"20392",-0.8933,-0.8413
"20393",-1.314,-1.5419
"20394",0.7168,1.583
"20397",0.98835,1.15325
"20399",-0.8185,-0.9027
"20400",-0.1139,0.4787
"20401",-0.2001,-0.9877
"20402",-0.913766666666667,-0.33
"20403",-0.0830500000000001,0.27595
"20404",0.2105,0.292066666666667
"20405",-1.1281,-2.0161
"20408",1.1536,1.24
"20409",0.4475,-0.3147
"20410",0.9596,0.1202
"20411",-0.3215,-0.138975
"20415",0.5286,1.1044
"20416",1.00785,0.4473
"20418",-0.791833333333333,-0.649933333333333
"20419",-0.0857,-0.0779
"20420",0.7867,1.7373
"20422",-0.43605,0.5728
"20423",-0.13725,0.72115
"20425",-1.0577,-0.45205
"20429",-0.9863,0.45335
"20430",-1.4023,-0.934766666666667
"20431",-1.1794,-1.0829
"20437",-0.04995,-0.01075
"20439",-0.9028,-0.929
"20440",0.78865,0.23975
"20441",-0.62505,-1.3867
"20442",0.5718,0.4918
"20443",-0.121,0.8724
"20444",-0.8687,-0.9721
"20445",-0.2275,-0.4425
"20446",-1.1472,-0.976
"20447",0.40685,-0.4275
"20448",-0.0481,-0.27535
"20449",-0.1253,0.711433333333333
"20450",-1.3687,-1.16135
"20451",-1.04565,-0.19525
"20452",0.30805,0.30905
"20454",-0.39085,-0.4128
"20459",1.3181,0.6785
"20460",-1.6446,-0.6486
"20462",0.25185,0.57885
"20463",-1.46053333333333,-1.23353333333333
"20464",0.3059,0.2076
"20465",-0.22675,-0.63435
"20466",1.07923333333333,0.949866666666667
"20467",1.2228,-0.0522
"20469",-0.4204,-0.159
"20471",-0.1737,0.7981
"20472",1.2482,-0.1914
"20473",-0.05755,-0.2135
"20474",-0.470425,0.2313
"20475",-0.6043,0.8612
"20476",1.2325,0.6045
"20479",-0.5853,-0.5227
"20480",0.5939,0.94605
"20481",1.73645,0.80555
"20482",0.58065,-0.27535
"20491",0.797066666666667,0.1686
"20492",-0.3907,1.6715
"20493",1.10145,0.0113
"20494",0.09605,0.541
"20495",0.8582,0.2676
"20496",1.0259,1.50043333333333
"20497",-0.7965,-0.7204
"20498",1.8426,0.7793
"20499",-0.5199,-0.93015
"20500",-1.2541,-0.1924
"20501",-0.7372,-0.2800541785
"20502",-0.1835,-0.82395
"20503",-0.4711,0.0354333333333334
"20504",1.1292,-0.3588
"20505",-0.7242,0.0288
"20508",-3.4342,-0.6067
"20509",-0.1243,-0.0167
"20510",0.0349,0.9704
