"","GSE30577_Rabies_vs_Control"
"17311",-0.59245
"17312",-0.0974
"17313",4.0848
"17318",4.1841
"17319",1.01565
"17329",3.0354
"17330",-0.5261
"17339",1.675
"17341",1.6711
"17342",0.17825
"17344",0.1656
"17345",3.93815
"17346",0.313333333333333
"17347",-0.1084
"17349",-0.0364
"17350",0.4296
"17354",-1.4935
"17355",0.88315
"17356",-0.62632
"17364",0.902
"17380",-3.2454
"17381",4.0776
"17384",2.4397
"17386",1.6992
"17387",5.38695
"17389",0.2176
"17390",-0.7429
"17391",-0.4479
"17392",4.0997
"17393",0.6912
"17394",3.5033
"17395",-0.6523
"17420",-0.4189
"17423",-0.3158
"17425",1.74683333333333
"17427",1.6552
"17428",-2.1205
"17433",0.9173
"17434",1.63165
"17441",0.7985
"17444",1.6369
"17450",-0.4493
"17451",-0.3952
"17454",5.0485
"17463",1.22706666666667
"17470",4.2364
"17472",4.3765
"17474",2.6765
"17476",5.4603
"17480",1.7441
"17523",-0.9083
"17524",4.3873
"17528",2.3057
"17532",0.02175
"17534",0.1363
"17535",1.67103333333333
"17536",-0.4725
"17537",-0.966
"17540",-0.8373
"17681",0.2994
"17684",2.072725
"17686",0.652266666666667
"17687",0.16205
"17690",0.6564
"17691",1.9534
"17692",0.2634
"17695",-0.6004
"17698",4.914
"17700",1.6433
"17701",-1.3915
"17702",0.4994
"17703",-0.52115
"17713",0.287366666666667
"17714",0.03605
"17748",3.3921
"17750",3.7125
"17752",2.43255
"17754",-2.1513
"17755",-3.3754
"17756",-3.1785
"17758",1.90275
"17761",0.0754666666666666
"17763",1.9998
"17764",1.8495
"17766",0.7269
"17768",4.4689
"17769",4.665425
"17771",0.0493
"17772",0.22305
"17773",0.1279
"17775",4.745
"17777",2.8551
"17826",-2.0446
"17827",-0.701
"17828",-2.4128
"17829",3.93025
"17830",-0.3669
"17831",0.6727
"17833",0.69515
"17836",0.4778
"17842",-1.7717
"17844",-0.8384
"17846",-1.24276666666667
"17855",-1.75715
"17857",3.6622
"17858",3.8851
"17863",1.09456666666667
"17864",-2.3769
"17865",0.9814
"17868",1.6606
"17869",3.38643333333333
"17870",-0.8232
"17872",0.9368
"17873",5.6175
"17874",9.2572
"17877",0.8989
"17878",-0.194
"17879",0.7413
"17880",0.0831
"17882",0.0751
"17883",-0.06175
"17884",-0.8259
"17885",-1.8046
"17886",-0.1406
"17896",-2.2161
"17897",-0.4546
"17898",-0.3558
"17901",0.70305
"17906",-0.7318
"17907",0.9229
"17910",1.1227
"17912",1.0665
"17913",2.6406
"17916",6.451
"17918",0.84295
"17919",-0.6667
"17922",-0.14575
"17925",1.9946
"17926",-1.6657
"17927",0.3822
"17928",0.0475
"17929",0.2789
"17930",1.2208
"17931",0.27985
"17932",-1.3961
"17936",0.7398
"17937",-0.3992
"17939",1.2714
"17948",7.0945
"17951",3.6744
"17961",5.2262
"17962",-0.5079
"17965",2.806
"17966",-1.19006666666667
"17967",-1.0592
"17968",-0.6751
"17969",4.1546
"17970",6.78705
"17972",2.4574
"17974",0.58135
"17975",-0.64465
"17977",-0.173
"17978",0.8876
"17979",3.96243333333333
"17991",-0.3643
"17993",-0.5035
"17996",-0.3
"17997",-1.04965
"18000",1.1993
"18002",-0.117
"18003",2.208
"18005",-0.9714
"18007",1.6186
"18008",1.5458
"18010",1.3147
"18012",0.347
"18013",1.12545
"18014",0.3058
"18016",-0.78395
"18018",2.7329
"18019",0.6842
"18020",1.72195
"18021",-0.159433333333333
"18022",1.8083
"18023",0.6383
"18024",4.19435
"18025",0.2611
"18029",-2.4912
"18030",1.08475
"18032",-0.74575
"18033",0.9516
"18034",4.7299
"18035",6.0464
"18036",3.6707
"18037",3.8204
"18038",1.9491
"18044",0.94425
"18045",0.7812
"18046",-1.2015
"18049",1.4111
"18053",-0.18725
"18054",-0.56
"18071",0.4285
"18072",-0.1323
"18073",2.5796
"18074",0.3842
"18080",-0.2819
"18081",2.1368
"18082",-1.1485
"18087",2.40186666666667
"18089",-0.3502
"18091",1.1589
"18092",0.67755
"18095",0.6708
"18096",0.5073
"18101",-0.1577
"18103",3.9843
"18105",-0.0178999999999998
"18106",3.9844
"18107",1.5703
"18108",2.0829
"18109",-0.9915
"18111",-0.2851
"18113",4.4137
"18117",0.638
"18119",0.8776
"18121",1.325
"18124",-0.3843
"18126",6.0808
"18127",2.6968
"18128",1.98615
"18129",3.85696666666667
"18130",0.1711
"18132",4.2039
"18133",-0.5852
"18139",-1.121
"18140",4.7848
"18141",1.7372
"18142",0.4678
"18143",-1.3895
"18145",0.386
"18146",-0.3781
"18148",0.78845
"18153",0.1901
"18155",-0.0517
"18158",0.97875
"18159",-0.6099
"18160",3.7874
"18162",-0.837733333333333
"18163",0.80085
"18166",-1.466
"18167",0.6845
"18169",0.8936
"18171",0.0801
"18173",6.1706
"18174",0.15795
"18175",3.7554
"18176",2.34446666666667
"18181",-0.67445
"18183",0.7241
"18185",-3.5222
"18186",0.8003
"18187",2.4009
"18189",0.1295
"18190",-0.6898
"18191",-0.0713
"18193",-0.4002
"18194",-0.4113
"18197",0.6889
"18198",0.46295
"18201",1.0371
"18207",-0.3987
"18208",-1.1456
"18211",1.4457
"18213",-0.236
"18214",-0.9033
"18216",0.6615
"18218",-0.5479
"18220",1.3854
"18222",-1.25733333333333
"18223",-1.2101
"18226",1.0542
"18230",1.0844
"18231",-1.28835
"18247",-0.81395
"18256",0.2775
"18260",-1.2261
"18285",0.0807
"18286",0.5932
"18291",-0.1053
"18292",1.1711
"18294",1.996
"18295",-2.4722
"18300",-0.8621
"18301",6.5824
"18302",2.146
"18310",-1.7448
"18312",-3.7655
"18313",0.8595
"18314",-0.2191
"18315",-1.333
"18316",-0.2182
"18317",-0.3428
"18321",-0.4377
"18322",0.7244
"18323",-1.6367
"18329",0.5958
"18330",0.207
"18331",1.2995
"18341",-0.47195
"18343",0.1305
"18344",0.1484
"18348",-1.346
"18349",-0.1469
"18350",0.7961
"18351",-0.4841
"18352",-0.1117
"18354",0.1635
"18356",0.747
"18357",1.13005
"18361",-1.2886
"18362",2.9788
"18363",0.2981
"18365",-1.4572
"18367",0.0611
"18368",-1.1918
"18369",1.3313
"18370",0.3494
"18378",-0.4155
"18383",1.0397
"18386",0.1371
"18387",-1.3342
"18389",0.1439
"18390",0.898866666666666
"18392",-0.3501
"18400",0.8693
"18406",2.4322
"18408",-3.2671
"18412",0.8942
"18413",2.0615
"18414",5.89155
"18416",0.70085
"18417",3.1263
"18419",-1.1353
"18420",0.814
"18423",0.2204
"18424",1.2163
"18426",-0.0394
"18429",0.2964
"18430",-0.48015
"18431",0.2991
"18432",1.6425
"18436",-1.5179
"18438",3.96725
"18439",1.8805
"18440",-0.9579
"18441",0.7845
"18442",2.71055
"18451",1.16515
"18452",0.1349
"18453",-0.655
"18457",2.9545
"18458",-0.1159
"18459",1.56655
"18475",-0.393066666666667
"18477",-0.107
"18478",1.1087
"18479",1.1988
"18481",-1.3568
"18483",-0.6359
"18484",-1.1045
"18488",1.6369
"18503",2.788
"18504",-1.2395
"18505",-0.1961
"18506",1.904
"18507",-1.63685
"18508",0.0883
"18509",-0.7007
"18510",0.3123
"18511",0.57425
"18514",0.92575
"18515",-1.6114
"18518",-0.337
"18519",0.9515
"18521",1.0254
"18526",-0.7293
"18534",0.608
"18536",-0.9581
"18538",3.7881
"18541",-1.6519
"18542",-1.6925
"18545",0.21805
"18546",-0.0466
"18548",3.27605
"18550",2.3134
"18551",-0.5094
"18552",-0.576375
"18554",0.7319
"18555",0.0764
"18557",-0.1462
"18559",0.16845
"18566",4.2045
"18567",1.9421
"18569",-0.4972
"18570",0.1373
"18571",0.1921
"18572",-1.40246666666667
"18573",0.180525
"18574",-0.0372
"18575",-0.167
"18576",0.1754
"18577",1.3986
"18578",2.87813333333333
"18582",-3.0315
"18583",0.9269
"18585",1.0236
"18587",0.5842
"18588",2.1761
"18590",-0.52645
"18591",-0.30335
"18595",0.64385
"18597",-1.8992
"18598",0.7832
"18599",-0.9787
"18601",0.8379
"18602",2.21366666666667
"18605",0.9236
"18607",-0.4497
"18609",-0.4126
"18610",3.5374
"18613",4.7379
"18616",-0.2675
"18617",2.2711
"18618",0.85135
"18626",4.6715
"18627",-0.58465
"18628",0.8976
"18630",-0.9392
"18631",-0.7292
"18632",0.1637
"18633",1.1898
"18636",0.8186
"18637",-0.7153
"18639",3.5998
"18640",0.1174
"18641",-1.5869
"18643",4.347
"18646",4.2174
"18654",1.6996
"18655",-0.93125
"18663",0.6785
"18669",3.0018
"18670",1.6399
"18671",-1.0461
"18675",-0.4294
"18676",-1.9665
"18679",-1.5679
"18687",-0.6707
"18689",1.9567
"18693",-1.0527
"18700",2.1195
"18701",-1.051
"18703",-1.6416
"18704",-0.2696
"18705",3.05955
"18706",0.1988
"18707",1.2851
"18708",0.172575
"18710",-1.0674
"18711",1.94306666666667
"18712",4.6574
"18716",-0.4459
"18717",-0.8686
"18718",0.7772
"18720",1.25716666666667
"18733",1.85255
"18736",0.3313
"18738",1.0122
"18739",0.9423
"18740",-0.9214
"18741",0.00505
"18742",-0.7527
"18744",-0.2719
"18749",-0.3488
"18750",1.6723
"18751",-1.5236
"18752",-0.3219
"18753",-0.13715
"18754",0.8764
"18755",1.5854
"18759",-1.8981
"18760",0.1859
"18761",-1.4361
"18762",1.2603
"18763",-0.4333
"18766",1.4184
"18767",1.0277
"18768",1.7267
"18769",2.6838
"18770",2.4527
"18771",-0.5342
"18772",-0.3355
"18776",0.2948
"18777",0.6731
"18778",0.7132
"18779",1.7352
"18780",-1.2083
"18781",2.8707
"18783",4.0119
"18786",0.72385
"18787",5.6772
"18788",-0.69675
"18789",-0.0269
"18791",4.76405
"18792",1.586
"18793",6.2221
"18796",2.9177
"18797",0.1069
"18798",-0.4273
"18799",0.7496
"18802",-0.6468
"18803",-1.1612
"18805",-1.5947
"18806",-0.3111
"18810",-0.8418
"18813",0.1565
"18814",-0.0734
"18815",-1.04365
"18816",2.8519
"18817",1.6963
"18821",1.5841
"18822",-0.5385
"18823",-0.3412
"18824",4.7365
"18826",4.57985
"18828",6.8198
"18843",0.8175
"18844",0.5724
"18845",-2.5858
"18854",3.6974
"18857",0.414
"18861",0.8437
"18933",2.736125
"18935",-0.6726
"18938",0.05635
"18946",-0.472
"18947",-0.1527
"18948",-1.6643
"18949",1.3839
"18950",-0.4751
"18951",-0.8939
"18969",2.2011
"18971",0.37945
"18972",0.4797
"18973",1.4238
"18974",0.9003
"18976",1.747
"18979",-0.3455
"18983",0.2604
"18984",3.1075
"18985",0.6288
"18986",-0.1976
"18987",-0.5407
"18988",-1.6456
"18991",3.1987
"18993",0.3284
"18994",0.5643
"18996",0.786
"18997",-0.13915
"18998",0.63475
"18999",0.2964
"19009",-0.40285
"19011",8.17
"19012",-0.4194
"19013",1.8526
"19014",0.750733333333333
"19015",0.0248
"19016",-0.5944
"19017",-0.33405
"19018",-0.0764
"19023",0.4151
"19024",-0.55835
"19025",1.177075
"19035",0.8788
"19038",4.4983
"19039",8.5011
"19041",2.0224
"19042",1.3367
"19043",-0.4645
"19044",-0.2349
"19045",-2.4303
"19046",-1.2466
"19047",0.5125
"19051",-0.35005
"19053",0.49155
"19054",0.0466
"19056",0.06265
"19057",-0.3851
"19058",-0.34355
"19059",-0.155
"19060",-0.4167
"19062",-1.15245
"19063",1.5936
"19064",-0.7507
"19069",0.4012
"19070",-1.0648
"19073",7.6556
"19074",0.6679
"19079",0.9666
"19085",0.1638
"19087",-0.593033333333333
"19089",0.3875
"19092",-4.961
"19099",0.1824
"19106",8.5161
"19108",3.6101
"19109",-0.0418
"19110",0.7018
"19111",-0.2087
"19112",-0.1008
"19113",-0.1835
"19114",-0.5624
"19116",0.2015
"19118",2.0907
"19119",-0.0226
"19120",0.0102
"19122",1.8902
"19123",-0.2649
"19124",5.1893
"19125",-1.4343
"19126",-0.49335
"19127",0.631
"19128",3.7554
"19130",0.1564
"19132",0.2067
"19133",0.0213
"19134",0.216433333333333
"19141",3.4567
"19142",-1.8835
"19143",2.47165
"19144",3.9743
"19146",-0.5437
"19152",0.2257
"19153",0.8607
"19156",-0.75155
"19157",2.8451
"191578",-0.135
"19158",-0.9882
"19159",0.3883
"19164",1.8507
"19165",5.9972
"19166",2.8097
"19167",2.61525
"19170",2.7468
"19171",7.4654
"19172",1.8725
"19173",-1.5634
"19175",0.811
"19179",-1.1456
"19181",1.0257
"19182",-0.144
"19183",-0.06905
"19184",-2.72115
"19186",7.9918
"19192",-1.5058
"19193",-1.6943
"19194",1.1976
"19197",0.5027
"19201",1.3141
"19202",-0.3269
"19204",5.6426
"19205",5.114
"19207",0.15035
"19208",0.6671
"19210",-2.3307
"19211",-0.5596
"192113",0.2696
"192119",0.03255
"19212",-1.6564
"192120",0.7851
"19213",-5.7725
"19214",-0.9319
"192140",0.277
"19215",-0.432
"192157",2.0534
"192159",-2.1612
"19216",-1.1721
"192160",0.5397
"192166",-1.5811
"192167",-0.522
"19217",4.0833
"192174",2.3571
"192176",2.58413333333333
"19218",-0.5547
"192185",-0.7664
"192187",3.5134
"192188",0.2055
"19219",1.385
"192190",-0.0987
"192191",-1.8815
"192192",4.1092
"192193",5.3542
"192194",-0.7335
"192195",-0.411566666666667
"192196",0.93214
"192197",-0.9416
"192198",-0.4036
"192199",-1.4444
"192200",0.2816
"192201",-0.0553
"19221",1.80025
"192212",-0.1104
"19222",0.55495
"19223",-0.2575
"192232",1.2484
"192236",1.5113
"19225",4.706
"19226",0.9306
"19227",1.65855
"19228",-0.87915
"192285",0.8588
"192287",0.3596
"192289",-0.7247
"19229",0.68405
"192292",-0.385
"19230",0.87045
"19241",2.1344
"19244",-0.0790333333333333
"19245",-1.57555
"19246",5.55835
"19247",-0.646633333333333
"19248",1.01095
"19249",0.0501
"19250",0.963
"19252",-0.485
"19253",4.6251
"19255",-1.317
"19256",-1.685
"19258",-1.2692
"19259",-0.7646
"19260",-0.424
"19261",-0.00256666666666665
"19262",-0.1452
"19263",0.04435
"19264",4.77673333333333
"19265",4.5736
"192652",-1.11395
"192653",0.2169
"192654",0.2352
"192656",2.4772
"192657",2.19465
"192658",-0.2555
"192662",0.5923
"19268",-0.10965
"19270",0.4344
"19271",-0.75555
"19272",1.0194
"19273",1.0023
"19276",0.2021
"19277",0.2226
"192775",1.2542
"192786",1.7204
"19279",-0.5426
"19280",0.5257
"19281",0.6433
"19285",1.08838
"19288",6.68335
"19289",0.6502
"19294",2.27335
"192970",-1.5955
"192976",-1.5476
"19298",0.54055
"19299",-2.0786
"19300",1.3511
"193003",0.9257
"19301",0.7702
"19302",0.42745
"19303",-0.39045
"193043",0.60425
"19305",1.4711
"193053",1.27105
"193116",0.12615
"19317",0.4637
"19324",0.90855
"19325",2.87643333333333
"19326",-0.2753
"19328",0.352
"193286",2.5661
"19329",2.8558
"19330",0.1381
"19331",7.9801
"19332",5.8932
"19334",3.5689
"19335",0.03915
"19336",-0.05515
"193385",0.395666666666667
"19340",1.69375
"19341",1.1304
"19342",-0.0035
"19344",0.0207
"19345",-0.4313
"193452",1.0379
"19346",-0.9837
"19347",0.1031
"19348",3.1275
"19349",2.5203
"19352",0.47295
"19353",1.5285
"19354",6.20025
"19355",0.1174
"19356",-0.45085
"19357",1.2437
"19358",-0.1684
"19359",1.17035
"19360",0.1315
"19361",-0.0108
"19362",3.0717
"19363",-1.1869
"19364",-0.394533333333333
"19365",2.97175
"19366",1.99825
"19367",0.9974
"193670",1.79115
"19373",0.533333333333333
"19374",0.443
"193740",2.78305
"193742",0.6214
"19376",0.4049
"19377",-0.1868
"19378",5.1873
"193796",0.4164
"193813",1.4396
"19383",-0.0585
"19384",-0.3222
"19386",1.79845
"19387",-0.5592
"19400",0.7586
"19401",-0.4651
"19411",-0.0111333333333333
"194126",3.3688
"19414",-0.37795
"19415",0.4655
"19416",5.4622
"19417",-2.0375
"19418",-0.3692
"19419",2.2599
"194219",1.1841
"194309",1.2146
"19434",1.5017
"194352",0.8964
"194357",0.2763
"194388",0.7625
"194401",-0.1149
"194590",-0.94335
"194655",0.417
"194738",-0.5488
"194744",3.4545
"194854",-0.6108
"194908",0.4572
"194952",0.8655
"194974",0.7868
"195018",0.49345
"195040",-1.7802
"195046",0.4096
"195208",2.4626
"195209",-0.5934
"195236",0.6024
"195296",-0.1524
"195333",-1.1983
"195434",-0.0027
"195522",2.148
"195564",2.1889
"195733",-0.04765
"195772",0.502
"19645",-0.43625
"19646",0.741066666666667
"19647",0.61785
"19649",-1.0895
"19650",6.243
"19652",2.1645
"19654",-0.203633333333333
"19655",0.02205
"19656",0.3373
"19659",1.95685
"19660",-1.5212
"19661",0.4555
"19662",-1.9453
"19663",1.68913333333333
"19664",1.1914
"19668",0.5178
"19671",-0.83025
"19672",2.7091
"19674",1.8021
"19679",-0.55285
"19683",-0.4503
"19684",1.52145
"19687",0.4617
"19691",-0.0137
"19692",-1.0845
"19693",0.5739
"19694",1.4734
"19695",1.7647
"19696",2.1148
"19697",3.9123
"19698",7.1951
"19699",0.7065
"19700",-0.7527
"19703",4.4703
"19704",-0.242
"19707",1.3015
"19708",2.0737
"19711",-1.1368
"19712",1.6565
"19713",-1.5396
"19714",-0.5201
"19718",-0.0626
"19719",-0.2018
"19720",-0.9171
"19724",0.3652
"19725",0.5621
"19726",1.9537
"19727",0.4485
"19729",-0.1663
"19730",0.6159
"19731",2.9921
"19733",1.4184
"19734",2.5444
"19735",-0.47465
"19736",-1.40995
"19739",-0.2258
"19743",-0.8935
"19744",-0.5353
"19752",-0.335
"19763",0.3049
"19766",5.06
"19769",2.71085
"19773",3.7447
"19775",1.1653
"19777",1.73386666666667
"19782",-0.6387
"19819",-0.2179
"19820",3.09846666666667
"19821",1.0102
"19822",3.50366666666667
"19824",-0.7488
"19826",-0.39125
"19877",0.141
"19878",0.4277
"19879",0.298
"19881",-0.3965
"19882",2.571
"19883",-3.13455
"19885",0.0908
"19886",-1.0529
"19888",-0.9247
"19889",2.14453333333333
"19891",-0.91605
"19892",0.2364
"19893",0.1061
"19899",3.8917
"19933",-2.3816
"19934",0.6878
"19935",-3.4742
"19943",0.6143
"19988",0.1562
"20014",0.21125
"20016",-0.2133
"20017",0.3762
"20018",0.1592
"20019",2.0584
"20020",0.8856
"20021",1.8461
"20022",0.6909
"20024",0.7982
"20028",1.1276
"20044",2.0033
"20054",-0.0533
"20084",0.1486
"20085",1.1116
"20088",1.17605
"20091",0.7354
"20103",3.2142
"20111",-0.76955
"20115",0.545
"20128",4.06175
"20129",1.0683
"20130",5.0599
"20132",0.0809
"20135",2.2381
"20147",-0.5555
"20148",-0.13255
"20163",-0.0057
"20166",1.4705
"20168",-0.2354
"20170",0.4721
"20174",-1.4847
"20181",0.3084
"20182",-0.9234
"20183",2.6486
"20184",-1.4979
"20185",-0.154575
"20186",1.3175
"20187",-0.1674
"20190",-0.3463
"20191",1.4927
"20192",-0.45252
"20194",4.1075
"20195",2.27276666666667
"20196",-0.6334
"20197",0.7565
"20198",4.2934
"20199",0.8919
"20200",7.2316
"20201",0.0128
"20202",-0.412
"20204",3.7791
"20211",-0.5256
"20215",-0.9155
"20216",0.1472
"20218",0.4799
"20219",0.1474
"20222",0.3607
"20224",3.27605
"20226",0.2412
"20227",-0.2215
"20229",8.19575
"20231",-0.61135
"20234",1.0147
"20238",0.15065
"20239",0.9977
"20248",1.1056
"20254",0.0858
"20259",0.1508
"20264",0.671
"20269",-1.7717
"20271",0.216933333333333
"20272",1.7406
"20273",2.7011
"20274",-1.4866
"20276",0.6332
"20277",1
"20278",3.6298
"20284",-3.6601
"20286",0.3074
"20287",6.47
"20288",4.23205
"20290",-0.1868
"20292",2.7552
"20293",2.6142
"20295",0.7319
"20296",3.5365
"20297",3.0141
"20299",0.7188
"20300",-0.12955
"20302",2.4931
"20303",2.344
"20304",3.1627
"20305",6.1885
"20306",4.34365
"20307",4.8392
"20308",4.5451
"20309",-0.3508
"20310",1.4574
"20311",4.7781
"20312",0.8425
"20315",-0.0277
"20317",-4.7462
"20318",1.54186666666667
"20319",0.1783
"20321",3.4835
"20322",-3.2277
"20324",0.4351
"20333",0.81675
"20334",-0.1995
"20335",1.4352
"20336",0.72775
"20338",1.2625
"20339",3.0104
"20343",5.8524
"20344",1.9462
"20345",3.89415
"20346",-0.154566666666667
"20347",-1.7209
"20349",-0.76745
"20350",-0.01145
"20351",1.1051
"20352",2.1033
"20353",1.08795
"20354",2.8263
"20356",0.2792
"20357",-0.09855
"20358",-0.2399
"20360",0.90805
"20361",0.3547
"20362",0.1686
"20363",0.0026
"20364",4.9001
"20371",0.6206
"20375",3.8089
"20377",4.6281
"20379",0.3753
"20382",3.522
"20383",1.6459
"20384",0.54895
"20387",-0.44715
"20388",2.6508
"20390",1.3175
"20391",0.3681
"20393",4.2077
"20397",1.00695
"20400",0.3612
"20401",1.3999
"20402",0.225466666666667
"20403",0.509433333333333
"20405",-0.1564
"20408",-1.828
"20409",2.2823
"20410",2.6292
"20411",-0.1592
"20415",3.7111
"20416",2.9359
"20418",-0.3908
"20419",3.0109
"20422",-0.4834
"20423",-0.4263
"20425",-0.3315
"20429",0.6196
"20430",0.0575666666666667
"20431",-0.4238
"20437",1.5784
"20440",-0.56005
"20441",0.0738
"20442",4.9874
"20443",1.1844
"20444",-1.1154
"20445",0.4322
"20446",0.22145
"20447",0.273
"20448",1.52885
"20449",0.0186
"20450",0.8138
"20454",1.1491
"20459",1.164
"20460",0.05315
"20462",1.58065
"20464",0.9071
"20465",-0.7985
"20466",0.7733
"20467",2.18225
"20469",1.7737
"20471",1.2528
"20472",-0.6281
"20473",-1.5412
"20476",-0.0759
"20479",1.6319
"20480",0.0964
"20481",0.690033333333333
"20482",2.69805
"20491",0.98035
"20492",1.7812
"20493",1.6542
"20494",0.154166666666667
"20495",0.0914
"20497",0.1259
"20498",-0.8923
"20499",2.6838
"20500",-0.7112
"20501",-0.7133
"20502",-0.1093
"20503",0.9907
"20504",1.047
"20505",0.9497
"20508",-0.0442
"20509",1.1312
"20510",1.0164
"20511",-0.675
"20512",-0.5452
"20513",2.6319
"20514",5.4558
"20515",0.0192
"20516",-0.59715
"20517",0.769
"20518",2.1195
"20519",0.9173
"20521",0.3172
"20522",0.91415
"20524",1.6268
"20525",0.4377
"20526",0.3217
"20528",0.0672
"20529",2.2941
"20530",4.43735
"20531",0.3035
"20532",-2.6503
"20533",-1.9964
"20534",0.61305
"20535",-0.1066
"20537",0.2578
"20538",-1.5232
"20539",-0.9107
"20540",4.6198
"20541",-0.031525
"20544",0.04285
"20555",3.5668
"20556",4.7362
"20558",3.8566
"20562",0.3517
"20563",-1.6361
"20564",-1.4208
"20568",4.8374
"20583",1.6017
"20585",-0.2874
"20586",-0.541933333333333
"20587",0.948
"20588",0.6237
"20589",-0.7765
"20591",-0.3739
"20592",0.8532
"20599",0.2058
"20600",0.6609
"20602",-1.7595
"20605",1.2778
"20606",-3.3639
"20607",-0.3185
"20608",-0.4848
"20610",-0.2522
"20612",3.27365
"20613",4.3264
"20614",-1.8723
"20615",-1.2145
"20618",-0.1834
"20619",3.855875
"20620",-1.2901
"20621",1.3021
"20624",0.2293
"20637",0.28585
"20638",4.1422
"20639",1.7735
"20641",0.7421
"20643",0.9965
"20649",1.1421
"20650",0.74955
"20652",2.82743333333333
"20655",-1.6468
"20656",7.8528
"20657",0.888
"20658",-1.00055
"20662",1.6468
"20664",-0.2057
"20665",0.2744
"20666",-0.196783333333333
"20667",-1.6851
"20668",-0.7339
"20669",0.0381
"20670",0.1779
"20671",0.0346666666666667
"20672",1.1041
"20674",0.0019
"20675",-0.3466
"20677",1.5577
"20678",-0.9183
"20679",0.577725
"20680",1.0713
"20682",1.72085
"20683",0.4687
"20684",5.8114
"20687",-0.7583
"20688",-0.1264
"20689",-1.57645
"20690",-0.1693
"20692",-0.11325
"20698",3.13845
"20706",-0.0035
"20707",-0.1468
"20708",4.4395
"20710",-0.9532
"20714",-0.5956
"20715",7.4224
"207151",0.5809
"207157",-0.5641
"20716",5.2321
"207165",-0.4178
"207175",-3.7144
"207181",0.2493
"207182",-0.1092
"20719",0.9782
"20720",0.0862
"207213",1.1837
"207214",-1.095525
"207215",1.28385
"20723",5.11945
"20724",2.357
"20725",3.0141
"207259",0.69005
"20726",1.7777
"20728",1.6123
"20729",0.78615
"20730",-1.2876
"207304",-2.491
"20731",-0.4231
"20732",3.1073
"207352",1.94185
"20737",3.53953333333333
"207375",1.2747
"20738",0.5531
"20739",-0.0704
"20740",-2.52245
"20742",-0.535625
"207425",0.8565
"20743",2.2448
"20744",-0.2345
"20745",0.4188
"20747",-0.1111
"207474",-0.87275
"207495",-0.8784
"20750",2.2779
"207521",1.43026666666667
"20753",2.5289
"20754",0.0446
"20756",0.5414
"20758",1.0994
"207596",-0.23065
"20760",0.6069
"20761",1.3237
"207615",-0.0584
"207618",-0.1956
"20762",0.135
"20764",-0.6569
"20766",1.5245
"207667",0.4748
"20768",-0.7327
"207683",-0.2061
"20770",-1.2172
"207704",-0.2754
"20773",4.30056666666667
"20776",0.347
"20778",2.1731
"207781",-1.2898
"207785",-0.29275
"20779",-1.3988
"207798",0.2218
"207818",5.4082
"207819",2.4949
"207839",2.01135
"207854",1.2384
"20787",3.3478
"20788",0.33645
"207911",-1.6384
"207920",-0.6333
"207921",-0.402
"207932",0.56315
"207952",3.308
"207958",1.4807
"207965",1.5509
"208043",0.943066666666667
"20807",0.0724
"208076",0.01285
"208079",-0.4401
"208084",0.367
"208092",-0.0443
"208098",0.8865
"20810",0.2678
"208104",0.6853
"20811",1.6599
"20813",-0.5156
"208144",1.4424
"20815",-2.12345
"208151",0.4395
"208154",0.4245
"208166",-1.0477
"208169",1.5265
"20817",-1.11825
"208171",1.9569
"208177",-0.4812
"20818",-0.56675
"208188",-0.35905
"208194",-1.0808
"208198",0.505
"20821",6.5266
"208211",-0.3337
"208213",-1.4914
"20822",-1.0081
"208228",1.3029
"20823",-3.5198
"208258",0.8171
"20826",0.7562
"208263",6.1195
"208266",0.8239
"208285",-1.4626
"208292",1.9708
"20832",1.12365
"20833",-1.5649
"20834",2.4484
"208372",-0.3577
"20840",-2.1905
"20841",-1.4607
"20842",0.57785
"208426",-0.9052
"20843",-0.17055
"208431",-1.366
"208439",-0.3562
"20844",-1.09533333333333
"208440",-0.59975
"208449",-0.3991
"20845",0.28185
"20846",7.240575
"20847",6.5813
"20848",9.1598
"20849",5.3536
"20850",1.9357
"20851",0.9514
"208518",-1.2968
"20852",3.696
"20853",-1.3152
"20855",-0.916533333333333
"20856",0.162
"208583",1.4309
"20860",1.4897
"208606",-0.842
"208624",0.327
"208628",0.7608
"20863",0.0206
"208634",-2.2728
"208638",-1.9317
"208643",-0.2116
"208647",1.1733
"208659",0.72305
"20866",-0.6541
"208665",-0.1742
"208677",-0.1578
"20868",0.41865
"20869",0.4112
"208715",-1.4492
"208718",-0.48095
"20872",-4.36165
"208727",-0.7925
"20873",-0.908933333333333
"20874",0.9815
"208748",0.0454
"208760",-1.7858
"208768",-0.9153
"20877",3.8074
"20878",1.8067
"208836",1.27185
"208846",1.5676
"208869",1.6688
"20887",2.9191
"20888",0.4661
"208890",0.1445
"20890",-0.4621
"20892",-5.2743
"208922",2.3548
"20893",4.9653
"208936",0.5529
"208941",0.876
"208943",0.18195
"208968",0.0549
"20897",-1.4769
"20899",2.782
"208990",4.3456
"208994",0.0642
"209003",1.0638
"20901",0.61765
"209011",0.26965
"209012",0.06255
"209018",-1.6939
"209027",-0.1987
"209032",0.6219
"209039",1.3031
"209047",-0.4293
"20905",-0.336
"20908",1.249475
"209086",6.3119
"20909",0.703
"209091",1.821
"20910",-0.2882
"20911",5.032
"20912",5.0577
"20913",-0.4613
"209131",-0.7688
