"","GSE53784_WNV_vs_Control","GSE53784_JEV_vs_Control"
"319263",-0.27165,-0.1831
"319266",-0.3147,-0.2099
"319277",0.2884,0.4675
"319278",-0.0799,0.0999
"319293",0.1867,-0.055
"319317",-0.2726,-0.1125
"319322",-0.1239,-0.1263
"319336",0.0447,-0.0764
"319352",-0.4565,-0.0303
"319387",-0.4444,-0.4853
"319388",-0.0708,-0.2801
"319415",-0.0703,-0.0934
"319430",0.0774,-0.2013
"319433",-0.0698,0.0227
"319446",1.8089,0.9717
"319448",0.9503,0.8044
"319455",-0.9017,-0.3076
"319472",-0.2592,-0.1341
"319475",-0.2165,-0.1476
"319476",-0.1377,0.0517
"319477",-0.4341,-0.279
"319478",-0.654,-0.3603
"319480",0.6357,0.1091
"319481",-0.0664,-0.2528
"319486",0.0582,0.0355
"319503",-0.0121,-0.1413
"319504",-1.0258,-0.5212
"319508",-0.1124,-0.1217
"319513",-0.0446,-0.1204
"319518",-0.1016,0.0111
"319520",1.6038,0.6396
"319530",0.0658,0.1566
"319535",-0.2552,-0.187
"319552",0.0997,-0.0449
"319556",-0.0528,-0.0453
"319562",-0.2354,0.1397
"319564",-0.0665,-0.156
"319565",-0.1384,-0.04565
"319579",-0.0528,0.1859
"319581",-0.0121,-0.0392
"319582",-0.8554,-0.1936
"319583",-0.1188,0.0449
"319586",-0.641,-0.4251
"319594",0.27,0.1116
"319601",0.6211,0.3399
"319604",-0.6053,-0.3028
"319613",-0.2447,-0.178
"319615",-0.3416,-0.0672
"319616",-0.1444,-0.0322
"319618",0.3142,-0.01
"319622",0.2944,0.30965
"319625",-0.0952,-0.1335
"319634",0.2941,0.3322
"319636",-0.7711,-0.3432
"319638",0.271,0.3437
"319642",-0.6149,-0.7596
"319651",0.4119,0.1581
"319653",-0.5428,-0.3164
"319655",-0.5201,-0.5697
"319660",-0.7792,-0.6922
"319665",0.1181,-0.0261
"319670",-0.49365,-0.27565
"319675",-0.1141,-0.0042
"319695",-0.0389,0.0314
"319701",0.0453,0.1658
"319710",0.3358,-0.044
"319713",-0.5864,-0.1555
"319719",0.0312,0.2562
"319734",-0.0324,-0.2934
"319740",0.2198,0.1085
"319742",0.455,0.6473
"319743",0.0474,-0.1389
"319748",0.3459,0.2126
"319757",-0.3872,-0.4153
"319758",-0.4859,-0.1738
"319760",0.0267,-0.0578
"319765",1.075,0.4019
"319767",-0.3093,-0.1499
"319772",0.1458,0.1272
"319776",-0.14,-0.4659
"319800",0.3189,-0.2259
"319801",-0.2076,-0.2437
"319803",0.2371,0.0035
"319804",-0.2768,-0.1574
"319807",-0.6129,-0.309
"319817",0.1158,0.0112
"319818",-0.1227,-0.188
"319819",-0.0707,0.0486
"319822",0.6638,0.0754
"319829",0.1961,0.3648
"319832",-1.2424,-1.2294
"319845",-0.5624,-0.5691
"319848",-0.1086,-0.0311
"319859",0.6774,0.2126
"319865",-0.1311,-0.3315
"319875",0.1256,0.384
"319876",0.0179,-0.0959
"319880",0.7481,0.2093
"319885",-0.12255,0.1589
"319887",0.0248,-0.1723
"319888",0.4451,-0.0488
"319899",-0.142606666666667,-0.365786666666667
"319901",-0.7032,-0.405
"319909",0.8578,-0.0203
"319922",-0.5983,-0.4963
"319924",-0.6908,-0.6388
"319930",0.0325,-0.0684
"319934",0.2201,0.0367
"319939",0.2776,-0.2771
"319942",-0.066,-0.1695
"319944",-0.1386,-0.3274
"319953",-0.492,-0.3723
"319955",0.6013,0.3411
"319960",0.3251,0.3224
"319965",-0.2003,-0.1173
"319974",-0.741,-0.1412
"319984",-1.0875,-0.6192
"319991",-0.08995,-0.09655
"319996",0.0014,-0.3813
"319997",0.5743,0.5627
"319998",0.6819,0.1562
"320001",0.0439,-0.122
"320004",0.1204,0.2999
"320007",-0.6832,0.0126
"320011",0.025,0.1632
"320022",0.1898,0.0094
"320024",-0.4332,-0.3025
"320027",-0.7647,-0.1457
"320040",-0.0296,-0.1835
"320046",-0.5333,-0.3681
"320051",-1.4065,-0.3492
"320078",-0.1437,0.0879
"320080",0.1725,0.2494
"320082",0.0763,0.0735
"320091",-0.0598,-0.3452
"320095",-0.1173,-0.148
"320099",-0.0404,-0.2348
"320100",-0.0031,-0.0744
"320106",-0.0447,0.1355
"320111",-0.3035,-0.626
"320116",2.0368,0.0553
"320118",-0.0489,0.1153
"320119",-0.0667,-0.1272
"320127",-0.2165,-0.3082
"320129",-0.7882,-0.3899
"320135",0.1965,0.1409
"320138",-1.0101,-0.4941
"320139",0.1228,0.1403
"320145",-0.0071,0.1547
"320148",1.1582,0.5308
"320150",-0.73015,-0.3177
"320158",-0.3423,-0.4686
"320159",0.2416,0.199
"320162",-0.0984,0.0907
"320165",-0.1622,-0.3138
"320181",0.3496,0.0122
"320183",0.2085,-0.1143
"320184",0.1816,-0.1103
"320187",1.4097,0.4849
"320191",-0.4401,-0.3708
"320202",0.1898,0.0683
"320204",0.0177,0.021
"320207",0.7731,0.5712
"320208",-0.524,-0.3084
"320209",-0.1036,-0.2043
"320213",0.1763,0.113
"320214",0.3142,-0.0465
"320225",0.1418,-0.0481
"320226",-0.1106,-0.0729
"320230",-0.6275,-0.4443
"320234",-0.2384,0.1502
"320237",-0.4963,-0.2949
"320244",-0.4516,-0.3193
"320253",0.2619,0.0265
"320256",-0.0914,-0.0628
"320262",-0.6647,-0.3372
"320265",-1.0791,-0.7925
"320267",0.4123,0.2481
"320268",-0.9505,-0.5814
"320271",-0.4688,-0.2102
"320277",-0.0585545454545454,-0.0598681818181818
"320292",0.2062,0.1357
"320299",0.2618,-0.0081
"320302",-0.0494,-0.3646
"320309",0.0572,0.0396
"320311",-0.9938,-0.3138
"320332",0.1979,-0.0613
"320343",-0.271,-0.2821
"320351",1.438,0.8019
"320352",-0.0648,-0.1341
"320355",0.1052,0.1554
"320360",0.2041,-0.0137
"320365",-1.1062,-0.526
"320376",-0.5747,-0.3474
"320377",0.8665,0.8563
"320383",-0.323,-0.1641
"320394",0.0068,0.3447
"320398",-0.2479,-0.1184
"320404",0.6245,0.4404
"320405",-1.2485,-0.286
"320407",0.414,0.3031
"320411",-0.0037,-0.3329
"320415",-0.239,-0.0521
"320429",0.06155,-0.04245
"320435",0.424,0.2435
"320438",-0.6834,-0.1607
"320440",-1.3053,-0.4562
"320452",0.6306,0.0074
"320454",0.1085,0.051
"320456",0.0389,-0.21
"320460",-0.9527,-0.4146
"320469",-0.1201,0.0891
"320472",-0.4038,-0.3867
"320473",-0.7864,-0.4826
"320479",-0.0581,-0.0752
"320484",0.3238,0.1843
"320487",-0.0479,-0.1001
"320492",-0.9486,-0.4384
"320495",-1.2285,-0.5552
"320500",-0.4581,0.0747
"320502",-0.0483,0.1045
"320506",-0.3719,-0.2961
"320508",-0.359,-0.2063
"320509",0.075,0.0787
"320522",0.0016,0.0254
"320528",-1.0074,-0.5124
"320534",0.8715,0.586
"320538",-0.0669,0.0466
"320541",-0.04,0.0101
"320554",-0.8347,-0.3733
"320557",0.1943,0.4003
"320558",0.0831,0.1629
"320560",-0.12645,-0.2531
"320563",-0.1414,0.1263
"320569",5e-04,-0.0646
"320571",0.1383,0.0102
"320581",0.3103,0.06375
"320587",-0.4354,-0.7125
"320590",0.1509,-0.085
"320593",-0.3252,-0.2201
"320595",0.2136,0.4003
"320600",-0.1338,-0.0647
"320604",0.3172,0.1374
"320609",-1.2228,-0.4285
"320615",-0.2934,-0.1254
"320616",-0.1582,-0.262
"320621",0.1047,0.1342
"320631",0.2722,0.144
"320632",-0.0012,0.1765
"320633",-0.4683,-0.1204
"320634",-0.5617,-0.3426
"320635",0.5304,0.7715
"320640",0.055,0.072
"320655",0.0994,0.1372
"320661",0.1018,-0.0835
"320662",0.5661,-0.1131
"320664",0.0344,-0.1876
"320671",-0.1125,0.125
"320678",-0.1034,0.2269
"320679",-0.4595,-0.1411
"320683",-0.2239,-0.2283
"320685",-0.2324,-0.1864
"320696",-0.0011,-0.0291
"320701",0.0847,-0.2016
"320705",-0.8319,-0.653
"320706",-0.2373,-0.2495
"320707",-1.3169,-0.5088
"320709",-0.0314,-0.372
"320712",-0.9741,-0.2161
"320713",0.3409,0.1714
"320714",0.1036,0.0423
"320717",-0.1165,-0.0502
"320718",0.1621,-0.0465
"320720",0.2978,-0.3582
"320727",-0.7662,-0.3216
"320734",0.0165,-0.1466
"320736",-0.0787,-0.2581
"320747",-0.3629,-0.3673
"320752",-0.0737,-0.2557
"320757",0.11,-0.0877
"320761",0.0015,-0.0721
"320769",-0.0705,0.1775
"320770",0.5365,0.458
"320772",-0.51295,-0.55645
"320775",-0.1188,-0.3698
"320782",0.5138,0.2629
"320790",-0.259693333333333,0.109073333333333
"320795",0.3467,0.1452
"320799",-0.0207,-0.1713
"320802",-0.0361,-0.0274
"320806",-0.2425,-0.0395
"320808",-0.1764,0.0691
"320816",0.1347,0.0769
"320817",-0.31295,-0.1377
"320825",-0.7851,-0.8485
"320827",-0.4223,-0.162425
"320840",-0.9956,-0.3718
"320844",0.5566,0.4117
"320845",-0.2314,-0.3075
"320858",-0.13655,-0.11425
"320864",-0.0395,0.0303
"320865",-1.0091,-0.2339
"320869",-0.1672,-0.2356
"320871",-0.0375,-0.4355
"320873",-1.004,-0.6592
"320878",-0.0535,-0.2858
"320910",-0.5265,-0.425
"320916",-0.8868,-0.0994
"320923",0.251,0.136
"320924",-0.4749,-0.1355
"320938",0.1858,0.1913
"320939",0.076,-0.159
"320940",-0.1781,-0.1559
"320942",-0.1414,-0.0299
"320946",-0.0138,0.0083
"320949",-0.1754,-0.1364
"320951",0.1807,0.2088
"320952",0.0107,-0.3154
"320966",0.3022,0.1546
"320974",-0.0573,-0.2552
"320977",-0.7596,-0.4191
"320981",-1.2902,-0.9996
"320982",0.0593,0.1376
"320995",0.1151,0.0245
"320997",0.0357,-0.0092
"321000",0.5453,0.2065
"321003",0.4582,0.4121
"321006",0.3356,0.2115
"321007",-0.4336,-0.255
"321008",-0.1975,-0.2032
"321010",-0.0696,-0.0532
"321014",-0.073,0.1733
"321015",0.1069,-0.173
"321018",0.0371,0.0229
"321019",-0.0306,-0.358
"321020",0.0162,-0.01495
"321022",0.4454,0.1625
"326618",1.0848,0.7245
"326622",-0.2282,-0.1058
"326623",0.0616,-0.0075
"327655",-0.2606,-0.0579
"327743",-0.0344,-0.1425
"327747",-0.2459,-0.0442
"327762",0.1527,-0.1157
"327766",0.1094,-0.1406
"327799",0.1474,0.0265
"327814",-0.1437,-0.007
"327824",-0.2379,-0.0376
"327826",-0.1367,-0.1981
"327860",0.1168,-0.0157
"327900",-0.5793,-0.4888
"327942",0.0173,0.2079
"327951",-0.5397,-0.2336
"327954",0.1119,-0.0231
"327956",-0.0136,0.0092
"327957",1.4707,0.9689
"327958",-0.4334,-0.5353
"327959",3.2125,3.601
"327963",0.2013,-0.1295
"327978",3.0435,3.0061
"327987",0.5192,0.4039
"327988",0.2011,-0.0853
"327992",0.0196,0.0997
"328019",-0.0353,0.194
"328035",-0.2663,-0.2363
"328059",0.1002,0.0701
"328092",-0.2145,-0.0688
"328108",-0.0206,0.1446
"328110",0.2569,0.1933
"328133",0.2616,0.1519
"328162",0.4477,0.4507
"328186",-0.3202,-0.1383
"328231",0.0883,0.1996
"328232",-0.145,-0.1344
"328234",-0.7182,-0.2568
"328250",0.0455,0.0914
"328258",-0.0485,-0.0741
"328274",-0.0838,-0.1161
"328309",-0.1898,-0.2498
"328320",0.3754,-0.0182
"328329",0.4478,-0.1253
"328354",0.08095,0.23465
"328365",0.137666666666667,-0.0126666666666667
"328370",0.2211,0.5585
"328381",0.0624,0.0312
"328401",0.1128,-0.1609
"328424",-0.1723,-0.1497
"328440",0.407,0.1747
"328448",0.0427,-0.1045
"328479",-0.4916,-0.2737
"328483",-0.0497,-0.3611
"328505",0.0828,0.7144
"328572",0.1768,0.2642
"328573",0.08165,0.06985
"328580",-0.36135,0.02685
"328643",-0.82275,-0.6101
"328657",0.1677,0.0175
"328660",0.0122,0.0119
"328695",0.2617,0.2692
"328699",-0.0242,-0.1019
"328734",-0.7719,-0.0046
"328779",0.0713,-0.1655
"328780",-0.0369,8e-04
"328783",0.5642,0.2283
"328788",-0.0334,0.0546
"328789",-0.3907,0.026
"328795",0.2507,0.0347
"328801",0.1265,0.2429
"328829",0.0422,0.0741
"328830",0.9095,0.9119
"328833",1.5648,1.1095
"328839",0.0314,-0.0306
"328845",0.4348,0.13
"328918",-0.1894,-0.2022
"328949",-0.1745,-0.1225
"328967",-0.0282,0.3412
"328971",0.285,0.3976
"328977",0.0944,0.1128
"329002",-0.3026,-0.2673
"329003",0.6892,0.2435
"329015",-0.3794,-0.1776
"329047",-0.0808,-0.1228
"329056",-0.1834,-0.4489
"329064",0.11,-0.2054
"329065",0.3102,0.0495
"329093",-0.052,-0.0751
"329152",-0.1479,-0.4078
"329154",0.0329,-0.0627
"329165",-0.6588,-0.4704
"329178",-1.06285,-0.4985
"329207",0.2067,0.2308
"329244",0.1646,0.1018
"329251",-0.506985714285714,-0.459485714285714
"329252",-0.294,-0.2327
"329260",0.0454,0.0029
"329274",-0.8766,0.0105
"329278",0.2087,-0.1676
"329307",-0.1382,-0.0722
"329324",-0.0893,0.0016
"329360",-4e-04,-0.1801
"329366",-0.3824,-0.0659
"329375",0.0989,0.0188
"329384",0.1739,0.0815
"329416",1.1865,0.1165
"329421",0.5375,-0.0214
"329436",0.0144,0.0631
"329460",-0.0255,-0.0446
"329470",0.1731,0.0625
"329480",-0.0418,-0.0042
"329482",-0.000350000000000003,-0.2049
"329502",-0.7496,-0.0557
"329504",0.4067,0.7245
"329506",0.1415,0.11145
"329509",-0.0572,-0.0038
"329513",0.0619,-0.1216
"329514",0.0531,-0.0717
"329540",-0.2573,-0.0477
"329547",0.212,0.0365
"329554",-0.0912,-0.2775
"329557",0.3358,-0.1904
"329559",0.3638,0.2574
"329562",0.1603,0.0073
"329581",-0.1188,0.0801
"329584",-0.0402,-0.0922
"329626",-0.061,-0.0095
"329628",-0.4696,-0.4532
"329633",0.13,0.0596
"329641",0.264,-0.0547
"329650",-0.9958,-0.4615
"329659",-0.2783,0.3805
"329679",0.7201,0.6241
"329693",0.2512,-0.2486
"329702",0.3872,-0.011
"329716",0.0429,0.1361
"329727",0.4547,0.11
"329731",0.1836,-0.2518
"329735",-1.958,-1.169
"329738",0.1561,-0.0471
"329739",-0.389,-0.5529
"329763",0.131,0.6613
"329777",-0.6833,-0.3342
"329795",0.3096,0.5263
"329828",-0.8753,-1.1871
"329831",-0.0536,-0.0051
"329839",-0.0271,0.1326
"329872",-0.1722,-0.611
"329877",0.2365,0.1867
"329908",0.1521,0.21385
"329909",-0.197,-0.0944
"329910",-0.4349,-0.4583
"329918",0.155,-0.1211
"329919",0.0166,-0.125
"329934",0.0502,-0.1776
"329941",-0.0379,-0.1605
"329942",-0.0213,-0.3027
"329954",0.0173,-0.0051
"329972",-0.0809,0.1265
"329977",0.38085,0.1786
"329986",0.217,-2e-04
"330004",-0.0798,0.0214
"330010",-0.0513,-0.012
"330050",-1.0216,-0.4053
"330064",-0.0146,0.0544
"330086",-0.03,0.2572
"330096",-0.071,-0.1307
"330119",-0.99024375,-0.49251875
"330122",0.0276,0.253
"330149",0.066,0.09795
"330164",-0.357,-0.0608
"330171",0.1842,-0.0512
"330173",-0.4113,-0.2107
"330177",-0.0192,0.2417
"330188",0.07,-0.1063
"330189",-0.1931,-0.07
"330192",-0.0243,0.301
"330216",-0.5319,-0.0612
"330217",-0.2991,-0.348
"330222",-0.0371,0.052
"330228",0.3564,-0.1356
"330260",-0.1563,-0.2956
"330267",-0.7905,-0.5886
"330277",0.1187,-0.0052
"330286",-0.7623,-0.2774
"330301",-0.1463,0.0973
"330305",0.198,0.1067
"330319",-0.3489,-0.1813
"330323",0.1624,0.1728
"330355",-0.357866666666667,-0.168133333333333
"330361",-0.1287,0.0796
"330369",-0.5288,-0.2097
"330379",1.1471,0.1968
"330401",-0.4412,-0.1672
"330403",6e-04,-0.0316
"330406",0.2029,0.083
"330409",-0.4019,-0.03
"330428",0.0183,-0.1056
"330440",0.0311,0.2628
"330450",-1.1765,-0.7003
"330460",-0.1076,-0.0734
"330463",-0.3472,-0.0963
"330470",-0.0703,-0.1176
"330474",0.0737,0.0104
"330483",0.0434,0.1336
"330485",-1.0193,-0.4886
"330490",0.1001,-0.1554
"330502",-0.2269,0.3309
"330503",-0.5289,-0.235
"330513",-0.2552,-0.0392
"330552",-1.3657,-0.682
"330554",-0.1,0.1071
"330577",-0.2877,-0.1055
"330578",0.1441,-0.1019
"330602",-0.2934,-0.2303
"330627",0.6649,0.4371
"330657",-0.0758,-0.2075
"330660",0.1164,0.2155
"330662",-0.2442,-0.3221
"330671",-0.2156,-0.0239
"330695",-1.2734,-0.9079
"330721",0.1425,-0.0214
"330723",0.75,0.9566
"330776",0.0042,0.042
"330790",-1.2333,-0.7223
"330812",-0.4275,-0.1997
"330814",-0.9158,-0.6348
"330817",0.1755,0.1101
"330820",0.3555,0.0597
"330830",0.2502,-0.0815
"330836",-0.0328,0.0461
"330837",-0.0793,-0.0314
"330863",0.0459,0.3354
"330890",0.2227,0.1304
"330908",-1.3062,-0.6776
"330914",-1.3564,-0.9228
"330921",0.2724,0.4514
"330938",-0.5308,-0.6973
"330941",-1.1691,-0.5021
"330953",-0.3703,-0.0596
"330959",-0.3695,-0.3002
"330962",-0.0322,-0.1045
"330963",-0.1783,0.1391
"330998",-1.1505,-0.6848
"331004",0.0669,0.0325
"331026",0.705,0.7084
"331046",0.4588,0.3094
"331063",0.1318,-0.077
"331374",-0.3368,-0.191
"331392",-0.3804,-0.3421
"331401",-0.1361,-0.1395
"331416",0.0519,-0.0027
"331424",-0.6386,-0.5304
"331461",-1.1545,-0.4422
"331474",0.3039,0.2124
"331487",-0.6627,-0.0564
"331491",0.1633,-0.2014
"331493",0.0276,-0.0473
"331524",-0.0778,0.2604
"331532",-0.916,-0.4806
"331535",0.0559,0.0118
"331537",0.1098,0.0285
"331547",0.0135,-0.0674
"331623",0.1881,-0.0248
"332110",0.0344,0.0263
"332131",-0.0527,-0.0217
"332175",-0.8173,-0.5953
"332221",-0.0401,-0.0502
"332309",0.0653,0.1197
"332359",-0.371,-0.0212
"332396",0.1015,-0.2367
"332397",-0.2894,-0.2722
"332427",0.1842,-0.2156
"332578",0.1723,-0.0736
"332579",0.3071,0.1196
"332713",0.1573,-0.019
"332923",0.1702,0.1451
"332934",0.2139,-0.0016
"332937",0.0284,-0.0533
"332942",0.1094,0.0248
"332993",-0.1267,-0.1631
"333048",-0.0719,-0.0423
"333050",-0.8207,-0.1789
"333088",0.1035,-0.0565
"333182",-0.1407,-0.0995
"333193",-0.1328,0.0482
"333307",0.1474,0.2934
"333315",-0.0176,-0.1334
"333329",0.062,-0.05625
"333424",0.1725,-0.2246
"333433",-0.9557,-0.6021
"333473",-0.0859,-0.0449
"333564",0.0909,0.0416
"333605",-1.2686,-0.6206
"333639",0.617,0.0566
"333654",0.2356,-0.0872
"333669",0.0358,0.2056
"333670",0.2282,-0.0536
"333715",0.0651,-0.025
"333789",0.2775,0.1351
"333883",0.0033,-0.1469
"337924",0.1134,-0.0571
"338320",-0.0012,0.0925
"338337",0.0295,-0.0904
"338346",-0.8275,-0.5026
"338348",0.2988,0.0154
"338349",-0.5532,-0.329
"338350",-0.1334,-0.1109
"338351",-0.4041,-0.1823
"338352",-1.2929,-0.7789
"338354",-0.2532,0.0481
"338355",0.3976,0.1698
"338359",0.5464,0.4429
"338360",0.0109,0.1908
"338362",-0.8579,-0.3413
"338363",-0.3412,-0.3304
"338364",-0.0751,0.17
"338365",-0.1454,-0.0654
"338366",-0.1453,-0.0627
"338367",0.4189,-0.246
"338368",-0.0078,0.0696
"338369",-0.0659,-0.0707
"338370",-1.1219,-0.4957
"338371",0.1438,0.139
"338372",-0.7264,-0.5065
"338375",0.0746,-0.0326
"338403",-0.0259,-0.0228
"338417",-0.0959,-0.0657
"338467",0.889,0.8995
"338521",-0.5613,-0.5984
"338523",0.46675,-0.0251
"347708",0.0918,0.1979
"347711",-0.0525,0.0652
"347712",0.0565,0.0528
"347722",0.0734,0.1526
"352968",0.0665,-0.2307
"353025",-0.0637,0.0296
"353047",0.3805,0.1686
"353109",-0.0084,0.1647
"353130",0.1456,-0.2715
"353148",0.077,-0.0708
"353155",-0.1087,-0.2115
"353156",0.9043,0.5669
"353165",0.0599,0.1862
"353166",-0.0138,0.04615
"353167",0.0378,-0.2029
"353169",-0.281,0.009
"353170",-0.1128,-0.15495
"353172",0.8958,0.9937
"353187",0.1677,0.126
"353188",0.6162,0.4582
"353190",0.818,0.595
"353204",-0.3371,-0.0423
"353211",-0.1765,-0.02045
"353242",0.2016,0.3468
"353258",0.7594,0.6384
"353282",0.3658,0.4107
"353283",0.2238,0.0849
"353287",-0.0034,-0.2252
"353310",0.2794,0.0648
"353320",-0.1257,0.0568
"353325",-0.0256,-0.0179
"353327",-0.078,-0.0453
"353328",0.0339,-0.1357
"353344",0.2186,0.1103
"353346",1.4918,1.1147
"353374",-0.3142,-0.5877
"353499",0.2231,0.2389
"353502",-0.3447,-0.1549
"360013",-0.0899,-0.1234
"360212",-0.1436,-0.1943
"360213",0.095,0.4826
"360214",0.0205,-0.275
"360216",0.60455,0.3457
"360217",0.1179,0.1262
"368202",0.033,-0.0651
"368203",-0.3598,-0.464
"368204",-0.1705,0.0913
"373852",0.0356,-0.0469
"373864",0.1744,-0.1264
"378430",0.3554,-0.1755
"378431",0.0864,-0.2041
"378435",-0.0702,0.0799
"378460",0.604,0.4788
"378462",-0.3653,-0.1677
"378466",-0.31195,-0.3183
"378472",1.2001,0.82665
"378700",0.0779,-0.0095
"378702",-0.22875,-0.18785
"378954",-0.1424,-0.1277
"380614",0.3931,0.2268
"380654",-0.18835,-0.47655
"380660",0.4045,0.5644
"380664",-0.2078,-0.1237
"380669",-0.2893,-0.3774
"380674",0.0195,0.5101
"380683",0.0086,-0.0579
"380684",-0.501,-0.4446
"380686",-0.3479,-0.191
"380694",-0.7391,-0.3354
"380698",0.1953,0.03675
"380701",0.1828,-0.1475
"380702",-0.5834,-0.0611
"380705",-0.0439,0.0628
"380709",0.1442,0.0368
"380711",-0.8695,-0.5909
"380712",0.0772,0.0443
"380713",0.4095,0.4278
"380714",0.127,-0.0107
"380718",0.1472,0.1507
"380728",-0.0373,-0.2156
"380730",0.5283,0.5185
"380732",2.3249,2.4543
"380752",0.0022,-0.0029
"380753",-0.00965,0.1288
"380755",0.6701,0.2492
"380765",-0.1087,0.0299
"380768",-0.249,-0.0148
"380773",0.3061,0.4338
"380780",0.273,-0.0121
"380785",-0.5028,-0.5895
"380836",-0.519,-0.2171
"380839",-0.0082,-0.2932
"380840",-0.0108,0.0663
"380842",0.1091,0.0284
"380855",-0.1521,0.1353
"380863",0.2662,0.3279
"380878",0.0275,-0.0416
"380907",0.0363,0.1564
"380912",-0.30005,-0.1529
"380916",0.534,0.3906
"380918",-0.2456,-0.0383
"380920",0.1482,0.0069
"380921",-0.276,-0.1271
"380924",0.1459,-0.0468
"380928",-1.0357,-0.3263
"380959",-0.1824,-0.1049
"380967",-0.3565,-0.106
"380969",0.0097,-0.1108
"380993",0.1605,-0.0351
"380997",0.0513,0.1858
"381022",-0.281,-0.02315
"381038",0.2931,0.3422
"381045",-0.2689,-0.0367
"381062",0.7082,0.7921
"381066",1.6873,0.3308
"381067",-0.1865,-0.1252
"381072",0.1487,-0.0439
"381073",-0.0814,-0.1719
"381077",0.0055,-0.1721
"381085",-0.3433,-0.2567
"381091",0.0839,0.2035
"381101",-0.1932,-0.0247
"381104",-0.0426,0.0381
"381107",0.3125,-0.2154
"381110",-0.2957,-0.05245
"381112",-1.2122,-0.4887
"381113",-1.0732,-0.0108
"381122",-0.0518,-0.056
"381126",0.1133,-0.2105
"381142",0.1869,0.0239
"381148",-0.2371,-0.3103
"381155",-0.3104,-0.1946
"381157",-0.53495,0.1208
"381174",-0.0821,0.0852
"381175",0.1492,0.1007
"381196",0.569,0.3323
"381199",-0.117,-0.2017
"381201",-0.1832,0.1559
"381203",0.0583,-0.1832
"381204",0.1461,-0.1349
"381213",0.0765,0.2179
"381217",0.3916,0.2626
"381218",-0.3091,-0.2344
"381229",0.1541,0.0333
"381232",-0.3942,-0.2172
"381236",0.4636,0.3083
"381246",0.1666,-0.0426
"381259",-0.5175,-0.2497
"381260",-0.1042,-0.158
"381269",-0.2413,-0.2053
"381270",-0.3869,-0.1371
"381280",-0.3517,0.0729
"381284",-0.0547,0.1865
"381286",0.1548,0.122
"381290",-1.2824,-1.0103
"381293",0.1529,0.2957
"381305",-0.16525,-0.18225
"381306",-0.1968,-0.0678
"381310",-1.64,-0.82305
"381314",-0.3855,-0.2329
"381318",0.297,0.0825
"381319",0.1965,0.1576
"381337",-0.05125,-8e-04
"381338",-0.7198,-0.3302
"381339",-0.0424,0.0768
"381347",0.00185,-0.07105
"381350",0.0143,-0.0158
"381352",0.1463,-0.0047
"381353",-1.4303,-0.6987
"381356",-0.16265,0.0882
"381371",0.0867,0.1331
"381373",-0.4043,-0.3445
"381375",0.158,0.0022
"381379",0.0196,0.251
"381384",0.1385,-0.3778
"381399",0.0152,0.1401
"381404",1.178,0.0671
"381405",0.0481,0.0013
"381406",0.1037,0.2993
"381409",0.0396,-0.1659
"381410",0.8265,0.5801
"381411",0.7556,0.4589
"381413",-0.0879,-0.0654
"381417",0.7685,0.6758
"381418",-0.7818,-0.433
"381438",-0.5131,0.0103
"381457",0.0965,-0.2071
"381463",0.1641,0.0031
"381476",0.0477,0.0973
"381483",0.0239,-0.0169
"381484",1.0409,1.0562
"381485",0.1655,0.1838
"381489",-1.8136,-1.2049
"381493",-0.0095,-0.0542
"381510",-0.622,-0.4205
"381511",0.0415,0.1919
"381522",0.0486703703703704,-0.0285740740740741
"381524",0.1772,0.4809
"381530",0.2268,0.0554
"381531",0.1214,0.2193
"381534",0.036,0.0201
"381538",-0.219,-0.1896
"381544",-0.0549,-0.0389
"381549",0.4821,0.0162
"381560",-0.1381,-0.2469
"381572",0.3236,0.0135
"381580",0.1415,0.1949
"381590",0.0847,0.246
"381591",-0.1163,0.1872
"381605",0.0718,0.205
"381626",-0.120733333333333,0.1706
"381628",-0.0592,0.376
"381629",-0.1153,-0.1037
"381633",-0.0138,-0.2527
"381634",-0.0674,-0.0798
"381644",-0.1243,0.2351
"381650",0.3405,0.3499
"381651",0.2142,0.1874
"381667",-0.0272,-0.0525
"381668",-0.0201,-0.1599
"381673",-0.178,0.1015
"381677",1.3036,0.0351
"381678",-0.0085,0.1557
"381680",0.1423,0.1466
"381686",0.0094,-0.1125
"381693",0.1157,-0.0117
"381694",-0.7208,-0.4206
"381695",0.2936,0.1105
"381707",-0.0954,-0.0837
"381738",0.2154,0.1788
"381741",-0.045,-0.0163
"381759",0.9237,0.0838
"381760",-0.17135,-0.06825
"381776",0.074,-0.264
"381783",0.0406,0.0352
"381785",0.2775,-0.1463
"381798",0.8945,0.4945
"381801",0.4201,0.2769
"381802",-0.6199,-0.1541
"381806",-0.1694,0.1658
"381809",0.329,-0.13
"381810",0.5721,0.271
"381812",0.14555,-0.0893
"381813",-0.9561,-0.525
"381816",0.0212,-0.0047
"381818",-0.1032,0.1211
"381820",-0.4139,-0.0761
"381823",0.5522,0.5219
"381827",0.2447,0.02
"381835",0.072,0.4253
"381836",-0.0141,-0.1791
"381845",0.4766,1.0608
"381853",0.1949,-0.1053
"381867",-0.0815,-0.1106
"381884",0.6582,0.3354
"381886",0.2666,-0.1467
"381903",0.5107,0.6053
"381917",-0.0118757575757576,-0.0389664881818182
"381921",-0.3495,-0.2758
"381924",0.1364,0.2836
"381925",-0.1658,-0.2361
"381933",-0.0118,0.0853
