"","GSE53784_WNV_vs_Control","GSE53784_JEV_vs_Control"
"18111",-0.165,-0.488
"18113",0.4253,0.1707
"18114",-5e-04,0.0366
"18115",-0.5944,-0.4951
"18119",-0.1754,-0.0509
"18120",-0.2095,-0.1634
"18121",-0.1552,0.1203
"18124",0.9063,0.1172
"18125",-0.8962,-0.4829
"18126",1.4366,1.193
"18127",0.631,0.3908
"18128",0.6723,0.4145
"18129",0.6775,0.2021
"18130",0.3141,0.1211
"18131",-0.1413,-0.5829
"18132",0.2965,-0.0975
"18133",-1.4508,-0.8197
"18139",-0.1432,-0.0359
"18140",0.9116,0.693
"18141",0.4782,0.0096
"18142",-0.1478,-0.3076
"18143",-0.4895,-0.2723
"18145",-0.6423,-0.7158
"18146",-0.3898,-0.1385
"18148",0.1695,-0.1722
"18153",0.3843,0.1672
"18155",0.023,-0.3715
"18158",0.1659,-0.0309
"18159",-0.152,-0.1312
"18160",0.1356,0.2654
"18162",-0.7118,-0.5331
"18163",-0.4653,-0.3234
"18164",-0.4009,-0.0992
"18166",-1.2647,-0.4108
"18167",-0.4918,-0.5403
"18168",-0.2598,-0.1302
"18169",0.1043,-0.4101
"18171",-0.0379,0.0513
"18173",2.2728,1.1852
"18174",-0.0583,0.2437
"18175",0.1554,0.0957
"18176",0.193,0.2367
"18181",0.3043,0.2665
"18183",-0.1566,-0.1251
"18185",0.005,-0.1339
"18186",0.0411,-0.5046
"18187",0.0579,-0.0355
"18188",0.1847,0.0214
"18189",-0.9426,-0.6808
"18190",-0.3645,-0.3617
"18191",-0.5265,-0.3639
"18193",-0.4291,-0.035
"18194",-0.6482,-0.4847
"18195",-1.0504,-0.4487
"18196",-0.5431,-0.0609
"18197",-0.7973,-0.3683
"18198",0.1316,-0.084
"18201",-0.2997,-0.0664
"18203",-0.4421,-0.2221
"18205",-1.013,-0.3351
"18207",0.085,0.1957
"18208",-0.1085,0.016
"18209",-0.0811,-0.2498
"18211",-0.1825,-0.1366
"18212",-0.9215,-0.8936
"18213",-0.5044,-0.0379
"18214",0.4821,0.2885
"18216",-0.7835,-0.4068
"18217",-1.4919,-1.1637
"18218",0.36775,0.4806
"18220",0.2558,0.049
"18221",-0.0892,-0.15285
"18222",0.1431,0.4366
"18223",0.3455,0.0616
"18226",0.9923,1.265
"18227",-0.0028,-0.6917
"18230",0.1907,0.0749
"18231",-0.8127,-0.4482
"18232",-0.0463,0.005
"18241",-0.0198,-0.1117
"18242",-0.10355,-0.1435
"18247",0.1367,-0.2295
"18249",0.2211,0.5081
"18256",0.1602,0.1147
"18260",-0.3145,-0.1172
"18261",-0.0597,-0.3233
"18263",0.5344,0.063
"18285",0.3031,0.3388
"18286",-0.2386,0.0058
"18291",0.0294,-0.1071
"18292",-0.3835,0.1034
"18293",-0.4921,-0.2363
"18294",0.2037,0.1832
"18295",-0.7887,-1.0564
"18300",0.1007,0.0281
"18301",2.0289,1.639
"18302",0.1222,-0.1752
"18310",0.212,-0.0523
"18312",0.1789,0.2533
"18313",-0.0244,-0.0402
"18314",0.0413,0.211
"18315",0.6632,0.3142
"18316",0.4851,0.0427
"18317",-0.004,0.2165
"18321",0.0121,0.1278
"18322",0.0333,0.1072
"18323",0.05005,0.19065
"18328",0.0405,0.1075
"18329",-0.2222,0.0968
"18330",0.1358,0.2492
"18331",0.2838,0.1532
"18332",0.0031,0.1642
"18341",0.1114,0.13695
"18343",0.0771,-0.1152
"18346",0.3598,-0.1348
"18347",-0.0811,-0.0928
"18348",0.0119,0.0573
"18349",0.1414,-0.0595
"18350",-0.0312,-0.1906
"18351",0.0079,-0.0615
"18352",0.0014,0.2676
"18357",0.2146,0.0838
"18358",0.4982,0.3384
"18359",0.0199,-0.1944
"18361",-0.0504,0.3215
"18363",0.0841,0.0716
"18365",-0.0242,0.1737
"18366",-0.1741,-0.0669
"18367",0.1354,0.1318
"18368",0.0807,-0.0415
"18369",-0.0116,-0.0867
"18370",0.0561,-0.0577
"18377",-1.7052,-1.2472
"18378",-0.0302,-0.2065
"18379",-0.0238,0.0566
"18383",0.1,0.5506
"18386",-0.4966,-0.2314
"18387",-0.9313,0.197
"18389",-0.7422,-0.2337
"18390",-0.3168,0.0366
"18391",-0.5504,-0.2441
"18392",0.1246,-0.0138
"18393",0.374,0.055
"18399",-0.218,-0.4965
"18400",0.0702,-0.0131
"18405",0.5704,0.2074
"18406",0.3273,0.2885
"18407",0.13,-0.0909
"18408",-0.4232,-0.1924
"18412",0.6698,0.4167
"18413",0.4203,0.4211
"18414",2.9566,2.8323
"18415",-0.6877,-0.611
"18416",0.0305,0.0109
"18417",0.5452,0.269
"18419",0.0789,-0.1465
"18420",-0.0255,-0.1667
"18423",-0.1316,-0.1546
"18424",-0.6172,-0.1422
"18426",0.4498,0.3494
"18429",0.1168,-0.2508
"18430",-0.3323,-0.4029
"18431",-0.0509,-0.2301
"18432",0.595,0.7146
"18436",0.1981,0.0632
"18438",0.9347,1.0191
"18439",0.8465,0.3084
"18440",0.0605,0.107
"18441",-0.387,-0.4787
"18442",0.6629,0.4089
"18451",0.1866,0.1042
"18452",0.0887,0.3431
"18453",0.6313,0.3688
"18457",0.3613,0.5278
"18458",0.7601,0.649
"18459",0.0843,-0.0779
"18472",-0.1599,-0.1177
"18475",0.0214,-0.1424
"18476",0.102,-0.2745
"18477",0.000849999999999999,-0.09455
"18478",-0.0281,-0.0263
"18479",-0.846,-0.3202
"18481",0.5126,-0.0933
"18483",-0.6312,-0.5964
"18484",-0.3677,-0.4837
"18488",-0.828,-0.7231
"18489",0.0369,0.1648
"18491",1.1587,0.76
"18503",0.0272,0.0511
"18504",-0.0613,-0.0717
"18505",-0.0455,0.0593
"18506",0.1476,-0.0175
"18507",-0.1152,-0.3559
"18508",-0.7565,-0.2512
"18509",0.0716,-0.2284
"18510",0.239,-0.0597
"18511",0.1741,0.0466
"18514",-0.5541,-0.3125
"18515",-0.3871,-0.1493
"18516",-0.3163,-0.337
"18518",0.3237,0.0991
"18519",0.0169,0.1264
"18521",0.241,0.1397
"18526",-1.1671,-0.9003
"18530",0.5767,-0.3927
"18534",-0.0093,0.0178
"18536",-0.0433,-0.0968
"18537",-0.4066,-0.1944
"18538",0.73495,0.3732
"18541",-0.0427,-0.2325
"18542",-0.0131,-0.2148
"18545",-0.9121,-0.2394
"18546",-0.9546,-0.4559
"18548",0.6982,-0.1432
"18549",-1.0506,-0.581
"18550",0.8648,0.5096
"18551",-0.1602,-0.0676
"18552",0.3607,-0.1707
"18553",-0.5515,-0.5617
"18554",0.7922,0.432
"18555",-0.4172,-0.3075
"18557",-0.7166,-0.6576
"18559",0.0766,0.1192
"18563",-0.5517,-0.3895
"18566",0.6656,0.2886
"18567",0.1239,-0.071
"18569",-1.0109,-0.6452
"18570",0.6001,0.1595
"18571",0.3546,0.1294
"18572",0.1238,0.0271
"18573",-1.2533,-0.968
"18574",-1.1276,-0.4392
"18575",-0.8038,-0.4638
"18576",-0.254,-0.0558
"18577",-0.2586,-0.325
"18578",0.1729,0.2063
"18582",-0.3459,-0.183
"18583",-0.5234,-0.2654
"18584",-0.5519,-0.9355
"18585",-0.4003,0.2109
"18587",1.0748,0.3514
"18588",0.452,0.4513
"18590",-0.0785,-0.2464
"18591",0.7519,0.0694
"18595",-0.5328,-0.9626
"18596",0.2712,-0.2079
"18597",-0.69,-0.4212
"18598",0.0945,0.4512
"18599",-0.0626,-0.1693
"18600",-1.2164,-1.8031
"18601",0.0394,-0.1607
"18602",0.1512,0.2015
"18604",-0.8653,-0.563
"18605",-0.1516,-0.5591
"18606",-1.6121,-1.7816
"18607",-0.1476,-0.2679
"18609",0.1519,0.1131
"18610",0.1268,-0.0492
"18611",-0.094,-0.1003
"18612",0.1232,0.0284
"18613",1.1389,0.6697
"18616",-0.3087,-0.0253
"18618",0.0831,0.2245
"18619",-0.7846,-0.2285
"18624",0.0401,-0.0915
"18626",1.8821,0.8834
"18627",1.2459,0.3659
"18628",-0.5359,-0.4193
"18630",0.0186,0.1372
"18631",0.2936,0.146
"18632",0.0705,0.2087
"18633",0.4058,0.3541
"18634",-0.5688,-0.2319
"18636",0.3953,0.3129
"18637",-0.259,-0.284
"18639",0.063,-0.0138
"18640",-0.534,-0.2144
"18641",-0.5706,-0.1622
"18642",-0.5938,-0.3502
"18643",0.7296,0.5754
"18645",-0.2398,-0.2186
"18646",1.2425,1.4392
"18647",-1.2694,-0.6352
"18648",-0.7501,-0.5197
"18654",0.9299,0.6238
"18655",-0.1993,-0.0300666666666667
"18663",-0.023,-0.0938
"18667",-0.9056,-0.3767
"18669",0.2494,0.479
"18670",-0.4228,-0.3208
"18671",0.13,-0.4853
"18673",-0.48905,-0.30565
"18674",-0.0998,-0.2251
"18675",0.1046,-0.2464
"18676",0.0999,0.0172
"18679",-0.6773,-0.4981
"18682",-1.0199,-0.7799
"18685",-0.2967,0.0086
"18687",-0.0863,0.0083
"18689",0.1792,0.3834
"18693",0.2972,0.0563
"18700",-0.3794,-0.3616
"18701",-0.2834,-0.077
"18703",0.0695,0.1254
"18704",0.0366,-0.0822
"18705",0.1164,0.0039
"18706",-0.1517,-0.0935
"18707",0.0991,0.0464
"18708",-0.0336,0.1404
"18709",-0.2691,-0.3419
"18710",-0.9405,-0.4696
"18711",-0.149,-0.1367
"18712",2.0851,1.5538
"18715",-0.3045,-0.2063
"18716",0.2942,0.0574
"18717",-0.7305,-0.4227
"18718",-0.4165,-0.3888
"18719",-0.7854,-0.1702
"18720",0.4419,0.2617
"18733",1.3955,0.9617
"18736",0.2249,-0.0903
"18738",-0.2226,-0.2283
"18739",-0.5434,-0.2675
"18740",0.0992,0.1181
"18741",0.1133,0.0316
"18742",0.0881,-0.115
"18744",0.3144,0.0581
"18746",-0.3549,-0.1564
"18749",-0.2245,-0.2739
"18750",-0.5185,-0.3639
"18751",-0.9181,-0.5692
"18753",-0.1787,0.0882
"18754",-0.6373,-0.3987
"18755",0.3443,0.3394
"18759",-0.1683,-0.203
"18760",-0.2519,-0.1762
"18761",-0.3325,-0.2658
"18762",-0.7763,-0.4443
"18763",-0.0287,0.1878
"18764",0.1162,0.0315
"18766",0.1011,0.0445
"18767",-0.3027,0.112
"18768",-0.4957,-0.24
"18769",-0.1578,-0.0228
"18770",0.0964,-0.0871
"18771",-0.0626,-0.0426
"18772",0.042,0.0013
"18776",0.1514,-0.1544
"18777",-0.3336,-0.3312
"18778",-0.0774,-0.071
"18779",0.2578,-0.0453
"18780",0.1387,-0.0561
"18781",0.1577,-0.0875
"18782",0.3723,-0.1313
"18783",1.2509,0.905
"18784",-0.285,-0.1853
"18786",0.6735,0.4291
"18787",2.9608,1.8446
"18788",1.3707,0.072
"18789",0.162,0.2486
"18791",1.3923,1.4535
"18792",0.3109,0.5359
"18793",1.0918,1.4267
"18795",-1.1512,-0.7296
"18796",0.6108,0.5403
"18797",-0.0145,-0.2032
"18798",-0.4551,-0.1104
"18799",0.1111,-0.1598
"18802",0.1879,0.2213
"18803",-0.2805,-0.1352
"18805",0.0047,-0.1922
"18806",-0.1846,-0.198
"18807",-0.458,-0.5011
"18810",-0.2935,-0.3422
"18813",0.2608,0.2622
"18814",0.0823,-0.0287
"18815",0.2745,0.1669
"18816",0.1251,0.0331
"18817",0.3419,0.2897
"18821",-0.1989,0.1355
"18822",0.1679,-0.1239
"18823",-0.4158,-0.557
"18824",0.582466666666667,0.418666666666667
"18826",1.8253,1.6672
"18828",2.4256,1.7813
"18830",-0.7376,-1.1812
"18843",-0.1836,-0.0821
"18844",-0.1548,-0.0376
"18845",-0.4589,-0.3317
"18846",-0.6062,-0.2275
"18854",1.5492,1.5595
"18857",0.0488,0.3095
"18858",0.0278,-0.3592
"18861",-0.3636,-0.1349
"18933",0.221,0.2017
"18935",0.043,-0.1482
"18938",0.1279,-0.1051
"18946",-0.059,0.0711
"18947",0.0587,0.2816
"18948",0.0053,-0.1378
"18949",0.0756,-0.0987
"18950",1.7852,1.8216
"18952",-0.9253,-0.6133
"18968",-0.0243,0.1463
"18969",0.0205,0.1979
"18970",-0.041,0.2415
"18971",0.0556,-0.1447
"18972",0.079,0.2202
"18973",0.2139,0.2137
"18974",0.2217,0.2837
"18975",-0.0323,-0.0895
"18976",0.7683,-0.2328
"18979",0.0513,-0.0613
"18983",-0.0124,0.018
"18984",0.5597,0.3641
"18985",0.1249,0.0162
"18986",-0.4413,-0.2942
"18987",0.2096,-0.0313
"18988",-0.0401,0.0631
"18991",0.0947,0.0164
"18992",-1.38185,-0.99595
"18993",-0.143,-0.4795
"18994",-0.6996,-0.5603
"18996",0.0794,0.0272
"18997",-0.1821,-0.2321
"18998",0.1307,-0.1088
"18999",0.218,0.2489
"19009",-0.352,-0.343
"19011",0.4228,0.3419
"19012",-0.2453,0.1452
"19013",-0.0206,0.1012
"19014",-0.0482,0.0104
"19015",0.1381,0.0396
"19016",1.2214,0.6064
"19017",-0.2794,-0.27415
"19018",0.1911,0.2128
"19023",0.2208,-0.0676
"19024",-0.0563,-0.3253
"19025",0.1367,-0.0119
"19027",0.1212,-0.1036
"19035",0.2404,0.2803
"19038",0.4033,0.4388
"19039",3.5891,3.644
"19041",0.0544,0.117
"19042",-0.0396,-0.0353
"19043",-0.1597,-0.0917
"19044",-0.5032,-0.1692
"19045",-0.0663,-0.0063
"19046",-0.1039,-0.0358
"19049",-1.1774,-0.4266
"19051",-1.5574,-0.5737
"19052",0.0106,-0.1031
"19053",-0.05,0.1036
"19055",-0.9993,-0.5117
"19056",-0.3823,-0.2767
"19057",-0.0381,-0.0284
"19058",-0.6176,-0.3999
"19059",-0.2725,-0.2591
"19060",-0.0141,-0.1376
"19062",0.0049,-0.0415
"19063",-0.1672,-0.0901
"19064",-0.1691,-0.1954
"19065",0.1679,0.035
"19069",0.2171,0.2166
"19070",0.0314,-0.084
"19072",-0.0914,0.0676
"19073",2.9327,2.7284
"19074",-0.0627,0.0763
"19075",-0.6348,-0.2737
"19076",-0.0439,-0.0673
"19079",0.9032,0.5298
"19082",-0.2288,-0.2034
"19084",-0.0971,-0.104
"19085",-0.2928,-0.2803
"19087",0.3093,-0.2316
"19088",-1.2437,-0.5537
"19089",0.4528,0.4853
"19090",-1.0858,-0.5094
"19091",-0.8747,-0.4591
"19092",-0.4379,-0.6371
"19094",-0.5506,-0.3505
"19099",-0.0836,-0.4125
"19106",2.411,2.7938
"19108",1.1124,0.6263
"19109",1.7114,0.0814
"19110",-0.0265,0.0341
"19111",0.193,0.0847
"19112",0.0934,-0.1368
"19113",0.1363,0.085
"19114",0.0122,-0.005
"19116",-0.6419,-0.72605
"19118",0.167,-0.1061
"19119",-0.0191,-0.106
"19120",-0.0672,-0.1413
"19123",0.2238,-0.0583
"19124",0.4318,0.3439
"19125",-7e-04,-0.0161
"19126",-0.4059,-0.2745
"19127",0.1095,-0.0804
"19128",1.2162,0.6906
"19130",-0.3341,-0.0604
"19132",-0.1312,-0.1725
"19133",0.0225,-0.12
"19134",-0.2319,-0.0632
"19139",-0.2308,-0.0099
"19141",1.0552,0.7247
"19142",-0.2608,-0.1551
"19143",0.4659,0.3038
"19144",0.938,0.4121
"19146",0.109,0.1202
"19152",-0.0602,0.012
"19153",0.0978,0.1588
"19155",-0.2216,-0.1355
"19156",-0.0264,0.123
"19157",0.1831,-0.017
"191578",-0.2516,0.1664
"19158",0.2317,0.2057
"19159",0.0344,0.0493
"19164",-0.0448,0.0696
"19165",0.2932,0.3654
"19166",0.2257,0.3212
"19167",0.3547,0.346466666666667
"19170",-0.0548,-0.0145
"19171",1.7963,2.1788
"19172",0.4914,0.3497
"19173",0.2228,0.1562
"19175",0.6127,0.452
"19177",0.0289,0.0973
"19179",0.22665,0.12995
"19181",0.5246,0.3062
"19182",0.0824,-0.0131
"19183",0.0144,-0.1537
"19184",0.0248,0.1208
"19185",0.3843,0.206
"19186",1.2485,1.7141
"19192",0.245,0.04
"19193",-0.0132,-0.4783
"19194",0.1586,0.1503
"19197",-8e-04,-0.0172
"19200",0.6664,0.5831
"19201",-0.3079,-0.1725
"19202",0.1138,0.0481
"19204",1.7581,1.2746
"19205",0.6655,0.3744
"19206",-0.958,-0.4233
"19207",-0.2023,0.009
"19208",0.0052,-0.0447
"19210",0.0443,0.051
"19211",-0.2175,-0.1278
"192113",0.2212,-0.0277
"192119",0.1123,-0.0895
"19212",-0.3604,-0.2774
"192120",-0.1856,-0.0464
"19213",0.149,-0.0522
"192136",-0.1646,-0.3209
"19214",0.088,-0.0156
"192140",-0.011,-0.1
"19215",-0.4925,-0.7179
"192156",-0.0079,-0.2253
"192157",-0.1916,-0.059
"192159",0.1216,0.2145
"19216",-0.0394,-0.1946
"192160",0.1126,-0.0047
"192166",-0.0756,-0.2184
"192167",-0.8075,-0.4869
"192169",-0.3015,-0.3797
"19217",0.2344,0.0265
"192170",0.5447,0.4835
"192173",0.2548,0.0882
"192174",0.6596,0.146
"192176",1.3114,0.7631
"19218",-0.0356,-0.1933
"192185",0.2881,0.2609
"192187",0.8222,0.3862
"192188",0.0397,0.16
"19219",0.1584,0.1963
"192190",0.1307,-0.0036
"192191",-0.0479,0.143
"192192",0.6479,0.1427
"192193",1.207,0.9109
"192194",0.0042,-0.2309
"192195",-0.1645,-0.1928
"192196",-0.0394,-0.0418
"192197",-0.6473,-0.349
"192198",-0.8985,-0.3337
"192199",-0.4592,-0.3093
"19220",0.1063,-0.1265
"192200",-0.105,0.0562
"192201",0.1964,-0.1392
"19221",-0.0524,0.0678
"192212",-0.1111,-0.2098
"192216",-0.4896,-0.629
"19222",0.0156,-0.0526
"19223",-0.023,-0.0498
"192231",-0.5071,-0.3053
"192232",0.3465,0.4984
"192236",0.2545,0.0307
"19224",-0.3506,-1.0831
"19225",3.0382,2.514
"19226",0.0159,0.0329
"19227",-0.0644,-0.2353
"19228",0.0011,-0.216
"192285",-0.4123,-0.2221
"192287",0.1211,-0.02935
"19229",-0.8834,-0.2823
"192292",0.1307,0.0806
"19230",0.05255,0.0216
"19231",0.201,0.15665
"19240",-0.3038,0.2611
"19241",0.274,0.0216
"19242",-1.071,-0.9466
"19244",0.049,-0.0465
"19245",-0.2667,-0.3212
"19246",1.2117,0.9374
"19247",0.1855,0.0295
"19248",0.7071,0.2432
"19249",0.0153,0.0915
"19250",-0.04,-0.208
"19252",2.2675,1.5251
"19253",0.3191,-0.0522
"19255",0.245,0.10975
"19256",0.2232,-0.1411
"19258",-0.8168,-0.5796
"19259",-0.233,-0.1557
"19260",1.046,1.1108
"19261",-0.4011,-0.3647
"19262",-0.2489,-0.1526
"19263",0.288,-0.6984
"19264",2.4121,2.1945
"19265",0.3049,0.2742
"192650",-0.4994,-0.499
"192651",-0.7187,-0.2185
"192652",0.0275,0.224
"192653",0.0731,-0.0713
"192654",0.0302,-0.125
"192656",1.1105,1.4715
"192657",0.6824,0.32
"192658",0.1325,-0.0663
"19266",-0.7865,-0.697
"192662",0.2846,0.3643
"192663",-0.9448,-0.3792
"19267",-0.0783,-0.0733
"192678",-0.702,-0.58
"19268",-0.2342,-0.3766
"19270",-0.5044,-0.4441
"19271",-0.1267,0.1163
"19272",-0.5972,-0.2715
"19273",-0.1433,-0.0322
"192734",-0.2127,-0.4564
"19274",-0.1827,-0.1973
"19275",0.0812,-0.1403
"19276",-0.8996,-0.423
"19277",-0.6364,-0.4432
"192775",-0.1012,-0.1182
"192786",0.325,0.2248
"19279",-1.0587,-0.2647
"19280",-0.4949,-0.3996
"19281",-0.7327,-0.5521
"19283",-1.1282,-1.0144
"19285",0.4663,0.3134
"192852",-0.1018,0.0527
"19286",-0.4669,-0.2513
"19288",1.0704,2.1812
"19289",-0.0477,0.0515
"192897",-0.0204,-0.1623
"19290",-0.2507,-0.3587
"19291",-0.85955,-0.8497
"19293",-1.1619,-0.2893
"19294",0.7125,0.4399
"192950",0.1726,-0.0271
"19296",0.0715,-0.0535
"192970",0.0864,0.0977
"192976",-0.0114,-0.2129
"19298",-0.4187,-0.1592
"192986",-0.4875,-0.1845
"19299",-0.7456,-0.4096
"19300",-0.2757,-0.1487
"193003",-0.1204,-0.1016
"19301",-0.0378,-0.0019
"19302",-0.264,-0.0891
"19303",0.3798,0.2402
"193034",0.2853,0.0749
"193043",-0.1495,-0.0305
"19305",0.1621,0.1704
"193053",0.1085,0.1521
"19309",-0.6235,-0.8939
"193116",0.2308,0.197
"19317",-0.5784,-0.9423
"193217",0.4555,3.2668
"19324",-0.0234,-0.0937
"19325",0.1145,0.1429
"19326",-0.12965,-0.1902
"19328",-0.313,-0.2371
"193286",0.3177,0.0607
"19329",0.0054,-0.0075
"19330",-0.4925,-0.2863
"19331",0.2915,0.2151
"19332",0.8987,1.1086
"19334",-0.0222,-0.0349
"19335",-0.5666,-0.2959
"19336",-0.2936,-0.0816
"19337",-0.6978,-0.4972
"19338",0.0417,-0.1506
"193385",-0.1895,-0.0527
"19339",-0.784,-0.4634
"19340",-0.0366,0.186
"19341",-0.5602,-0.2279
"19342",-0.3231,0.0104
"19344",-0.32165,-0.2241
"19345",0.4227,0.2852
"193452",0.5127,0.3523
"193453",0.0619,0.0319
"19346",-0.0799,-0.1785
"19347",-0.5351,-0.5223
"19348",0.4052,0.3831
"19349",0.1664,0.1522
"19352",0.647,0.6179
"19353",-0.0873,-0.0351
"19354",1.9264,1.6633
"19355",-0.4198,0.0871
"19356",0.0825,-0.0188
"19357",-0.2368,-0.1522
"19358",0.0697,0.0723
"19359",0.3136,0.2482
"19360",-0.0279,-0.176
"19361",0.0181,0.2228
"19362",-0.0667,-0.0772
"19363",0.1178,0.0604
"19364",-0.3608,-0.2924
"19365",0.6077,0.5147
"19366",0.4142,0.579
"19367",0.1829,0.3593
"193670",0.2086,0.3778
"19373",0.0737,-0.2197
"193736",0.1349,0.2573
"19374",0.2419,0.2272
"193740",0.9001,0.7081
"193742",-0.0086,0.3045
"19376",-0.2612,-0.1262
"19377",-0.1249,-0.0773
"19378",1.1579,0.9989
"193796",-0.0823,0.1809
"193813",0.4536,0.1463
"19383",0.0873,0.2032
"193838",0.0571,-0.1229
"19384",-0.1138,0.0809
"19385",0.3945,0.3361
"19386",0.7073,0.3517
"19387",-0.1417,-0.2598
"19395",-1.2333,-0.5923
"19400",0.005,-0.0467
"19401",0.6613,0.0353
"19411",-8e-04,-0.0189
"194126",0.5852,0.3962
"19414",-0.0882,0.1072
"19415",-0.2714,-0.1465
"19416",0.7479,0.6962
"19417",-0.1817,-0.4966
"19418",-1.0861,-0.7174
"19419",-1.5509,-0.799
"194219",0.1379,-0.1253
"194225",0.0886,-0.0272
"194227",0.0287,0.1788
"194231",0.6142,0.4235
"194237",-0.421,-0.2092
"194268",-0.1091,-0.1554
"19428",0.233,0.211
"194309",0.0653,0.0311
"19434",0.1678,0.0623
"194352",0.0079,-0.0582
"194357",0.1491,0.0168
"194388",0.6254,-0.0049
"194401",-0.40565,-0.1384
"194588",0.2656,-0.4396
"194590",-1.1569,-0.682
"194597",0.0049,-0.1453
"194604",-0.1256,-0.0458
"194655",0.5144,0.0462
"194735",0.0784,-0.0045
"194738",-0.1104,-0.1035
"194744",0.0957,0.0501
"194854",0.0511,-0.0602
"194908",0.0456,-0.1729
"194952",-0.2441,-0.2577
"194974",0.0669,-0.0203
"195018",0.0757,0.1116
"195040",-0.2275,-0.1351
"195046",0.2967,0.3639
"195208",0.0175,0.2973
"195209",-0.1197,0.0434
"195236",0.0124,-0.0969
"195296",-0.0926,-0.1282
"195333",-0.0463,-0.1658
"195359",0.1814,0.234
"195522",0.0944,-0.0056
"195564",0.0281,-0.0209
"195646",-0.097,-0.6596
"195727",0.0214,-0.0053
"195733",0.2077,-0.1462
"195772",0.052,-0.0283
"19645",0.2986,0.1637
"19646",-0.0168,0.1978
"19647",0.2792,0.0632666666666667
"19649",-0.6076,-0.0889
"19650",0.796,1.0437
"19651",-0.5076,-0.5019
"19652",0.772266666666667,0.682266666666667
"19654",0.0756,0.1616
"19655",-0.16975,-0.1864
"19656",0.183133333333333,0.0464
"19659",0.2161,0.2363
"19660",-0.0693,0.0514
"19661",0.0673,0.065
"19662",-0.3054,-0.355
"19663",0.5966,0.5626
"19664",0.29875,0.2059
"19668",0.0139,-0.2454
"19671",0.7057,0.6238
"19672",0.0905,0.3196
"19674",-0.1089,0.052
"19679",-0.3382,-0.2173
"19682",0.1103,-0.2332
"19683",0.0404,0.0327
"19684",-0.081,0.05565
"19687",0.1861,0.2571
"19691",-0.4935,-0.3751
"19692",0.1002,0.0728
"19693",0.0057,-0.1474
"19694",0.0518,0.069
"19695",0.1288,0.2927
"19696",1.6422,0.8371
"19697",1.1352,0.9769
"19698",0.9355,1.0311
"19699",-1.1074,-0.3618
"19700",-0.0015,-0.2256
"19703",0.771,0.4886
"19704",0.5663,0.3997
"19707",0.3017,0.1834
"19708",0.4815,0.6247
"19711",-0.2935,-0.3684
"19712",0.8745,0.5055
"19713",-0.3208,-0.4833
"19714",0.041,0.0993
"19716",-0.1805,0.1582
"19718",-0.2567,0.0825
"19719",-0.274,-0.0935
"19720",0.0941,0.2461
"19724",0.0977,0.0373
"19725",0.1271,0.0322
"19726",-0.9929,-0.8219
"19727",0.252,-0.2043
"19729",-0.1023,0.1792
"19730",0.2447,0.2243
"19731",-0.1205,-0.0215
"19732",-0.0808,-0.407
"19733",0.069,0.014
"19734",0.1432,0.2147
"19735",0.6423,-0.3846
"19736",-0.6974,-1.2608
"19737",-0.8207,-1.29255
"19739",-0.658,-0.463
"19743",-0.0194,0.0275
"19744",1.0677,0.0924
"19746",0.0131,-0.1283
"19752",-0.1806,0.1964
"19762",-0.937,-0.4124
"19763",-0.0668,-0.0117
"19765",-0.1881,-0.1247
"19766",1.2546,0.8196
"19769",0.0734,0.1879
"19771",-0.8375,-0.7775
"19773",0.227,-0.2241
"19775",-0.2676,-0.454
"19777",-0.1315,-0.0522
"19782",0.1201,-0.2673
"19817",-0.0419,-0.1422
"19819",0.129,0.153
"19820",0.3188,0.3662
"19821",0.5584,0.3373
"19822",0.6193,0.5555
"19823",0.082475,-0.2112
"19824",0.122,-0.0311
"19826",0.2036,-0.0225
"19850",0.5143,0.0346
"19866",-0.0546,-0.2577
"19870",0.0571,-0.0305
"19871",0.3124,-0.1421
"19872",-0.173333333333333,-0.1917
"19874",-0.0833,-0.2377
"19876",-0.7819,-0.4608
"19877",0.0973,0.0732
"19878",0.0728,-0.0346
"19879",-1.0717,-1.5455
"19881",-0.0563,-0.1795
"19882",0.0027,-0.1556
"19883",-0.4073,-0.2197
"19885",-0.4035,0.1859
"19886",0.0086,-0.0743
"19888",-0.0296,-0.0016
"19889",-0.1975,-0.2517
"19891",-0.1614,0.0259
"19892",-0.3729,-0.7219
"19893",-0.2754,-0.1364
"19894",-1.0667,-0.6944
"19895",-0.1613,-0.213
"19896",0.3387,0.21195
"19899",0.58956,0.34002
"19934",0.1474,0.0583
"19935",-0.40845,-0.32945
"19941",0.1829,-0.3158
"19943",0.11706,0.186
"19946",-0.1606,-0.0537
"19988",0.23845,-0.0829
"19989",0.4229,0.0726
"20014",0.2155,0.2044
"20016",0.5802,0.4002
"20017",-0.0821,-0.0111
"20018",-0.0429,-0.04295
"20019",0.2138,0.2265
"20020",0.4672,0.2001
"20021",0.38525,0.29285
"20022",0.2131,0.122
"20024",-0.1838,-0.1653
"20028",-0.0343,0.0495
"20044",0.4053,0.158
"20054",0.3608,0.0811
"20085",0.1607,0.1537
"20088",-0.1288,0.0402
"20090",0.06755,0.03365
"20103",0.5109,0.5796
"20111",-0.2539,-0.0846
"20112",-0.5992,-0.4545
"20128",4.8838,4.7562
"20129",-0.0445,-0.1702
"20130",1.3739,1.3332
"20132",0.5172,0.2166
"20133",-0.2815,-0.1402
"20135",0.569,0.4325
"20147",0.1514,-0.1388
