"","GSE53784_WNV_vs_Control","GSE53784_JEV_vs_Control"
"12348",-8.833,-1.8605
"12349",-10.9054,-10.5151
"12350",-2.8103,-0.3866
"12351",-8.9611,-6.2912
"12352",2.6095,-0.2958
"12353",11.2553,4.151
"12354",-1.6191,-3.5405
"12355",0.9665,-1.1549
"12359",-5.1353,-7.8488
"12361",-3.9172,-2.1678
"12362",16.1843,17.9364
"12363",33.465,32.0217
"12364",29.6466,29.728
"12365",1.5315,1.1565
"12366",5.9512,8.4879
"12367",3.1572,2.9991
"12368",5.8879,3.6069
"12369",15.7317,12.3938
"12370",20.3113,14.9348
"12371",-3.9609,-1.389
"12372",2.9873,0.2891
"12373",-7.8333,-8.6858
"12374",-0.0137,-0.4234
"12380",10.148,6.4396
"12385",7.1848,5.9269
"12386",-7.3135,-2.9998
"12387",0.2509,0.4432
"12388",3.5879,1.5269
"12389",0.3121,-5.0576
"12390",-1.4643,-8.367
"12391",-1.5121,1.4804
"12393",4.0571,0.3747
"12394",9.8376,6.7596
"12395",-9.1225,-4.4113
"12396",-3.88155,-1.7855
"12398",-2.4845,1.17375
"12399",7.0462,2.977
"12400",2.4467,-1.8362
"12401",3.7127,2.5177
"12402",2.4391,-0.384
"12404",-6.8097,-2.3002
"12405",-13.6738,-9.0093
"12406",10.14,2.8219
"12408",-7.0038,-4.983
"12409",-6.1421,-6.1846
"12411",-0.2665,-4.6836
"12412",-2.9642,-2.0736
"12416",-0.8235,-1.3697
"12418",5.2072,9.2856
"12419",-11.9217,-6.6398
"12421",-1.9078,-2.5031
"12424",-17.5633,-10.8299
"12425",-1.7747,-4.1521
"12426",-1.2114,-5.415
"12427",-1.1541,-1.5019
"12428",8.347,3.8606
"12442",8.7865,2.863
"12443",2.0626,1.8491
"12444",6.4405,5.9772
"12445",7.8044,4.3004
"12447",-3.6283,-2.6357
"12448",-2.2317,0.9458
"12449",8.9329,1.7792
"12450",6.5158,2.5282
"12452",-7.258,-5.6657
"12453",-2.98975,-2.3082
"12454",7.896,0.6006
"12455",4.0306,-0.364
"12457",12.1677,4.418
"12458",-0.4102,-2.3151
"12460",0.7769,-3.8352
"12461",7.7883,4.6672
"12462",5.5051,3.6439
"12464",15.056,5.9707
"12465",5.3447,2.3751
"12466",4.1656,3.8808
"12467",-0.1634,0.0527
"12468",1.3153,3.0211
"12469",-0.8272,1.5323
"12475",9.9356,4.5443
"12476",16.1543,8.9972
"12477",6.1937,7.4449
"12478",0.0058,0.4816
"12479",0.2935,0.3317
"12480",1.0476,-0.6419
"12481",4.5652,6.6389
"12482",0.5792,0.6564
"12483",3.6144,1.3358
"12484",1.8592,1.53195
"12487",5.7651,4.6552
"12488",1.6665,1.0736
"12489",4.2362,-0.8439
"12490",-1.1184,2.636
"12491",3.382,-0.3745
"12492",-0.9818,-1.4102
"12493",3.9823,2.7012
"12494",7.1327,4.4845
"12495",3.7421,1.84415
"12496",-5.964,-4.3979
"12497",-5.235,-2.7411
"12499",-6.7916,-7.1779
"12500",6.3547,6.8561
"12501",4.4022,1.627
"12502",5.8971,6.2458
"12503",2.1525,3.0092
"12504",-3.667,0.7044
"12505",15.1651,13.4709
"12506",7.2059,8.0644
"12507",3.9747,2.4104
"12508",12.171,10.7452
"12509",-0.8471,-0.15
"12511",4.3862,2.7561
"12512",7.5078,6.6894
"12514",9.5219,6.9934
"12515",14.4239,4.6311
"12516",1.2359,-0.0486
"12517",36.2632,29.6325
"12518",0.2284,-1.297
"12519",5.14535,3.5041
"12520",-1.7845,0.5351
"12521",8.5997,4.8677
"12522",-0.0216,-1.4195
"12523",11.6954,6.7049
"12524",12.7283,5.7145
"12525",5.754,6.6073
"12526",5.9803,3.5946
"12527",4.1048,1.1104
"12530",5.1308,3.64
"12531",-4.7237,-2.8383
"12532",1.5359,-1.6625
"12534",5.0486,1.1073
"12537",7.591,1.777
"12539",-0.4816,0.0301
"12540",1.3674,0.5735
"12544",-0.402,-0.5863
"12545",-11.1859,-5.9899
"12549",6.4271,1.9292
"12550",-0.7325,-1.4112
"12552",-14.8711,-8.3793
"12554",-15.078,-9.9101
"12555",-2.1542,-1.0953
"12556",2.2311,-1.7073
"12557",7.0903,2.9266
"12558",-8.9181,-7.7894
"12560",0.0029,1.1288
"12561",-4.8461,-3.6576
"12562",12.397,6.8088
"12563",-4.5706,-5.7063
"12564",-17.3373,-9.2377
"12565",-12.1626,-8.1077
"12566",2.8014,1.3548
"12567",1.7313,3.2448
"12568",-10.1142,-1.3
"12569",-4.1601,-5.5003
"12570",-5.1527,-5.8239
"12571",11.2242,7.4944
"12572",-3.86265,-0.90635
"12575",40.4561,36.4714
"12576",-1.95065,0.66515
"12577",-2.0959,-7.3447
"12578",0.9313,1.0641
"12579",5.1571,3.3365
"12580",1.6674,-1.3564
"12581",-1.9228,-0.4309
"12583",6.6937,-2.7889
"12585",2.2178,-1.8363
"12587",0.5423,-6.1161
"12589",-3.9232,-2.4541
"12590",1.9265,-0.618
"12591",-0.5055,1.5571
"12592",2.0086,0.2383
"12593",2.74,1.3617
"12606",3.1244,1.2006
"12607",1.4926,1.5432
"12608",16.4284,10.4421
"12609",9.5549,8.4996
"12611",13.3698,10.8029
"12613",1.407,0.6637
"12614",0.6588,-4.6104
"12615",6.3209,2.2056
"12616",-0.5356,-1.5429
"12617",-4.368,-2.6685
"12622",-0.5152,2.0122
"12623",0.36,2.0467
"12626",-4.2209,-3.2741
"12627",0.3997,1.3388
"12628",5.2927,2.4584
"12630",1.6962,1.6875
"12631",-2.55555,-1.42185
"12632",5.4685,4.2444
"12633",15.2005,15.7577666666667
"12638",7.3164,1.8615
"12640",0.7029,-1.9542
"12642",22.7852,20.6348
"12643",-0.5511,-4.0741
"12647",-4.5576,-1.6008
"12648",5.6298,2.8346
"12649",6.635,3.9438
"12652",-1.2041,-4.2291
"12653",-9.3305,-7.1766
"12654",15.0183,14.376
"12655",7.2856,5.757
"12659",6.2446,3.0761
"12660",5.1814,4.7544
"12661",-9.9405,-3.9455
"12662",0.1146,0.3043
"12663",-5.2481,-3.5934
"12667",-6.7897,0.7158
"12669",-5.0836,0.7014
"12671",-14.4312,-3.8192
"12672",-4.9812,6.6345
"12675",6.0532,3.3497
"12677",-0.113,-1.683
"12683",1.5169,0.8475
"12684",-8.0644,-8.5081
"12686",2.6219,2.5101
"12695",-7.807,-1.8709
"12696",4.3328,6.0958
"12700",2.2259,4.0474
"12702",15.7157,16.9536
"12703",8.822,7.7364
"12704",-9.6523,-8.3051
"12705",4.935,0.7918
"12709",-8.309,-3.4129
"12715",-0.3859,1.6029
"12716",-15.3485,-7.5756
"12721",-0.3983,-1.6053
"12722",5.4834,2.6526
"12723",0.6359,0.6316
"12724",-7.3244,-6.1789
"12725",-0.5654,-2.3597
"12727",-8.2414,-5.8246
"12728",6.664,2.4943
"12729",-2.9178,0.6873
"12733",-0.2932,2.2014
"12737",4.6986,8.1382
"12738",-2.4833,-3.8739
"12739",1.4952,0.8736
"12740",0.5636,3.6111
"12741",4.8061,1.3774
"12745",-7.6349,-4.7131
"12747",3.8297,1.1999
"12750",10.233,5.434
"12751",-3.1562,-2.2159
"12752",2.9092,4.0294
"12753",-2.7895,-3.4641
"12757",-6.5298,-3.5318
"12759",4.1527,3.5291
"12763",2.0663,-2.2479
"12764",-5.8331,-3.7982
"12765",2.2916,5.5443
"12766",2.6785,0.0269
"12767",6.5902,7.451
"12768",10.8724,11.9504
"12769",5.7777,5.8954
"12770",2.1808,1.7152
"12771",3.198,1.2148
"12772",8.1324,10.2498
"12773",2.4887,-0.6557
"12774",10.0735,8.1802
"12775",3.0653,0.7387
"12776",1.5407,-0.5248
"12777",0.0085,-0.2385
"12778",5.7608,2.8655
"12780",0.529,-3.291
"12785",10.1972,8.5696
"12788",0.548,-1.0959
"12789",2.7154,-3.2929
"12790",1.437,1.8099
"12793",1.9195,0.5257
"12794",-8.988,-1.8393
"12795",23.7982,12.6452
"12796",-0.1319,1.2579
"12797",0.3037,1.7842
"12798",6.3473,4.4748
"12799",-3.403,-6.1224
"12801",-9.8241,-4.0037
"12802",3.8885,10.5384
"12804",-2.8055,-5.1476
"12805",-28.9218,-16.7216
"12807",0.3753,1.2655
"12808",-4.7555,-1.2005
"12810",-8.7555,-3.9158
"12812",0.1214,2.591
"12813",2.8124,2.1243
"12814",-2.6043,-3.7262
"12815",3.3054,3.0226
"12816",0.5073,-1.8999
"12817",0.4031,-1.1023
"12818",-1.5006,-1.5926
"12819",-2.5374,-0.7056
"12821",0.8954,-1.6407
"12822",2.9223,1.6442
"12823",-2.8245,-5.0423
"12824",4.162,-2.8529
"12825",2.8825,0.1303
"12826",13.9919,13.6984
"12827",10.7269,6.8952
"12828",2.8948,-2.5225
"12829",0.736,-0.506
"12830",0.9301,-2.3141
"12831",0.9692,-1.0993
"12832",1.192,0.527
"12833",-3.185,-3.0614
"12834",-0.2019,-4.9131
"12835",0.5018,0.8907
"12836",2.5118,-1.5943
"12837",-4.4721,-3.9961
"12839",0.2557,2.3424
"12840",-1.7751,-4.8653
"12841",-0.1954,-2.8
"12842",0.8055,-2.7974
"12843",4.0904,1.9858
"12845",-1.6777,-2.218
"12846",0.3257,0.7515
"12847",7.8132,6.5343
"12848",2.8958,-2.1047
"12850",0.2718,-2.6321
"12854",-0.1886,-1.562
"12856",-2.2902,-1.2966
"12857",-6.882,-6.2837
"12858",-5.7508,-3.4108
"12859",-4.77695,-3.26245
"12862",8.0559,2.4402
"12864",-7.36523333333333,-5.76406666666667
"12865",-1.2772,-0.5548
"12866",-13.4952,-11.157
"12868",-4.8341,-2.8776
"12869",-5.8081,-2.0044
"12870",10.1767,16.0628
"12873",0.6153,1.5482
"12874",-3.3328,-3.912
"12876",-6.4854,-4.2174
"12877",-0.4108,-0.2989
"12879",-4.0294,-3.2069
"12889",-9.1811,-5.5727
"12890",-18.0669,-8.5515
"12891",-6.1203,-3.2405
"12892",-0.0564,-1.0253
"12894",7.2618,2.2765
"12896",0.8829,-1.2628
"12902",1.7372,-0.6563
"12903",-4.1997,-1.6494
"12904",8.3044,-4.0701
"12905",-3.3106,-1.4014
"12908",-0.8649,-0.3991
"12909",6.3828,4.1804
"12912",-6.4673,-4.2668
"12913",14.7297,11.1375
"12914",-0.11,2.7618
"12915",2.9197,4.2102
"12916",8.1379,10.5896
"12918",-2.3501,-6.8989
"12919",6.3284,-4.6941
"12921",-11.1419,-2.7349
"12922",-0.1175,-1.8066
"12925",3.9639,-1.6778
"12927",0.378,1.6355
"12928",4.8956,1.8494
"12929",5.8542,6.8437
"12931",1.9843,1.691
"12933",-5.1133,-2.9387
"12934",-8.4412,-3.0023
"12944",-3.1059,-0.4015
"12945",0.3184,0.5737
"12946",-1.2736,0.4682
"12950",-19.0527,-12.0396
"12951",0.8388,-0.1244
"12952",9.1557,7.3275
"12953",9.889,5.9007
"12954",1.5445,-1.9429
"12955",-2.1394,-2.1816
"12957",1.5028,0.3795
"12958",0.6409,-2.6666
"12959",1.7438,0.811
"12960",-0.844,-3.4185
"12961",1.2521,0.1124
"12962",2.8285,-0.3327
"12964",0.9912,-0.0533
"12965",-0.7971,0.1471
"12966",1.4687,-0.139
"12967",3.8725,4.8702
"12969",-1.3059,-3.2739
"12970",0.8992,2.0441
"12971",0.0884,2.7418
"12972",-7.4279,-6.0147
"12974",-5.2266,-4.362
"12977",19.1504,24.3785
"12978",0.8382,-5.0215
"12981",0.7982,-1.6541
"12982",13.8972,10.75
"12983",11.4301,6.457
"12984",11.8256,5.108
"12985",1.3733,1.828
"12986",6.7245,5.071
"12988",3.7624,1.3138
"12990",0.3215,-3.7338
"12991",0.0491,0.8673
"12992",0.2528,0.9754
"12993",-0.122,-1.8934
"12994",3.0563,1.9995
"12995",-2.48915,-1.46845
"13000",10.5498,9.6036
"13002",-1.1273,0.3528
"13003",4.8625,9.0832
"13004",-4.8205,-4.9155
"13006",2.7795,2.3161
"13007",2.8045,4.0845
"13008",4.071,-0.2157
"13009",-0.5681,1.6349
"13010",-2.6633,-3.0293
"13011",13.8579,12.0793
"13012",3.4658,1.2515
"13013",1.5767,5.1092
"13014",9.4103,7.3395
"13016",-0.7465,-1.0412
"13017",-4.0039,-4.2091
"13018",-1.052,2.0796
"13019",0.5896,-0.8556
"13024",15.0079,19.1132
"13026",6.6419,3.6369
"13030",7.5979,6.4262
"13032",15.3044,11.0064
"13033",5.028,2.23
"13034",9.3537,6.8565
"13035",2.3014,-1.9631
"13036",8.6004,5.2723
"13038",0.7908,0.6361
"13039",16.6746,13.7017
"13040",11.9366,7.6715
"13041",4.4936,3.3276
"13043",6.2059,3.7943
"13046",-5.1686,-3.02305
"13047",-8.4482,-5.4498
"13048",-15.5727,-10.8195
"13051",-1.7313,-6.2332
"13052",15.9654,5.4819
"13056",-5.928,-4.0031
"13057",14.0914,9.6516
"13058",22.157,19.3222
"13063",-1.3358,-3.220725
"13067",0.6566,-1.6177
"13070",-1.0918,-2.6377
"13072",0.997,1.4376
"13074",0.8419,-1.2028
"13075",-0.0106,-0.9176
"13076",0.5077,1.0026
"13077",3.2114,-2.1683
"13078",12.5238,13.0768
"13079",-2.80565,-1.73305
"13081",2.1703,0.4846
"13082",-0.7162,-1.1623
"13085",1.1365,-0.1837
"13087",2.5596,0.5493
"13088",1.7803,0.6263
"13089",-1.1887,-1.3794
"13090",-0.8056,1.6939
"13094",1.1554,-1.8465
"13095",4.0938,1.2496
"13096",-0.386,-1.9998
"13097",1.218,2.126
"13098",-0.5035,0.066
"13101",-0.3432,2.0122
"13105",2.5636,-2.2945
"13106",3.084,1.3205
"13107",2.8744,-0.8011
"13108",3.2848,-1.0939
"13109",0.0242,0.7759
"13110",-7.6804,-7.6975
"13112",0.2425,-0.83
"13113",-1.7581,-0.0759
"13114",1.2022,0.0504
"13115",3.4764,2.8039
"13116",-16.8816,-8.5528
"13117",1.2942,-2.3744
"13119",-0.6057,-0.5694
"13120",0.5915,0.4117
"13121",-0.4208,-0.6937
"13122",2.5962,2.0906
"13123",-3.9096,2.2717
"13124",-0.6664,-0.7965
"13131",-6.2885,-2.8366
"13132",13.9466,7.048
"13134",-12.9316,-7.5659
"13135",1.236,-2.5373
"13136",-1.5882,-4.9061
"13137",0.9329,-0.5894
"13138",-3.3677,-2.4143
"13139",8.2179,6.3305
"13142",-8.0984,-4.9168
"13143",0.6239,2.7816
"13144",5.6797,3.5
"13162",-13.142,-11.5035
"13163",14.2934,14.7361
"13164",-0.9594,-1.6832
"13166",-1.3058,1.6783
"13167",-5.04465,-0.93825
"13168",0.8649,3.8467
"13169",8.3931,7.4924
"13170",-7.8539,-2.8808
"13171",-0.4403,-0.4676
"13172",0.0385,-0.6314
"13175",-5.6771,-7.9543
"13176",-14.1643,-7.8206
"13177",-2.2163,-0.3949
"13178",0.0828,0.5406
"13179",9.2199,6.9269
"13180",-7.1745,-3.4874
"13184",-1.689,1.9696
"13185",2.2448,2.3749
"13190",-0.2776,-2.3777
"13191",-6.4352,-3.8372
"13193",-6.2802,-5.9609
"13194",-1.682,0.0162
"13195",-3.742,-3.9636
"13196",-1.3191,-2.1211
"13197",23.7397,26.2577
"13198",20.1952,18.1333
"13199",-13.0116,-9.2837
"13200",5.131,1.2973
"13202",-4.728,-1.5801
"13204",6.4032,4.4591
"13205",4.82735,5.0298
"13206",0.7366,-0.7461
"13207",2.9504,0.987
"13209",4.2944,2.8065
"13211",11.6827,4.237
"13214",0.3054,-0.3596
"13215",0.5892,1.0804
"13244",2.3586,-1.1528
"13340",-0.4946,-1.9153
"13345",-0.9763,0.2986
"13346",5.3282,3.5936
"13347",-5.3781,-6.8755
"13349",9.5236,17.2322
"13350",1.0272,2.1294
"13353",-5.1752,-4.0157
"13356",-1.7858,-1.4716
"13358",-0.3601,-0.6797
"13360",-7.3432,-4.7448
"13361",3.9219,3.825
"13363",0.2068,-1.2149
"13367",2.9447,0.8415
"13368",1.4039,3.0793
"13370",0.6911,1.6809
"13371",-8.8995,-6.924
"13380",0.4138,-1.8024
"13382",-1.2022,0.4457
"13383",-4.1597,-4.0107
"13384",-5.9046,-1.6074
"13385",-10.2755,-6.6595
"13386",-1.3381,-3.7419
"13388",-0.2504,4.7538
"13389",-1.1228,0.8967
"13390",-6.2654,-3.5493
"13392",-0.6169,-1.567
"13393",1.0845,-1.2558
"13394",-0.1308,2.019
"13395",-4.0677,0.7566
"13396",-2.3483,-2.6636
"13400",-1.0956,-1.7632
"13401",-1.0625,-0.173
"13404",3.7368,-1.9298
"13405",-8.3852,-4.2776
"13406",-2.0246,-3.4865
"13409",2.0932,0.8572
"13411",-11.992,-2.3884
"13417",1.8685,-0.1597
"13418",6.4987,2.9694
"13419",1.1419,-0.0394
"13421",8.8864,7.193
"13423",5.0169,1.8205
"13424",-1.5264,1.8914
"13426",-17.2039,-4.9779
"13427",-7.9835,-2.3401
"13429",-15.1812,-6.2201
"13430",13.0546,8.7062
"13433",-3.1432,-1.5245
"13434",4.2409,2.0533
"13435",-0.9029,-1.6258
"13436",-0.3571,0.8777
"13437",0.3961,-0.947
"13445",-3.0878,-1.7183
"13446",-7.7642,-2.8024
"13447",0.9304,-2.9488
"13448",7.8016,11.1534
"13449",1.9269,0.4546
"13476",-6.2888,-1.7361
"13478",1.4713,2.2421
"13479",-0.4574,0.8153
"13481",3.7957,3.0012
"13482",-1.2882,4.0245
"13483",-9.25455,-3.8749
"13486",4.9357,4.1576
"13487",0.1496,4.2591
"13488",-6.184,1.0153
"13489",-20.6838,-7.716
"13490",-4.3602,-1.1764
"13491",1.2973,-0.7542
"13492",-0.2504,-0.8074
"13494",-0.0291,2.4611
"13495",6.1016,4.512
"13496",-0.0725,-0.3723
"13497",-10.8059,-5.2631
"13498",-1.7121,-2.7209
"13505",3.9661,-0.0988
"13506",0.2587,-2.2126
"13507",-0.9854,-0.5847
"13508",2.6742,-0.3863
"13511",-0.2999,-3.7644
"13512",1.6107,2.1746
"13516",-2.1206,0.9252
"13518",-2.6445,-2.428
"13521",0.7479,1.9892
"13522",0.3609,1.6437
"13524",5.6638,0.4663
"13525",0.7587,-1.8857
"13526",1.3076,0.9036
"13527",0.5449,-1.9565
"13528",-5.2124,-3.3712
"13529",5.1449,1.2509
"13531",2.8262,3.0355
"13537",8.8183,5.5228
"13542",5.1601,1.3722
"13543",-2.9481,-3.0082
"13544",-3.1114,-3.7417
"13548",4.4659,1.9799
"13549",-5.8442,-3.331
"13555",-6.585,-2.9767
"13557",-3.8638,-3.91815
"13559",-1.719,-0.0312
"13560",5.375,3.567
"13589",-1.1669,-2.556
"13590",0.1082,-1.2909
"13591",-4.9855,-1.3792
"13592",-3.8398,-1.9262
"13593",-1.6294,-2.434
"13595",0.8414,1.4575
"13599",8.0598,-0.8805
"13601",11.1692,7.4876
"13602",-16.3217,-7.6471
"13603",-4.9041,-5.9584
"13605",1.5945,0.7846
"13607",-7.0932,-1.6804
"13608",1.7438,-0.8913
"13609",-1.0065,-0.3395
"13610",7.6829,9.3113
"13611",0.3089,1.3961
"13612",-13.6107,-11.0382
"13614",9.8581,10.188
"13615",1.021,-1.0827
"13616",-6.4917,-5.0509
"13617",-2.9354,-1.6962
"13618",-11.0639,-12.1376
"13619",-5.947,-2.7863
"13626",2.56,3.0941
"13627",5.7205,2.9332
"13628",-6.1622,-3.4072
"13629",0.675,-2.2188
"13631",-3.90345,-1.15475
"13636",0.0548,-2.7306
"13637",-4.992,-3.4431
"13638",-4.6166,-3.5257
"13639",0.5727,-1.0092
"13640",-5.6339,-5.8814
"13641",3.8715,0.6006
"13642",-3.5915,-5.0506
"13643",-7.7458,-9.0964
"13644",-0.5169,-0.4094
"13645",4.014,-2.1026
"13646",1.0917,-0.0931
"13648",-1.1384,0.1789
"13649",5.8654,8.9035
"13650",4.6984,4.5626
"13653",21.8599,11.7496
"13654",13.043,8.7361
"13655",7.1928,-0.7274
"13656",14.525,0.5489
"13660",5.1314,4.3798
"13661",1.0355,2.5592
"13663",-8.7984,-5.2553
"13664",9.3887,8.0656
"13665",4.8387,4.7652
"13666",4.0425,5.645
"13667",2.9048,-0.0601
"13669",8.5841,9.2349
"13680",5.8502,3.2087
"13681",7.7254,7.05136666666667
"13682",-13.0654,-7.8657
"13684",-0.42665,-0.75475
"13685",13.669,10.9126
"13688",-3.9517,0.0918
"13690",3.7894,2.7907
"13706",0.9514,-0.5074
"13709",10.1369,11.457
"13710",0.4183,1.9055
"13711",-0.6112,-0.1893
"13712",-7.1941,-0.1475
"13713",7.0052,6.4858
"13714",3.6147,2.9176
"13716",7.8741,4.746
"13717",0.7619,-2.0704
"13722",6.3551,4.72
"13723",-12.3118,-9.9336
"13726",15.1769,7.6273
"13728",1.3784,1.25485
"13730",19.0798,16.4033
"13731",-0.6447,-3.1225
"13732",8.0508,4.6558
"13733",19.2479,6.4246
"13796",0.3197,-0.6398
"13797",-2.3652,-0.0056
"13798",-1.2386,0.1877
"13799",-6.4629,-2.0062
"13800",1.609,-2.7317
"13801",2.5047,2.1662
"13803",-6.7733,-2.7637
"13804",0.1587,-0.6068
"13805",18.9775,10.8456
"13806",-7.6526,-7.9078
"13807",-11.716,-6.8539
"13808",-3.3079,-5.0669
"13809",-3.7647,-3.5756
"13813",-5.4397,-0.4573
"13819",1.995,-3.6137
"13821",-7.6992,-7.5452
"13822",-0.9629,-5.4227
"13823",-13.794,-8.8526
"13824",2.9752,2.1564
"13828",2.061,-1.8572
"13829",-5.3604,-1.1067
"13830",4.7162,4.5122
"13831",8.6536,3.7583
"13835",1.2181,1.6854
"13836",8.6992,5.8969
"13837",-12.4035,-3.1272
"13838",-10.1253,-4.7794
"13839",-9.852,-8.6541
"13840",-14.0632,-8.3501
"13841",-22.2149,-14.8773
"13842",-2.3856,0.0562
"13844",-4.8823,-1.2074
"13845",-7.0598,-6.5308
"13846",6.4799,3.4187
"13848",-9.7665,-4.6681
"13849",-6.0186,-2.5846
"13850",-8.199,-4.822
"13852",-0.0165,1.1481
"13853",-12.9124,-5.5623
"13854",-6.1066,-7.2442
"13855",-9.002,-5.3952
"13856",0.1416,-0.0346
"13857",-3.068,-2.1218
"13858",-8.5104,-7.2481
"13859",-1.0532,-2.6152
"13860",-2.945,-4.5927
"13861",6.649,1.0818
"13863",-0.679,-2.7703
"13864",-4.4524,-6.3804
"13865",-19.7076,-12.2509
"13866",1.4221,1.4231
"13867",-3.9075,-4.4076
"13869",-17.4545,-12.1858
"13870",10.4282,5.3697
"13871",-0.2678,1.3446
"13872",2.5481,0.7597
"13874",3.3861,1.3558
"13875",6.7602,2.6251
"13876",4.3445,0.6738
"13877",1.44386666666667,0.587533333333333
"13884",2.5908,1.7882
"13885",2.4409,2.5094
"13897",1.7149,0.5436
"13909",-0.6747,-0.2636
"13924",-4.0468,-1.7813
"13929",-1.4028,-2.8844
"13972",3.4973,1.9144
"13982",3.9763,0.0334
"13983",1.8849,0.1147
"13984",0.9467,0.9054
"13990",3.9792,3.7099
"13992",-1.8054,-0.9731
"13998",-3.1656,-0.6387
"14000",-7.5583,-6.0974
"14007",-9.1662,-3.6226
"14008",0.6842,-3.0661
"14009",-8.16885,-3.59725
"14011",12.2323,15.5449
"14012",12.2213,9.8811
"14013",2.8225,1.0699
"14020",-7.796,-8.732
"14025",-14.1721,-5.9607
"14026",-2.4458,1.0101
"14027",1.4256,-1.3904
"14028",0.0735,1.959
"14029",0.5611,-2.8238
"14030",8.8604,6.4683
"14038",0.0349,0.6966
"14042",3.4177,3.9718
"14043",0.6816,1.4023
"140474",-0.2989,-1.1933
"140475",2.3164,-2.2322
"140476",3.11,-0.6955
"140477",0.8154,-1.76
"14048",-6.957,-7.2679
"140481",-9.0604,-7.7572
"140482",-0.4448,-0.9477
"140483",-7.163,-3.7061
"140484",-2.9122,-2.5703
"140486",0.68005,0.84945
"140488",3.2406,-0.4948
"140489",1.1643,0.6612
"14049",2.9673,2.8386
"140491",-0.6085,-0.4743
"140492",-16.7322,-15.2087
"140493",-7.8699,-5.1799
"140497",7.6328,4.195
"140498",-1.654,-2.2126
"140499",4.5544,5.8288
"14050",-2.0035,-1.9112
"140500",-0.8721,-2.0415
"14051",1.5084,-0.9288
"140546",-4.4349,-1.0912
"14055",-7.2264,-1.2203
"140557",0.4994,-3.1981
"140559",-3.8975,-1.1239
"14056",-3.1469,-1.3114
"14057",1.9969,2.1543
"140570",3.2672,3.0087
"140571",-9.1751,-8.1961
"140577",-3.3116,-3.2863
"140579",-6.695,-3.1082
"14058",5.4345,5.2208
"140580",1.1712,-1.5182
"14060",1.6432,0.4249
"14061",7.7182,3.4794
"14062",-2.6602,-2.6081
"14063",0.4641,-0.9884
"140630",0.5321,-0.271
"14064",-0.8889,1.3111
"14065",2.6696,-1.5237
"14066",8.3821,6.0459
"14067",-1.0462,-5.1918
"14068",5.4807,1.6665
"14069",-1.2896,-0.6326
"14070",0.2089,0.2806
"140703",-4.3192,-2.1892
"140709",0.5033,-1.3757
"14071",2.3075,3.1616
"140721",-0.3605,-3.8745
"140723",-6.8756,-1.2098
"14073",-16.9199,-8.6187
"140740",2.6907,-0.8669
"140741",-14.5355,1.7468
"140742",-9.8604,-5.6145
"140743",7.1042,1.7807
"140765",-0.3917,-1.6014
"14077",-11.02575,-8.15065
"140780",11.6764,7.0964
"140781",0.4483,-4.2348
"14079",0.9129,-2.3413
"140792",0.4401,-1.6542
"140795",10.0681,6.5191
"14080",0.5831,0.5535
"140806",0.916,0.5366
"14081",1.5811,-0.1059
"140810",-4.8297,-5.7105
"14082",1.3268,1.0005
"14083",-5.5203,-3.9744
"14084",3.4506,4.0884
"14085",-5.6696,-4.4379
"140858",7.3044,6.5266
"140859",-0.6746,-2.6133
"14086",-4.4288,1.5091
"14087",1.9599,-0.0859
"14088",-8.4157,-2.4167
"140887",-4.4046,-1.3572
"14089",4.2516,6.3795
"140904",-12.1382,-3.0382
"140917",4.0027,1.7923
"140918",-0.6982,1.6828
"140919",-7.968,-5.7213
"14102",12.9613,14.9836
"14103",5.0902,2.7306
"14104",-8.6802,-7.4798
"14105",6.37935,5.53375
"14106",0.6284,0.6822
"14107",-9.2881,-6.5439
"14109",7.13855,2.83635
"14113",5.467,6.7057
"14114",6.6877,5.1574
"14115",2.8963,1.0321
"14118",3.1038,3.4899
"14119",-3.1717,-2.9166
"14120",-1.1111,0.4583
"14121",0.607,-1.2378
"14123",6.3045,6.9286
"14125",1.9994,1.5926
"14126",7.5201,2.947
"14127",15.9704,15.8054
"14128",0.2551,2.8569
"14129",13.0167,12.5059
"14130",8.8952,5.6491
"14131",7.6904,3.3769
"14132",1.9425,-6.7965
"14133",0.1508,0.1823
"14134",1.8681,1.7659
"14137",1.96895,0.30845
"14148",-1.6877,3.5034
"14149",-0.9383,1.8177
"14151",-4.7249,-5.9739
"14154",-2.0969,1.206
"14155",8.0328,4.2119
"14156",2.2014,5.5266
"14158",-0.7807,2.66
"14159",9.4807,3.2044
"14160",-9.6447,-2.5939
"14161",0.55645,1.27305
"14163",-1.9116,-1.6741
"14164",-2.2777,-2.9998
"14165",-7.0471,-2.179
"14166",-9.7695,-8.2425
"14167",-14.1006,-9.5569
"14168",-16.0405,-10.6618
"14169",-6.2951,-2.0264
"14170",-2.82,-1.5291
"14171",1.753,1.9858
"14172",-1.7535,-3.7352
"14173",9.8293,2.0817
"14174",0.4722,0.9889
"14175",-0.869,-0.2701
"14176",-1.68,-1.4114
"14177",1.0129,1.2194
"14178",-8.5492,0.4104
"14179",0.5818,-0.4793
"14180",-10.8909,-5.309
"14181",0.0976,-1.8652
"14182",9.3587,3.4407
"14183",-9.8752,-15.4479
"14184",-5.8171,-9.2779
"14186",2.0907,-0.7161
"14187",3.7291,6.4189
"14190",15.9613,14.516
"14191",5.5177,8.2107
"14194",-14.7586,-12.7609
