"","GSE53784_WNV_vs_Control","GSE53784_JEV_vs_Control"
"26459",2.5239,2.0636
"26462",-0.6004,0.438
"26464",2.4153,3.0379
"26465",2.6274,3.957
"26466",-4.6519,-2.4345
"264895",-4.67225,-3.6042
"26549",-0.4478,2.8583
"26554",3.171,2.1507
"26556",8.6167,-1.5261
"26557",-6.16635,-4.54915
"26558",-3.78,-1.9868
"26559",-3.1301,-3.2651
"26560",2.0331,0.256
"26561",-1.0961,-1.293
"26562",-6.4472,-3.6091
"26563",-4.5435,-0.3578
"26564",1.6812,1.0841
"26565",1.2365,-1.047
"26568",-0.3818,-1.3467
"26569",-1.2964,-1.9326
"26570",13.4821,9.6907
"26572",7.5616,3.9777
"26611",-10.0525,-4.8512
"266614",-1.6886,1.0644
"266620",0.348,0.0866
"266632",1.46,1.4471
"266645",5.0538,4.441
"266690",-1.914,-0.93195
"266744",4.1749,2.6087
"266781",5.9143,3.6493
"266793",-1.4283,-1.1332
"266815",0.6204,-3.3104
"267019",1.1869,-1.0987
"26754",-1.2539,-0.7684
"26757",-8.7447,0.6679
"268281",-2.6435,-2.5827
"268288",0.7307,1.7433
"268291",10.3997,4.144
"268294",4.4459,1.303
"268297",5.5457,3.3001
"268301",6.5768,-0.7711
"268319",-2.7911,-4.6067
"268345",-10.6856,-5.2912
"268354",5.4505,-8.5693
"268373",0.8295,0.4278
"268379",2.1217,0.8407
"268390",-4.9519,-2.4381
"268391",-0.7012,-5.0101
"268395",0.5046,-3.1517
"268396",5.9984,2.8466
"268417",3.5113,3.0802
"268420",3.1874,5.492
"268445",0.7561,-1.6236
"268448",0.3214,3.3349
"268451",-13.2751,-10.0957
"268465",2.0476,-2.269
"268469",-3.0285,-2.9803
"268470",4.4534,4.1225
"268480",-9.611,-4.798
"268481",-7.0924,-2.3103
"268482",-2.2608,-4.3971
"268490",7.0023,5.2607
"268491",2.2764,0.8221
"268510",-12.6906,-7.0355
"268512",-2.0964,-3.4029
"268515",-7.4654,-5.0509
"268527",1.8976,2.7248
"268534",-3.3206,-5.3737
"268564",0.3938,-1.0694
"268566",-2.8374,0.9325
"268567",0.357,5.8754
"268591",1.0233,0.5863
"268656",2.4184,2.8465
"268663",2.4738,0.3909
"268670",-2.2902,-0.371
"268686",1.8614,0.7011
"268697",6.61346666666667,5.5031
"268706",-3.9198,-1.79105
"268709",10.5877,11.2081
"268721",4.7697,4.2387
"268729",0.0640466666666667,-0.440506666666667
"268739",-0.3588,-2.9308
"26874",-17.2247,-11.4716
"268741",8.2592,7.4249
"268747",-10.8492,-5.8122
"268749",12.103,16.4612
"26875",-19.8545,-10.4308
"268756",1.2952,0.3711
"268759",-0.1949,-1.8029
"26876",-0.5604,1.2026
"26877",-5.6493,-1.5673
"26878",-14.8921,-5.4967
"268780",-2.4621,-8.9038
"268782",-1.2912,5.676
"268783",-5.5884,-5.1904
"26879",-9.488,-5.6058
"268807",-4.0608,1.4267
"268816",3.98925,-1.01555
"268822",4.7107,4.4146
"26885",-1.0893,-1.4853
"268857",11.7143,4.8085
"268859",-10.5895,-3.4675
"26886",2.4399,2.7633
"268860",-10.569,-8.3046
"26887",0.3826,1.1398
"268878",-8.3741,-11.2332
"26888",4.8901,4.5127
"268880",-4.3203,-2.0421
"268882",-3.4056,-2.2821
"26889",9.4477,4.9561
"268890",-11.5084,-8.2356
"268902",-23.3947,-14.1326
"268903",1.4728,0.3415
"268905",2.0456,2.7072
"26891",2.0522,2.1687
"26893",-5.4661,-2.4403
"268930",-0.6723,-0.3081
"268932",-10.5489,-7.9221
"268933",-2.4753,0.3226
"268934",-6.9806,-2.4969
"268935",-3.6553,-2.1111
"268936",4.4554,2.4857
"26894",-7.2511,-1.2833
"268949",1.5437,0.1523
"26895",1.3487,0.108
"268958",4.0142,1.1015
"26896",-3.6851,-6.702
"26897",2.0898,-0.5742
"268970",4.3038,3.968
"268973",2.2038,1.342
"268977",6.2518,10.1655
"26898",2.4918,1.9406
"268980",-15.5372,-13.9512
"268996",-0.6526,-1.6637
"26900",-1.9299,3.9026
"269003",1.9441,-1.3445
"26901",-2.7142,-2.564
"269016",-9.0161,-1.191
"269019",6.1596,2.7396
"269023",-0.4168,-1.2261
"26903",6.6866,3.0432
"269033",-1.0054,1.4267
"269037",-7.6154,-5.1347
"26904",3.083,1.6336
"26905",2.9039,-0.1867
"269053",2.5877,2.8323
"269060",-3.7706,0.6184
"269061",4.2891,4.0669
"269063",1.6919,2.6996
"26908",-1.5065,-1.3855
"26909",1.1666,-0.5984
"269094",0.3127,2.3566
"26910",-0.5495,-1.1737
"269109",-26.4659,-17.9713
"269113",11.9878,6.9855
"269116",-6.3612,-2.0665
"26912",-1.7075,-2.5223
"269120",0.6518,1.7427
"26913",-7.8767,-7.0938
"269132",-11.003,-4.9969
"26914",2.5946,3.5026
"269152",-5.48845,-0.33085
"26918",-0.2738,0.4945
"269180",-11.4169,-8.5136
"269181",-0.4484,-1.3831
"26919",3.8331,2.9685
"269198",-1.5311,-2.2468
"26920",4.2861,2.2257
"269209",0.8042,0.3608
"26921",-0.8379,-3.7153
"269211",-0.3038,-0.6948
"26922",6.0428,3.1665
"269224",-0.3332,1.1553
"269233",-4.9595,-1.9871
"269252",5.2613,2.2635
"269254",-4.4677,-1.1258
"26926",-8.6093,-1.642
"26927",-0.8895,-4.3203
"269275",-8.0963,-5.3208
"269295",0.4596,-1.3498
"26931",-8.809325,-9.808575
"26932",-6.5037,-1.6792
"269328",2.1679,2.0488
"269336",-2.7397,-1.0215
"269338",-4.1226,-1.824
"26934",-3.2558,-3.4188
"269344",0.8756,0.2767
"269346",6.137,7.4621
"269356",2.9978,4.9734
"26936",2.6904,3.0199
"26938",-12.97,-9.2389
"269389",0.6779,-4.3898
"26939",3.56625,2.4197
"269397",-0.6824,-1.8821
"26940",-4.9909,-1.5569
"269400",1.0916,2.2802
"269401",0.6919,1.8076
"26941",6.2864,2.8151
"26942",-5.1548,-1.1829
"269423",-5.7123,-2.1642
"269424",0.7522,1.9233
"26943",11.3465,6.7671
"269437",-3.4665,-3.7151
"26944",1.44,2.5068
"26945",2.8345,-4.8737
"26946",-0.2451,0.4398
"269470",-0.1888,3.7837
"269473",2.4996,1.4673
"26949",3.0262,-0.5743
"26950",-12.8625,-6.3056
"26951",0.5619,-0.8842
"269513",-5.6957,-3.6571
"269514",-4.6592,-0.1397
"269523",1.3985,1.392
"269529",-2.7026,0.093
"269536",6.0097,4.5146
"269582",0.6382,-0.8829
"269585",3.3278,2.0153
"269587",-4.581,-2.8058
"269589",1.6735,-0.891
"269593",-4.8774,-5.1374
"269604",1.5226,0.0275
"269608",-0.7174,0.341
"26961",4.5355,1.2056
"269610",-7.9072,-7.5987
"269614",2.6271,1.6531
"269615",-11.9839,-6.3044
"269623",4.3612,6.9472
"269629",-8.43,-6.1469
"269630",5.1202,-1.0908
"269633",-1.4095,-1.2078
"269637",-5.5862,-2.4741
"269639",-7.3106,-4.0932
"269642",-13.496,-7.2759
"269643",-11.1547,-7.4426
"26965",-1.8909,-0.0884
"26968",2.3385,1.6046
"269682",3.102,2.0733
"269683",1.336,-1.7758
"269693",-0.7258,0.4843
"269695",-14.2296,-6.0927
"26970",4.168,0.8129
"269700",-14.2675,-6.5895
"269701",1.0775,-0.5562
"269702",-7.6036,-2.3948
"269704",-2.9607,-6.0097
"26971",1.5774,0.8503
"269713",0.5219,-1.8602
"269717",-3.5145,-1.6378
"26972",1.7387,-1.2938
"269774",-6.5202,-5.6519
"269784",-9.6407,-7.9912
"269788",-5.2634,-1.928
"269799",18.9917,17.6597
"269800",3.8369,1.9678
"269823",3.9556,1.0075
"269831",-7.1669,-6.0363
"269854",-4.2188,-0.5514
"269855",4.4059,0.0359
"269862",-0.5315,-0.1596
"26987",9.6857,3.7729
"269870",2.3893,5.8524
"269878",-11.9346,-7.7635
"269881",-9.9005,-5.4324
"26992",-1.4143,-0.4171
"269941",2.8005,0.2822
"269951",-1.7016,-2.9944
"269952",-9.8283,-4.0367
"269954",3.1004,1.0502
"269955",3.5486,-0.2178
"269959",0.9928,3.7273
"269966",15.3175,9.6558
"269994",-3.4291,-3.7524
"269997",4.9073,1.7872
"269999",0.1735,3.1145
"270004",0.8668,-1.1396
"270028",-8.3462,-2.2847
"270035",-0.7177,1.0544
"270049",-10.1349666666667,-6.66943333333333
"270058",5.2056,3.2439
"270066",4.3938,3.5826
"27007",29.8249,26.8759
"270076",-1.5642,-1.9055
"27008",5.6916,-1.176
"270084",1.9407,-0.8895
"270086",-10.6689,-8.0227
"270091",4.9801,-0.4731
"270096",-3.2176,-2.1909
"270097",-11.4045,-9.7901
"270109",-12.9684,-7.043
"270110",10.0508,9.5564
"270118",5.31335,3.97925
"270120",-7.6121,-7.24841333333333
"27015",1.6703,0.2414
"270150",-3.1737,-3.4639
"270151",0.4705,-1.3844
"270152",8.6835,10.1251
"270156",5.1391,4.4038
"270160",-0.3732,0.6005
"270162",-19.873,-6.609
"270163",-6.91977692307692,-6.13701538461538
"270166",-0.0662,-1.5724
"270185",-1.5665,-3.6731
"270190",-16.8449,-10.0151
"270192",-8.3294,-6.9234
"270198",6.5091,4.0484
"270201",-4.8907,-0.3199
"270210",-0.7271,-1.6736
"27027",3.6428,-2.756
"27028",4.1573,-1.5907
"27029",-1.8759,-4.081
"27041",3.3765,2.5608
"27045",-7.6718,-3.4889
"27047",0.8854,-0.1744
"27049",8.0826,8.0541
"27050",5.7567,3.6943
"27052",17.2334,15.6876
"27053",16.0118,16.3469
"27054",13.4298,10.5351
"27055",-6.9464,-6.9762
"27056",11.1841,9.6448
"27057",1.34625,-1.04105
"27058",1.15093333333333,1.02533333333333
"27059",-4.3345,-3.932
"270599",0.7816,0.2175
"27060",18.4232,14.146
"27061",-2.3011,-1.7897
"27062",-11.9666,-6.0358
"270624",5.5651,4.4395
"270627",-1.915,-4.2853
"270672",3.3084,1.8351
"270685",6.0055,6.7099
"270711",1.2412,1.4975
"270757",11.5477,4.8675
"27078",-1.6697,-1.1588
"27081",1.9007,-0.971
"270893",-1.0444,-0.8449
"270906",5.2671,2.5188
"27096",-0.0854,1.3492
"271005",-6.5144,-2.7912
"27103",-0.9064,-0.9887
"271036",1.9101,0.4477
"271047",1.5157,1.3683
"271127",-6.7759,-8.3103
"271144",2.2194,2.5282
"271209",0.128,0.1962
"271221",8.3162,6.2087
"271305",-1.4577,-2.8071
"271375",3.4345,1.5148
"271377",9.8086,4.9884
"27140",2.2104,-1.5913
"271424",0.9589,-4.1891
"271457",0.9463,0.816
"271508",1.3476,2.7431
"271564",-5.8088,-6.2005
"271639",8.1505,3.3285
"271697",-0.0265,-4.3702
"271711",-2.551,0.8182
"271786",-9.2871,-3.7219
"271813",-0.2348,-0.0892
"271842",1.2615,0.5281
"271844",3.3369,-0.7273
"271849",-0.003,1.5852
"271887",1.1866,-0.4324
"271970",1.4039,1.9708
"271981",-10.0499,-6.681
"272009",-0.359,1.1554
"272027",5.7481,7.6895
"272031",-9.1227,-2.8713
"27204",-2.2307,-2.3523
"27205",13.1784,7.3266
"27206",-1.6121,-1.5823
"27207",0.84465,-1.25405
"27209",2.253,-3.1917
"27210",3.0734,4.1663
"27211",1.6952,-0.9742
"27212",4.68,-1.3381
"27214",8.8203,2.8215
"27215",5.479,5.5005
"27217",1.1018,-0.569
"27218",5.8062,3.9721
"27219",1.9439,-4.0455
"27220",-1.9948,-5.5527
"27221",-2.8367,-0.3576
"27222",-1.0186,-2.357
"27223",5.5829,4.2337
"27224",3.1484,4.7327
"27225",9.575,9.6727
"27226",-2.4448,-2.4176
"272322",-0.7493,-1.3002
"272347",0.4484,-0.0575
"272350",0.1869,-1.3609
"272359",0.2005,1.9758
"272381",-11.6141,-6.6391
"272382",1.9219,3.8528
"272396",-8.1474,-5.4023
"272411",2.1577,2.0231
"272428",0.5938,0.2579
"272465",-4.5674,-4.4982
"272538",-4.2782,-1.886
"272551",2.8519,0.9903
"272589",-3.5744,-2.8537
"27260",8.895,6.3001
"27261",9.7349,5.1595
"27263",0.2982,2.8626
"272636",-0.424,-2.9542
"272643",3.314,1.4883
"27267",25.8842,20.8432
"27273",28.2934,16.8554
"27274",0.0546,0.3737
"27275",12.8802,7.8285
"27276",-7.7527,-8.8339
"27277",6.8175,7.7274
"27278",1.1681,3.5983
"27279",21.371,15.1329
"272790",-8.1201,-5.1625
"27280",3.0408,4.1256
"27281",-9.5799,-3.3904
"27354",4.9993,3.351
"27355",0.3031,-3.5169
"27356",4.9553,4.4781
"27357",-2.3898,-3.1584
"27358",1.2402,-1.7719
"27359",-0.0051,-1.9601
"27360",-5.6662,-5.1787
"27361",8.2041,8.6262
"27362",9.7122,6.3653
"27364",-16.4248,-8.3121
"27367",0.8734,-0.9252
"27368",0.1619,1.6119
"27369",-0.6472,1.0338
"27371",6.2621,3.2288
"27372",-0.0875,2.5836
"27373",0.2917,0.0629
"27374",4.2256,1.2901
"27375",-0.0866,-1.8921
"27376",1.9474,-5.4423
"27377",1.9959,2.1312
"27378",0.176,0.9727
"27379",1.6454,-1.8204
"27380",-0.4467,-1.4309
"27381",1.2937,0.2051
"27382",2.1611,0.1735
"27384",1.5111,1.8245
"27385",0.6096,-1.0921
"27386",-2.8625,-4.4807
"27387",12.9439,11.0807
"27388",-0.0284,0.4988
"27390",1.4784,-1.1003
"27392",-0.9879,-0.0503
"27393",6.9434,2.7869
"27395",-1.4119,-2.3509
"27397",1.6168,-0.9291
"27398",2.5945,5.3835
"27399",3.9322,2.6948
"27400",0.5213,0.8975
"27401",-0.4324,0.5789
"27402",-4.2869,1.1748
"27403",-10.1151,-6.5092
"27404",0.5072,0.9376
"27405",0.8288,0.7933
"27406",4.0982,2.4687
"27407",-0.6373,0.3081
"27409",1.3749,0.7163
"27410",-6.7718,-4.2583
"27411",0.9957,-0.3488
"27412",-0.2307,2.4407
"27413",2.8875,-1.944
"27414",-1.5178,0.4595
"27416",-12.203,-8.0051
"27418",5.2074,2.6143
"27419",3.9914,1.7725
"27421",0.4954,-1.2838
"27426",1.7178,0.2007
"27428",2.4427,0.6948
"27493",-0.0364,-3.3622
"27494",-5.6688,-7.0345
"27528",-10.6018,-5.1097
"27632",7.3094,1.985
"27660",9.0072,4.6763
"276770",1.30475,1.55795
"27681",-1.025,-3.3065
"276829",3.6818,-1.1684
"276846",-7.2689,-5.2801
"276852",1.407,2.1392
"276891",1.2615,-0.3772
"276905",4.4352,6.3969
"276919",2.8236,3.1417
"276920",-0.1986,-3.1005
"276950",23.2429,19.2829
"276952",-10.3158,-9.2682
"277010",1.0933,-0.3242
"277154",-2.3292,-2.38306666666667
"277203",2.6042,1.4325
"277250",4.656,6.7525
"277328",-0.9675,1.1037
"277343",1.9826,3.0509
"277345",-2.1636,-1.8697
"277353",0.3815,1.7751
"277360",0.2295,-0.5271
"277396",-12.5368,-3.1724
"277414",-4.1888,-3.2916
"277432",-8.7964,-4.9575
"277463",3.705,5.5483
"277468",-12.9588,-12.3076
"277496",0.0993,0.1411
"27756",-0.093,2.8111
"27762",-3.3497,-0.5828
"277667",2.1961,0.5967
"277743",-3.1349,-0.2224
"277744",0.4647,-0.697
"277753",1.9989,0.787
"277773",4.1418,1.8178
"27784",-0.8094,-0.9374
"277854",-14.8633,-6.0978
"277898",-0.1156,-1.4488
"277939",-4.2908,-0.9405
"277973",-3.392,-0.8714
"277978",0.4524,-1.0938
"27801",-10.131,-6.6245
"278097",0.9624,3.1653
"278180",-1.0082,1.6733
"278203",4.4234,2.765
"278240",-1.7113,-0.8375
"278255",-1.2637,0.9171
"278279",-4.7784,-2.3884
"278304",-2.0028,-0.5208
"278507",5.29245,-1.2871
"278672",-1.0344,-2.4279
"278676",0.1184,1.0803
"27878",-3.3544,-4.287
"278795",-10.1878,-3.1625
"27883",-4.9987,-2.0962
"27886",8.2583,5.6248
"279028",1.3887,-1.4908
"279029",2.6511,-0.9432
"279499",3.06,3.3751
"279561",-6.7387,-6.5546
"279572",12.9988,9.5633
"279618",-0.1609,-4.1902
"27965",7.4975,5.6624
"279653",-12.7817,-8.3572
"27966",12.4579,10.2493
"27967",8.7462,5.9351
"279706",-0.0774,0.2505
"27973",-4.9458,-4.379
"279766",2.2998,3.0066
"27979",9.8982,7.7006
"27981",2.4479,1.4264
"27984",3.9663,2.6268
"27993",14.5252,9.5673
"27998",2.4991,1.7318
"27999",-15.6245,-11.9371
"28000",0.0587,-1.9973
"28006",-3.2108,-1.0163
"28010",0.3306,-0.4288
"28015",-2.5,0.0758
"28018",2.0746,0.8863
"28019",4.451,0.9818
"28028",-1.6266,-0.7136
"28030",-3.744,-0.2346
"28035",8.4729,4.5721
"28036",7.7762,1.738
"28040",-1.9964,2.938
"280408",0.0965,-1.6489
"280411",2.814,1.769
"28042",-10.1053,-4.7832
"280621",1.4506,-0.1151
"280635",1.3219,0.4877
"28064",5.3185,6.0567
"280645",-7.948,-1.298
"280662",1.3035,1.2214
"280667",3.8175,6.9222
"280668",-2.2496,-0.9455
"28071",8.8018,6.8068
"28075",-8.2085,-9.2809
"28077",11.1338,6.1026
"28078",1.0776,-3.4662
"28080",-5.7756,-5.6783
"28081",2.3618,1.263
"28084",4.2828,6.0126
"28088",6.7173,6.9209
"28105",-3.735,-6.8857
"28106",6.5464,3.8985
"28109",-1.9723,0.8195
"28113",7.3069,5.3321
"28114",3.3407,1.5299
"28126",1.0356,-0.1405
"28135",0.7695,1.7494
"28146",13.2997,11.3559
"28169",-4.6666,-4.6909
"28185",-6.6471,-6.6053
"28193",6.4996,1.7249
"28194",0.6822,1.5757
"28199",1.4781,2.7104
"28200",-1.2681,-2.959
"28240",-10.3122,-5.2358
"28248",2.6705,-0.5916
"28250",-5.8011,-8.3366
"28253",0.619,-0.1682
"28254",-0.6498,-1.3957
"282619",2.2229,2.6414
"282663",-1.5405,-1.7353
"28295",-3.8928,-3.5054
"286940",6.3228,3.0415
"286942",0.0694,-1.6837
"29805",-1.5579,-1.0702
"29806",4.423,5.1545
"29807",-4.508,2.8317
"29808",6.8457,5.0395
"29809",-10.5072,-5.0524
"29810",6.406,6.9949
"29811",-0.2619,-0.3449
"29812",-12.8899,-8.1807
"29813",-1.3212,1.3488
"29815",4.0221,2.0014
"29816",-2.4619,-3.5421
"29817",14.081,11.1106
"29818",2.6921,-1.1325
"29819",-7.4171,-5.3325
"29820",-2.633,-0.245
"29845",2.504,-1.1328
"29846",1.0721,-0.667
"29848",0.177,-1.0466
"29849",-1.7236,-0.7681
"29856",3.5205,0.2153
"29857",-3.4484,-1.4363
"29858",-3.7513,0.3787
"29859",-7.7801,-3.9931
"29861",-0.0817,-0.3869
"29862",-5.2431,-3.4691
"29863",-9.0785,-3.0611
"29864",-0.7441,-3.72
"29865",0.4874,0.7034
"29866",-0.9305,-2.4065
"29867",-1.7179,-2.2255
"29869",-11.6429,-6.7754
"29870",3.7315,2.0311
"29871",-1.3913,0.7258
"29873",-12.1493,-1.3654
"29875",10.5416,6.5611
"29876",24.8534,25.4811
"29877",-3.8313,-7.5955
"30044",0.815,-2.4833
"30045",-6.2558,-9.3382
"30046",-4.3057,0.2888
"30049",-4.4855,-1.3208
"30050",3.3583,-0.1167
"30051",3.3863,1.5882
"30052",-7.3801,-2.2045
"30053",1.3477,0.3006
"30054",0.578,-1.0401
"30055",2.7538,-0.1782
"30056",-1.7758,-1.8916
"30057",-9.0552,-8.3889
"30058",0.7824,0.9842
"30059",0.7685,1.3782
"30060",1.3079,-1.4123
"30785",-9.5289,-6.8264
"30791",5.08965,8.13625
"30794",5.1429,4.161
"30795",-6.6272,-5.6311
"30800",2.115,-1.9272
"30805",0.6878,0.9944
"30806",0.288,-0.7539
"30838",7.7975,15.6183
"30839",-1.9551,-1.3873
"30840",-2.756,-1.6491
"30841",-4.3184,-1.2549
"30843",2.3912,4.0215
"30853",0.0057,-2.0069
"30877",20.5856,16.1018
"30878",-9.8955,-7.9185
"30923",-2.1598,-1.2704
"30924",0.4739,1.4418
"30925",10.6576,7.5291
"30926",-1.5503,-0.8016
"30927",2.9341,-1.3359
"30928",-9.9635,-2.688
"30930",0.1776,0.0673
"30931",2.9626,2.3915
"30932",13.8418,8.8816
"30933",3.3809,3.8397
"30934",4.0195,2.5125
"30935",18.9824,20.9763
"30936",0.5411,1.4159
"30937",5.1511,-2.6673
"30938",3.4308,1.986
"30939",3.9518,1.5084
"30940",12.4423,10.2344
"30941",-0.9265,1.6472
"30942",-0.6423,-2.6794
"30943",0.8525,-1.1704
"30944",-1.9094,-1.0151
"30945",7.3284,3.6283
"30946",3.3742,3.1406
"30947",-5.666,-3.1149
"30948",-5.4068,-5.7194
"30949",-8.0962,-5.3308
"30951",1.9439,3.9815
"30952",4.0983,6.9867
"30954",-1.2647,0.443466666666666
"30955",9.8717,7.6218
"30956",-3.3944,-4.7051
"30957",-4.8371,-4.8519
"30959",-7.6394,-1.8883
"30960",1.3366,2.1675
"30962",-0.4455,-2.3829
"30963",-6.5178,-3.8843
"317652",1.7093,0.7241
"317653",1.4394,-1.7884
"317677",7.009,11.177
"317717",-6.1456,-0.7662
"317750",-1.3169,-1.117
"317755",0.247,1.2735
"317757",6.925,5.494
"317758",7.3298,13.0612
"319158",8.1077,10.6137
"319159",8.3445,6.562
"319162",4.0678,7.4382
"319163",1.0123,0.2028
"319164",2.8707,2.372
"319166",2.6754,2.4437
"319169",5.1456,4.2253
"319172",1.8157,3.4654
"319177",1.9097,3.7712
"319178",4.1742,0.9004
"319181",5.4932,4.7758
"319188",-0.5377,-0.388
"319189",8.303,6.2383
"319190",-0.4694,-0.55
"319196",-1.5949,-1.9591
"319197",0.3039,0.9523
"319200",1.7025,2.7572
"319207",-4.1007,-2.6416
"319210",-0.9272,1.8805
"319211",-12.7950666666667,-10.2352333333333
"319229",1.4388,-1.5137
"319236",8.9144,6.892
"319239",-8.5232,-1.4339
"319245",-0.2275,-2.2902
"319247",1.7601,1.0173
"319259",-0.8576,3.9293
"319262",3.2975,2.1413
"319263",-3.4567,-2.4914
"319266",-5.0987,-3.3997
"319277",5.2312,8.4793
"319278",-1.0281,1.2862
"319293",2.6895,-0.7927
"319317",-2.6179,-1.0805
"319322",-2.2994,-2.3449
"319336",0.5301,-0.9055
"319352",-4.9152,-0.3264
"319387",-5.0347,-5.4989
"319388",-0.6944,-2.7483
"319415",-0.646,-0.858
"319430",0.92,-2.3945
"319433",-0.7593,0.2469
"319446",17.0679,9.1685
"319448",18.4613,15.6262
"319455",-7.1759,-2.4479
"319472",-2.9055,-1.5029
"319475",-2.1397,-1.4586
"319476",-1.6168,0.6069
"319477",-6.1363,-3.9433
"319478",-9.2815,-5.1132
"319480",5.4417,0.934
"319481",-1.0168,-3.8725
"319486",0.6136,0.374
"319503",-0.0981,-1.1435
"319504",-14.0446,-7.1362
"319508",-1.1113,-1.2032
"319513",-0.6806,-1.8362
"319518",-1.4801,0.1619
"319520",10.28,4.0999
"319530",0.8205,1.9514
"319535",-2.8858,-2.1143
"319552",1.8193,-0.8192
"319556",-0.631,-0.5409
"319562",-2.5759,1.5287
"319564",-0.9757,-2.2885
"319565",-1.764625,-0.473175
"319579",-0.58,2.0408
"319581",-0.0941,-0.305
"319582",-6.3995,-1.4486
"319583",-1.2119,0.4584
"319586",-8.0157,-5.316
"319594",3.4745,1.4361
"319601",6.6879,3.66
"319604",-10.0982,-5.0525
"319613",-3.7651,-2.739
"319615",-2.0936,-0.4119
"319616",-1.1866,-0.2642
"319618",5.0849,-0.1622
"319622",3.1184,3.30745
"319625",-1.5398,-2.159
"319634",2.8912,3.2665
"319636",-4.6303,-2.0612
"319638",3.8679,4.9062
"319642",-7.4471,-9.1987
"319651",4.2039,1.6141
"319653",-4.36985,-2.632
"319655",-6.5587,-7.184
"319660",-7.3002,-6.485
"319665",1.5793,-0.3492
"319670",-4.15475,-2.2587
"319675",-1.0919,-0.04
"319695",-0.608,0.4902
"319701",0.6125,2.2405
"319710",2.1764,-0.2852
"319713",-6.6223,-1.7564
"319719",0.4866,3.9997
"319734",-0.4627,-4.1915
"319740",3.6529,1.803
"319742",7.0614,10.045
"319743",0.5414,-1.5872
"319748",4.9375,3.0344
"319757",-7.5552,-8.1047
"319758",-5.5493,-1.9845
"319760",0.4214,-0.9115
"319765",9.2298,3.4508
"319767",-3.7104,-1.7988
"319772",1.4539,1.2685
"319776",-1.4533,-4.8375
"319800",3.0944,-2.1915
"319801",-3.1479,-3.6953
"319803",2.9639,0.0442
"319804",-3.1347,-1.7819
"319807",-10.8479,-5.4683
"319817",1.7258,0.1673
"319818",-1.5702,-2.4055
"319819",-0.886,0.6095
"319822",12.4544,1.4144
"319829",1.6586,3.0857
"319832",-18.6735,-18.4786
"319845",-9.9448,-10.0621
"319848",-1.1561,-0.3309
"319859",8.7801,2.7559
"319865",-1.5186,-3.8418
"319875",1.1864,3.6278
"319876",0.2841,-1.5246
"319880",10.0019,2.7978
"319885",-1.1888,1.81105
"319887",0.2061,-1.4333
"319888",3.2581,-0.357
"319899",-1.89804666666667,-4.89055333333333
"319901",-5.6193,-3.2361
"319909",9.3122,-0.2207
"319922",-9.9376,-8.2441
"319924",-12.055,-11.1467
"319930",0.6432,-1.3545
"319934",4.0305,0.6728
"319939",2.7254,-2.7204
"319942",-0.8677,-2.2293
"319944",-1.5723,-3.7144
"319953",-7.5884,-5.7425
"319955",6.1443,3.4858
"319960",2.3966,2.3769
"319965",-3.0278,-1.7724
"319974",-9.17,-1.7476
"319984",-13.7607,-7.8349
"319991",-1.10545,-1.20005
"319996",0.0167,-4.5966
"319997",8.451,8.2799
"319998",8.9456,2.0491
"320001",0.7062,-1.9607
"320004",1.3059,3.2537
"320007",-7.2398,0.1333
"320011",0.4906,3.2077
"320022",2.4074,0.1191
"320024",-7.7127,-5.3861
"320027",-8.5388,-1.6273
"320040",-0.2436,-1.5088
"320046",-7.4249,-5.1245
"320051",-6.3637,-1.58
"320078",-1.51,0.9235
"320080",2.7578,3.987
"320082",0.9718,0.9361
"320091",-0.6458,-3.726
"320095",-1.2335,-1.556
"320099",-0.4946,-2.8735
"320100",-0.0365,-0.8804
"320106",-0.2827,0.8577
"320111",-4.5371,-9.3575
"320116",14.8291,0.4026
"320118",-0.7336,1.7291
"320119",-0.9909,-1.8905
"320127",-2.719,-3.872
"320129",-7.7173,-3.8173
"320135",2.298,1.6482
"320138",-8.8103,-4.3099
"320139",1.166,1.332
"320145",-0.0703,1.5333
"320148",10.0217,4.593
"320150",-7.1982,-3.17845
"320158",-3.8396,-5.2564
"320159",2.6903,2.2161
"320162",-1.0912,1.0061
"320165",-2.4078,-4.6584
"320181",4.3272,0.1505
"320183",3.5261,-1.9331
"320184",3.1599,-1.9182
"320187",12.9878,4.4678
"320191",-6.7973,-5.7265
"320202",1.8759,0.6753
"320204",0.2277,0.2701
"320207",7.2807,5.3796
"320208",-10.1747,-5.9878
"320209",-2.3423,-4.6205
"320213",2.4513,1.571
"320214",3.8606,-0.5716
"320225",1.4717,-0.4989
"320226",-1.2267,-0.8086
"320230",-6.1978,-4.3883
"320234",-1.8722,1.1793
"320237",-8.1859,-4.8652
"320244",-6.245,-4.4158
"320253",2.3688,0.2398
"320256",-1.2504,-0.8589
"320262",-11.141,-5.6508
"320265",-8.6502,-6.3523
"320267",6.4899,3.905
"320268",-11.3968,-6.9714
"320271",-5.4554,-2.4457
"320277",-0.671559090909091,-0.719704545454545
"320292",2.4187,1.5916
"320299",2.2328,-0.0688
"320302",-0.4809,-3.5492
"320309",0.717,0.4967
"320311",-12.916,-4.0783
"320332",2.6017,-0.8063
"320343",-3.642,-3.791
"320351",12.3603,6.8923
"320352",-0.6955,-1.4384
"320355",1.4985,2.214
"320360",2.7002,-0.1811
"320365",-24.8873,-11.834
"320376",-6.2793,-3.7953
